run	arm	rep	tick	abs_tick	unit	species	report	year	time	text
20260917-184547	pinned	1	30611	837011	163	COUGAR	2	2	30568	The cougar attacks the wolf but She jumps away!
20260917-184547	pinned	1	30611	837011	163	COUGAR	3	2	30572	The wolf bites the cougar in the left rear leg, tearing the fat and bruising the muscle!
20260917-184547	pinned	1	30611	837011	163	COUGAR	4	2	30572	The wolf latches on firmly!
20260917-184547	pinned	1	30611	837011	163	COUGAR	5	2	30576	The cougar scratches the wolf in the right front leg, tearing the fat!
20260917-184547	pinned	1	30611	837011	163	COUGAR	6	2	30579	The wolf bites the cougar in the tail, tearing the fat and bruising the muscle!
20260917-184547	pinned	1	30611	837011	163	COUGAR	7	2	30579	The wolf charges at the cougar!
20260917-184547	pinned	1	30611	837011	163	COUGAR	8	2	30579	The wolf collides with the cougar!
20260917-184547	pinned	1	30611	837011	163	COUGAR	9	2	30579	They tangle together and fall over!
20260917-184547	pinned	1	30611	837011	163	COUGAR	10	2	30581	The cougar stands up.
20260917-184547	pinned	1	30611	837011	163	COUGAR	11	2	30583	The cougar misses the wolf!
20260917-184547	pinned	1	30611	837011	163	COUGAR	12	2	30584	The wolf bites the cougar in the left front leg, tearing the fat and bruising the muscle!
20260917-184547	pinned	1	30611	837011	163	COUGAR	13	2	30584	The wolf latches on firmly!
20260917-184547	pinned	1	30611	837011	163	COUGAR	14	2	30590	The cougar scratches the wolf in the left rear paw, tearing the fat and bruising the muscle!
20260917-184547	pinned	1	30611	837011	163	COUGAR	15	2	30590	The cougar breaks the grip of The wolf's teeth on the cougar's left front leg.
20260917-184547	pinned	1	30611	837011	163	COUGAR	16	2	30592	The wolf bites the cougar in the upper body, tearing the fat and bruising the muscle and bruising the left lung!
20260917-184547	pinned	1	30611	837011	163	COUGAR	17	2	30592	The cougar is having trouble breathing!
20260917-184547	pinned	1	30611	837011	163	COUGAR	18	2	30592	The wolf latches on firmly!
20260917-184547	pinned	1	30611	837011	163	COUGAR	19	2	30595	The cougar scratches the wolf in the lower body, tearing the skin!
20260917-184547	pinned	1	30611	837011	163	COUGAR	20	2	30599	The cougar breaks the grip of The wolf's teeth on the cougar's upper body.
20260917-184547	pinned	1	30611	837011	163	COUGAR	21	2	30601	The cougar attacks the wolf but She rolls away!
20260917-184547	pinned	1	30611	837011	163	COUGAR	23	2	30604	The wolf bites the cougar in the lower body, tearing the fat!
20260917-184547	pinned	1	30611	837011	163	COUGAR	24	2	30606	The cougar misses the wolf!
20260917-184547	pinned	1	30611	837011	169	WOLF	2	2	30568	The cougar attacks the wolf but She jumps away!
