run	arm	rep	tick	abs_tick	id	species	caste	x	y	z	ref6	layer	countdown	vanish	flag_src	flag_nf	dead	inactive	civ	tame	wild
20260917-172114	caravan_control	1	16800	823200	126	ELK_BIRD	MALE	30	52	24	29,20,-1,25,-1,21	cavern	26907	0	1	0	0	0	-1	0	1
20260917-172114	caravan_control	1	16800	823200	127	ELK_BIRD	FEMALE	29	50	24	29,20,-1,25,-1,21	cavern	24656	0	1	0	0	0	-1	0	1
20260917-172114	caravan_control	1	16800	823200	128	ELK_BIRD	MALE	29	49	24	29,20,-1,25,-1,21	cavern	22797	0	1	0	0	0	-1	0	1
20260917-172114	caravan_control	1	16800	823200	129	ELK_BIRD	MALE	31	51	24	29,20,-1,25,-1,21	cavern	23452	0	1	0	0	0	-1	0	1
20260917-172114	caravan_control	1	16800	823200	130	ELK_BIRD	MALE	29	51	24	29,20,-1,25,-1,21	cavern	28306	0	1	0	0	0	-1	0	1
20260917-172114	caravan_control	1	16800	823200	131	ELK_BIRD	FEMALE	31	53	24	29,20,-1,25,-1,21	cavern	24331	0	1	0	0	0	-1	0	1
20260917-172114	caravan_control	1	16800	823200	132	ELK_BIRD	FEMALE	27	50	24	29,20,-1,25,-1,21	cavern	26152	0	1	0	0	0	-1	0	1
20260917-172114	caravan_control	1	16800	823200	133	ELK_BIRD	FEMALE	31	51	24	29,20,-1,25,-1,21	cavern	26535	0	1	0	0	0	-1	0	1
20260917-172114	caravan_control	1	16800	823200	134	MAGMA_CRAB	FEMALE	12	165	22	29,20,-1,34,-1,0	cavern	27544	0	1	0	0	0	-1	0	1
20260917-172114	caravan_control	1	16800	823200	135	MAGMA_CRAB	MALE	12	165	22	29,20,-1,34,-1,0	cavern	26285	0	1	0	0	0	-1	0	1
20260917-172114	caravan_control	1	16800	823200	136	MAGMA_CRAB	FEMALE	8	161	22	29,20,-1,34,-1,0	cavern	25307	0	1	0	0	0	-1	0	1
20260917-172114	caravan_control	1	16800	823200	137	MAGMA_CRAB	MALE	12	165	22	29,20,-1,34,-1,0	cavern	24994	0	1	0	0	0	-1	0	1
20260917-172114	caravan_control	1	16800	823200	138	MAGMA_CRAB	MALE	12	164	22	29,20,-1,34,-1,0	cavern	21557	0	1	0	0	0	-1	0	1
20260917-172114	caravan_control	1	18425	824825	126	ELK_BIRD	MALE	48	42	26	29,20,-1,25,-1,21	cavern	25281	0	1	0	0	0	-1	0	1
20260917-172114	caravan_control	1	18425	824825	127	ELK_BIRD	FEMALE	52	44	26	29,20,-1,25,-1,21	cavern	23031	0	1	0	0	0	-1	0	1
20260917-172114	caravan_control	1	18425	824825	128	ELK_BIRD	MALE	50	36	26	29,20,-1,25,-1,21	cavern	21172	0	1	0	0	0	-1	0	1
20260917-172114	caravan_control	1	18425	824825	129	ELK_BIRD	MALE	49	37	26	29,20,-1,25,-1,21	cavern	21827	0	1	0	0	0	-1	0	1
20260917-172114	caravan_control	1	18425	824825	130	ELK_BIRD	MALE	49	36	26	29,20,-1,25,-1,21	cavern	26681	0	1	0	0	0	-1	0	1
20260917-172114	caravan_control	1	18425	824825	131	ELK_BIRD	FEMALE	47	38	26	29,20,-1,25,-1,21	cavern	22706	0	1	0	0	0	-1	0	1
20260917-172114	caravan_control	1	18425	824825	132	ELK_BIRD	FEMALE	48	39	26	29,20,-1,25,-1,21	cavern	24527	0	1	0	0	0	-1	0	1
20260917-172114	caravan_control	1	18425	824825	133	ELK_BIRD	FEMALE	47	40	26	29,20,-1,25,-1,21	cavern	24910	0	1	0	0	0	-1	0	1
20260917-172114	caravan_control	1	18425	824825	134	MAGMA_CRAB	FEMALE	27	150	20	29,20,-1,34,-1,0	cavern	25919	0	1	0	0	0	-1	0	1
20260917-172114	caravan_control	1	18425	824825	135	MAGMA_CRAB	MALE	28	153	20	29,20,-1,34,-1,0	cavern	24660	0	1	0	0	0	-1	0	1
20260917-172114	caravan_control	1	18425	824825	136	MAGMA_CRAB	FEMALE	22	158	19	29,20,-1,34,-1,0	cavern	23682	0	1	0	0	0	-1	0	1
20260917-172114	caravan_control	1	18425	824825	137	MAGMA_CRAB	MALE	20	161	20	29,20,-1,34,-1,0	cavern	23369	0	1	0	0	0	-1	0	1
20260917-172114	caravan_control	1	18425	824825	138	MAGMA_CRAB	MALE	18	161	20	29,20,-1,34,-1,0	cavern	19932	0	1	0	0	0	-1	0	1
20260917-172114	caravan_control	1	18425	824825	139	PORCUPINE	MALE	181	100	104	29,20,-1,-1,-1,90	surface	21736	0	1	1	0	0	-1	0	1
20260917-172114	caravan_control	1	18425	824825	140	TROGLODYTE	FEMALE	17	165	52	29,20,-1,8,-1,19	cavern	26706	0	1	0	0	0	-1	0	1
20260917-172114	caravan_control	1	18425	824825	141	TROGLODYTE	FEMALE	6	151	51	29,20,-1,8,-1,19	cavern	22356	0	1	0	0	0	-1	0	1
20260917-172114	caravan_control	1	18425	824825	142	TROGLODYTE	MALE	7	153	51	29,20,-1,8,-1,19	cavern	22393	0	1	0	0	0	-1	0	1
20260917-172114	caravan_control	1	18425	824825	143	TROGLODYTE	FEMALE	3	158	52	29,20,-1,8,-1,19	cavern	20594	0	1	0	0	0	-1	0	1
20260917-172114	caravan_control	1	18425	824825	144	TROGLODYTE	MALE	1	171	52	29,20,-1,8,-1,19	cavern	23787	0	1	0	0	0	-1	0	1
