run	arm	rep	tick	abs_tick	unit	species	report	year	time	text
20260917-214221	station	2	40225	846625	164	DINGO	4	2	40011	The woodworker scratches the dingo in the head, tearing the muscle!
20260917-214221	station	2	40225	846625	164	DINGO	5	2	40011	The force bends the neck, tearing apart the skin!
20260917-214221	station	2	40225	846625	164	DINGO	6	2	40012	The dingo attacks the woodworker but She jumps away!
20260917-214221	station	2	40225	846625	164	DINGO	7	2	40013	The expedition leader attacks the dingo but He jumps away!
20260917-214221	station	2	40225	846625	164	DINGO	8	2	40015	The woodworker hacks the dingo in the right front paw with her (copper battle axe) and the severed part sails off in an arc!
20260917-214221	station	2	40225	846625	164	DINGO	9	2	40020	The dingo attacks the expedition leader but He jumps away!
20260917-214221	station	2	40225	846625	164	DINGO	10	2	40024	The expedition leader punches the dingo in the right rear paw with his left hand, bruising the skin!
20260917-214221	station	2	40225	846625	164	DINGO	11	2	40027	The woodworker attacks the dingo but He jumps away!
20260917-214221	station	2	40225	846625	164	DINGO	12	2	40051	The expedition leader punches the dingo in the lower body with his right hand, bruising the fat!
20260917-214221	station	2	40225	846625	164	DINGO	13	2	40053	The dingo misses the expedition leader!
20260917-214221	station	2	40225	846625	164	DINGO	14	2	40055	The expedition leader grabs the dingo by the right front leg with his right lower arm!
20260917-214221	station	2	40225	846625	164	DINGO	15	2	40055	The dingo is unable to break the grip of The expedition leader's right lower arm on The dingo's right front leg!
20260917-214221	station	2	40225	846625	164	DINGO	16	2	40057	The expedition leader releases the grip of The expedition leader's right lower arm on the dingo's right front leg.
20260917-214221	station	2	40225	846625	164	DINGO	17	2	40057	The dingo stands up.
20260917-214221	station	2	40225	846625	164	DINGO	18	2	40059	The expedition leader grabs the dingo by the third left front toe with his left upper arm!
20260917-214221	station	2	40225	846625	164	DINGO	19	2	40060	The miner strikes the dingo in the left front paw with her (iron pick) and the severed part sails off in an arc!
20260917-214221	station	2	40225	846625	164	DINGO	20	2	40061	The dingo falls over.
20260917-214221	station	2	40225	846625	164	DINGO	21	2	40061	The expedition leader grabs the dingo by the head with his left upper arm!
20260917-214221	station	2	40225	846625	164	DINGO	22	2	40062	The woodworker punches the dingo in the left rear paw with her left hand and the injured part collapses!
20260917-214221	station	2	40225	846625	164	DINGO	23	2	40062	An artery has been opened by the attack!
20260917-214221	station	2	40225	846625	164	DINGO	24	2	40062	The force pulls the left rear leg, tearing apart the skin!
20260917-214221	station	2	40225	846625	164	DINGO	25	2	40062	The expedition leader releases the grip of The expedition leader's left upper arm from The dingo's head.
20260917-214221	station	2	40225	846625	164	DINGO	26	2	40064	The expedition leader punches the dingo in the upper body with his left hand, bruising the muscle and tearing apart the middle spine's nervous tissue!
20260917-214221	station	2	40225	846625	164	DINGO	27	2	40067	The miner strikes the dingo in the upper body with her (iron pick) and the injured part is cloven asunder!
20260917-214221	station	2	40225	846625	164	DINGO	28	2	40067	The dingo is having more trouble breathing!
