run	arm	rep	tick	abs_tick	id	species	caste	x	y	z	ref6	layer	countdown	vanish	flag_src	flag_nf	dead	inactive	civ	tame	wild
20260917-170435	once	1	16800	823200	126	ELK_BIRD	MALE	30	52	24	29,20,-1,25,-1,21	cavern	26907	0	1	0	0	0	-1	0	1
20260917-170435	once	1	16800	823200	127	ELK_BIRD	FEMALE	29	50	24	29,20,-1,25,-1,21	cavern	24656	0	1	0	0	0	-1	0	1
20260917-170435	once	1	16800	823200	128	ELK_BIRD	MALE	29	49	24	29,20,-1,25,-1,21	cavern	22797	0	1	0	0	0	-1	0	1
20260917-170435	once	1	16800	823200	129	ELK_BIRD	MALE	31	51	24	29,20,-1,25,-1,21	cavern	23452	0	1	0	0	0	-1	0	1
20260917-170435	once	1	16800	823200	130	ELK_BIRD	MALE	29	51	24	29,20,-1,25,-1,21	cavern	28306	0	1	0	0	0	-1	0	1
20260917-170435	once	1	16800	823200	131	ELK_BIRD	FEMALE	31	53	24	29,20,-1,25,-1,21	cavern	24331	0	1	0	0	0	-1	0	1
20260917-170435	once	1	16800	823200	132	ELK_BIRD	FEMALE	27	50	24	29,20,-1,25,-1,21	cavern	26152	0	1	0	0	0	-1	0	1
20260917-170435	once	1	16800	823200	133	ELK_BIRD	FEMALE	31	51	24	29,20,-1,25,-1,21	cavern	26535	0	1	0	0	0	-1	0	1
20260917-170435	once	1	16800	823200	134	MAGMA_CRAB	FEMALE	12	165	22	29,20,-1,34,-1,0	cavern	27544	0	1	0	0	0	-1	0	1
20260917-170435	once	1	16800	823200	135	MAGMA_CRAB	MALE	12	165	22	29,20,-1,34,-1,0	cavern	26285	0	1	0	0	0	-1	0	1
20260917-170435	once	1	16800	823200	136	MAGMA_CRAB	FEMALE	8	161	22	29,20,-1,34,-1,0	cavern	25307	0	1	0	0	0	-1	0	1
20260917-170435	once	1	16800	823200	137	MAGMA_CRAB	MALE	12	165	22	29,20,-1,34,-1,0	cavern	24994	0	1	0	0	0	-1	0	1
20260917-170435	once	1	16800	823200	138	MAGMA_CRAB	MALE	12	164	22	29,20,-1,34,-1,0	cavern	21557	0	1	0	0	0	-1	0	1
20260917-170435	once	1	17448	823848	126	ELK_BIRD	MALE	37	43	25	29,20,-1,25,-1,21	cavern	26259	0	1	0	0	0	-1	0	1
20260917-170435	once	1	17448	823848	127	ELK_BIRD	FEMALE	30	51	24	29,20,-1,25,-1,21	cavern	24008	0	1	0	0	0	-1	0	1
20260917-170435	once	1	17448	823848	128	ELK_BIRD	MALE	29	53	24	29,20,-1,25,-1,21	cavern	22149	0	1	0	0	0	-1	0	1
20260917-170435	once	1	17448	823848	129	ELK_BIRD	MALE	25	47	24	29,20,-1,25,-1,21	cavern	22804	0	1	0	0	0	-1	0	1
20260917-170435	once	1	17448	823848	130	ELK_BIRD	MALE	26	47	24	29,20,-1,25,-1,21	cavern	27658	0	1	0	0	0	-1	0	1
20260917-170435	once	1	17448	823848	131	ELK_BIRD	FEMALE	26	50	24	29,20,-1,25,-1,21	cavern	23683	0	1	0	0	0	-1	0	1
20260917-170435	once	1	17448	823848	132	ELK_BIRD	FEMALE	28	49	24	29,20,-1,25,-1,21	cavern	25504	0	1	0	0	0	-1	0	1
20260917-170435	once	1	17448	823848	133	ELK_BIRD	FEMALE	29	49	24	29,20,-1,25,-1,21	cavern	25887	0	1	0	0	0	-1	0	1
20260917-170435	once	1	17448	823848	134	MAGMA_CRAB	FEMALE	11	174	21	29,20,-1,34,-1,0	cavern	26896	0	1	0	0	0	-1	0	1
20260917-170435	once	1	17448	823848	135	MAGMA_CRAB	MALE	11	167	22	29,20,-1,34,-1,0	cavern	25637	0	1	0	0	0	-1	0	1
20260917-170435	once	1	17448	823848	136	MAGMA_CRAB	FEMALE	11	164	22	29,20,-1,34,-1,0	cavern	24659	0	1	0	0	0	-1	0	1
20260917-170435	once	1	17448	823848	137	MAGMA_CRAB	MALE	9	161	22	29,20,-1,34,-1,0	cavern	24346	0	1	0	0	0	-1	0	1
20260917-170435	once	1	17448	823848	138	MAGMA_CRAB	MALE	8	161	22	29,20,-1,34,-1,0	cavern	20909	0	1	0	0	0	-1	0	1
20260917-170435	once	1	17448	823848	139	BADGER	FEMALE	145	23	104	29,20,-1,-1,-1,82	surface	25977	0	1	1	0	0	-1	0	1
20260917-170435	once	1	17448	823848	140	BADGER	MALE	155	31	104	29,20,-1,-1,-1,82	surface	21393	0	1	1	0	0	-1	0	1
20260917-170435	once	1	17448	823848	141	BADGER	FEMALE	158	34	104	29,20,-1,-1,-1,82	surface	27724	0	1	1	0	0	-1	0	1
20260917-170435	once	1	17448	823848	142	BADGER	FEMALE	161	36	104	29,20,-1,-1,-1,82	surface	27356	0	1	1	0	0	-1	0	1
