run	arm	rep	tick	abs_tick	event	subject	detail
20260918-010759	edge	1	16883	2032883	baseline	wild_present	9
20260918-010759	edge	1	16883	2032883	present_at_start	162	FISH_STINGRAY ref6=13,28,0,-1,-1,6 countdown=29034 flag_src=1
20260918-010759	edge	1	16883	2032883	present_at_start	163	ALLIGATOR ref6=13,28,0,-1,-1,4 countdown=22536 flag_src=1
20260918-010759	edge	1	16883	2032883	present_at_start	164	ALLIGATOR ref6=13,28,0,-1,-1,4 countdown=25426 flag_src=1
20260918-010759	edge	1	16883	2032883	present_at_start	165	HIPPO ref6=13,28,0,-1,-1,5 countdown=26786 flag_src=1
20260918-010759	edge	1	16883	2032883	present_at_start	166	HIPPO ref6=13,28,0,-1,-1,5 countdown=21196 flag_src=1
20260918-010759	edge	1	16883	2032883	present_at_start	167	HIPPO ref6=13,28,0,-1,-1,5 countdown=26547 flag_src=1
20260918-010759	edge	1	16883	2032883	present_at_start	168	HIPPO ref6=13,28,0,-1,-1,5 countdown=27011 flag_src=1
20260918-010759	edge	1	16883	2032883	present_at_start	178	WEASEL ref6=13,28,-1,-1,-1,170 countdown=26718 flag_src=1
20260918-010759	edge	1	16883	2032883	present_at_start	179	BIRD_SWALLOW_CAVE_GIANT ref6=12,28,-1,2,-1,18 countdown=24060 flag_src=1
20260918-010759	edge	1	16883	2032883	manipulation	local W,H,Z=df.global.world.map.x_count,df.global.world.map.y_count,df.global.world.map.z_count; local me=df.global.plotinfo.map_edge; local szmax=0; for i=0,#me.surface_z-1 do if me.surface_z[i]>szmax then szmax=me.surface_z[i] end end; local cols,hist,wetcols,fe,bio={},{},0,0,{}; for x=0,W-1 do cols[#cols+1]={x,0}; cols[#cols+1]={x,H-1} end; for y=1,H-2 do cols[#cols+1]={0,y}; cols[#cols+1]={W-1,y} end; for _,c in ipairs(cols) do local hit=false; for z=0,Z-1 do local pos=xyz2pos(c[1],c[2],z); local d=dfhack.maps.getTileFlags(pos); if d and d.flow_size>0 and not d.liquid_type then local off=szmax-z; hist[off]=hist[off] or {0,0}; hist[off][1]=hist[off][1]+1; if d.flow_size>=4 then hist[off][2]=hist[off][2]+1; hit=true; if off>=-1 and off<=6 then local rx,ry=dfhack.maps.getTileBiomeRgn(pos); local bt=rx and df.biome_type[dfhack.maps.getBiomeType(rx,ry)] or '?'; bio[bt]=(bio[bt] or 0)+1 end end end end; if hit then wetcols=wetcols+1 end end; for _,p in ipairs(df.global.world.populations.all) do if p.type==df.world_population_type.Animal and p.population.feature_idx>=0 and p.quantity>0 then fe=fe+1 end end; local offs={}; for o in pairs(hist) do offs[#offs+1]=o end; table.sort(offs); local parts={}; local near=0; for _,o in ipairs(offs) do parts[#parts+1]=('%+d:%d/%d'):format(-o,hist[o][1],hist[o][2]); if o>=-1 and o<=6 then near=near+hist[o][2] end end; local bparts,sea={},0; for b,n in pairs(bio) do bparts[#bparts+1]=b..'='..n; if b:find('OCEAN') or b:find('LAKE') then sea=sea+n end end; table.sort(bparts); print(('e25 edge: perimeter %d columns, %d with deep water at some z; by z relative to the land-entry surface (wet/deep): %s; deep within -6..+1: %d, of which in an ocean or lake biome: %d [%s]; %d live feature entries -> %s'):format(#cols, wetcols, #parts>0 and table.concat(parts,' ') or 'none', near, sea, table.concat(bparts,' '), fe, (sea>0 and fe>0) and 'LIVE' or (near>0 and 'DORMANT: wet edge is a river, no waves (E26)' or (fe>0 and 'DORMANT: no deep water near the surface' or 'DORMANT: no feature entries'))))	e25 edge: perimeter 764 columns, 616 with deep water at some z; by z relative to the land-entry surface (wet/deep): -1:616/616 -2:127/127 -3:103/103 -14:29/29 -47:16/16; deep within -6..+1: 846, of which in an ocean or lake biome: 846 [LAKE_TROPICAL_FRESHWATER=846]; 308 live feature entries -> LIVE
20260918-010759	edge	1	18002	2034002	arrival	180	BIRD_EAGLE caste=MALE ref6=13,28,-1,-1,-1,103 layer=surface countdown=28202 vanish=0 flag_src=1 flag_nf=1 pos=165,100,102 listed_at=2034002
20260918-010759	edge	1	18002	2034002	arrival	181	TROGLODYTE caste=MALE ref6=13,28,-1,14,-1,3 layer=cavern countdown=25371 vanish=0 flag_src=1 flag_nf=0 pos=183,132,79 listed_at=2034002
