run	arm	rep	tick	abs_tick	id	species	caste	x	y	z	ref6	layer	countdown	vanish	flag_src	flag_nf	dead	inactive	civ	tame	wild	mother
20260918-010759	edge	1	16883	2032883	162	FISH_STINGRAY	MALE	140	116	94	13,28,0,-1,-1,6	feature	29034	0	1	0	0	0	-1	0	1	-1
20260918-010759	edge	1	16883	2032883	163	ALLIGATOR	FEMALE	152	89	94	13,28,0,-1,-1,4	feature	22536	0	1	0	0	0	-1	0	1	-1
20260918-010759	edge	1	16883	2032883	164	ALLIGATOR	MALE	154	88	94	13,28,0,-1,-1,4	feature	25426	0	1	0	0	0	-1	0	1	-1
20260918-010759	edge	1	16883	2032883	165	HIPPO	FEMALE	147	114	94	13,28,0,-1,-1,5	feature	26786	0	1	0	0	0	-1	0	1	-1
20260918-010759	edge	1	16883	2032883	166	HIPPO	FEMALE	149	116	94	13,28,0,-1,-1,5	feature	21196	0	1	0	0	0	-1	0	1	-1
20260918-010759	edge	1	16883	2032883	167	HIPPO	MALE	145	115	94	13,28,0,-1,-1,5	feature	26547	0	1	0	0	0	-1	0	1	-1
20260918-010759	edge	1	16883	2032883	168	HIPPO	FEMALE	148	114	94	13,28,0,-1,-1,5	feature	27011	0	1	0	0	0	-1	0	1	-1
20260918-010759	edge	1	16883	2032883	178	WEASEL	FEMALE	190	119	95	13,28,-1,-1,-1,170	surface	26718	0	1	1	0	0	-1	0	1	-1
20260918-010759	edge	1	16883	2032883	179	BIRD_SWALLOW_CAVE_GIANT	FEMALE	78	191	82	12,28,-1,2,-1,18	cavern	24060	0	1	0	0	0	-1	0	1	-1
20260918-010759	edge	1	18002	2034002	162	FISH_STINGRAY	MALE	149	111	94	13,28,0,-1,-1,6	feature	27915	0	1	0	0	0	-1	0	1	-1
20260918-010759	edge	1	18002	2034002	163	ALLIGATOR	FEMALE	167	73	94	13,28,0,-1,-1,4	feature	21417	0	1	0	0	0	-1	0	1	-1
20260918-010759	edge	1	18002	2034002	164	ALLIGATOR	MALE	158	77	94	13,28,0,-1,-1,4	feature	24307	0	1	0	0	0	-1	0	1	-1
20260918-010759	edge	1	18002	2034002	165	HIPPO	FEMALE	174	119	95	13,28,0,-1,-1,5	feature	25667	0	1	0	0	0	-1	0	1	-1
20260918-010759	edge	1	18002	2034002	166	HIPPO	FEMALE	170	96	95	13,28,0,-1,-1,5	feature	20077	0	1	0	0	0	-1	0	1	-1
20260918-010759	edge	1	18002	2034002	167	HIPPO	MALE	156	108	95	13,28,0,-1,-1,5	feature	25428	0	1	0	0	0	-1	0	1	-1
20260918-010759	edge	1	18002	2034002	168	HIPPO	FEMALE	154	108	94	13,28,0,-1,-1,5	feature	25892	0	1	0	0	0	-1	0	1	-1
20260918-010759	edge	1	18002	2034002	178	WEASEL	FEMALE	191	104	95	13,28,-1,-1,-1,170	surface	25599	0	1	1	0	0	-1	0	1	-1
20260918-010759	edge	1	18002	2034002	179	BIRD_SWALLOW_CAVE_GIANT	FEMALE	64	160	85	12,28,-1,2,-1,18	cavern	22941	0	1	0	0	0	-1	0	1	-1
20260918-010759	edge	1	18002	2034002	180	BIRD_EAGLE	MALE	165	100	102	13,28,-1,-1,-1,103	surface	28202	0	1	1	0	0	-1	0	1	-1
20260918-010759	edge	1	18002	2034002	181	TROGLODYTE	MALE	183	132	79	13,28,-1,14,-1,3	cavern	25371	0	1	0	0	0	-1	0	1	-1
20260918-010759	edge	1	18002	2034002	182	TROGLODYTE	MALE	191	129	79	13,28,-1,14,-1,3	cavern	27081	0	1	0	0	0	-1	0	1	-1
20260918-010759	edge	1	18002	2034002	183	TROGLODYTE	FEMALE	190	124	79	13,28,-1,14,-1,3	cavern	20902	0	1	0	0	0	-1	0	1	-1
20260918-010759	edge	1	18002	2034002	184	TROGLODYTE	FEMALE	191	125	79	13,28,-1,14,-1,3	cavern	21820	0	1	0	0	0	-1	0	1	-1
20260918-010759	edge	1	18002	2034002	185	TROGLODYTE	FEMALE	191	122	79	13,28,-1,14,-1,3	cavern	25349	0	1	0	0	0	-1	0	1	-1
20260918-010759	edge	1	18002	2034002	186	TROGLODYTE	FEMALE	191	120	79	13,28,-1,14,-1,3	cavern	29383	0	1	0	0	0	-1	0	1	-1
20260918-010759	edge	1	18002	2034002	187	TROGLODYTE	FEMALE	191	122	79	13,28,-1,14,-1,3	cavern	21379	0	1	0	0	1	-1	0	1	-1
20260918-010759	edge	1	18002	2034002	188	TROGLODYTE	FEMALE	191	121	79	13,28,-1,14,-1,3	cavern	25295	0	1	0	0	1	-1	0	1	-1
20260918-010759	edge	1	18002	2034002	189	TROGLODYTE	MALE	191	120	79	13,28,-1,14,-1,3	cavern	20767	0	1	0	0	1	-1	0	1	-1
20260918-010759	edge	1	18002	2034002	190	TROGLODYTE	MALE	191	124	79	13,28,-1,14,-1,3	cavern	21730	0	1	0	0	1	-1	0	1	-1
20260918-010759	edge	1	18002	2034002	191	REACHER	FEMALE	65	190	52	12,28,-1,23,-1,26	cavern	20294	0	1	0	0	0	-1	0	1	-1
20260918-010759	edge	1	18002	2034002	192	BIRD_SWALLOW_CAVE_GIANT	MALE	106	167	82	12,28,-1,2,-1,18	cavern	22927	0	1	0	0	0	-1	0	1	-1
20260918-010759	edge	1	18002	2034002	193	IMP_FIRE	DEFAULT	191	61	38	13,27,-1,32,-1,1	cavern	22213	0	1	0	0	0	-1	0	1	-1
20260918-010759	edge	1	18002	2034002	194	IMP_FIRE	DEFAULT	191	60	38	13,27,-1,32,-1,1	cavern	26815	0	1	0	0	0	-1	0	1	-1
20260918-010759	edge	1	18002	2034002	195	IMP_FIRE	DEFAULT	191	58	38	13,27,-1,32,-1,1	cavern	26062	0	1	0	0	0	-1	0	1	-1
20260918-010759	edge	1	18002	2034002	196	IMP_FIRE	DEFAULT	191	62	38	13,27,-1,32,-1,1	cavern	22860	0	1	0	0	0	-1	0	1	-1
20260918-010759	edge	1	18002	2034002	197	DEMON_14	DEFAULT	189	184	4	12,28,-1,41,-1,1	cavern	24891	0	1	0	0	0	-1	0	1	-1
20260918-010759	edge	1	18002	2034002	198	DEMON_14	DEFAULT	191	182	4	12,28,-1,41,-1,1	cavern	29557	0	1	0	0	0	-1	0	1	-1
20260918-010759	edge	1	18002	2034002	199	DEMON_14	DEFAULT	191	176	4	12,28,-1,41,-1,1	cavern	24270	0	1	0	0	0	-1	0	1	-1
