arm	rep	listed_rel	first_present_rel	species	ref6	layer	n	countdown_min	countdown_max	departed	died	present	departed_rel_min	departed_rel_max	valid
water	1	5089	5089	RHINOCEROS	13,28,-1,-1,-1,241	surface	5	16743	22576	5	0	0	26079	26079	True
water	1	5089	5089	POND_GRABBER	12,28,-1,2,-1,8	cavern	4	16742	24050	4	0	0	51873	103778	True
water	1	5089	5089	DEMON_14	12,28,-1,41,-1,1	cavern	1	15878	15878	1	0	0	20853	20853	True
water	1	5089	5089	BLIND_CAVE_OGRE	12,28,-1,23,-1,24	cavern	1	19220	19220	1	0	0	31198	31198	True
water	1	5089	5089	JABBERER	12,28,-1,14,-1,0	cavern	1	19130	19130	1	0	0	20853	20853	True
water	1	5089	5089	IMP_FIRE	13,27,-1,32,-1,1	cavern	3	16627	25293	3	0	0	26079	51873	True
water	1	5089	5089	DEMON_9	12,28,-1,41,-1,5	cavern	5	19680	25887	5	0	0	26079	31198	True
water	1	5089	5089	REACHER	12,27,-1,14,-1,14	cavern	1	26265	26265	1	0	0	36395	36395	True
water	1	5089	5089	RUTHERER	13,27,-1,22,-1,16	cavern	3	22313	26265	3	0	0	26079	139972	True
water	1	25942	25942	TROGLODYTE	12,28,-1,14,-1,3	cavern	7	16434	26193	7	0	0	25932	124456	True
water	1	31168	31168	WILD_BOAR	13,28,-1,-1,-1,159	surface	9	17915	27555	9	0	0	31073	129521	True
water	1	36287	36287	DEMON_9	12,27,-1,41,-1,5	cavern	1	17792	17792	1	0	0	20675	20675	True
water	1	36287	36287	DEMON_15	12,27,-1,41,-1,4	cavern	1	25031	25031	1	0	0	25954	25954	True
water	1	36287	36287	RUTHERER	13,27,-1,22,-1,16	cavern	7	16719	26170	7	0	0	31200	129607	True
water	1	41484	41484	IMP_FIRE	13,27,-1,32,-1,1	cavern	4	16587	25615	4	0	0	62120	114049	True
water	1	56962	56962	DEMON_14	12,27,-1,41,-1,1	cavern	3	22753	28427	3	0	0	31101	103727	True
water	1	108867	108867	BIRD_SWALLOW_CAVE_GIANT	12,28,-1,2,-1,18	cavern	1	27355	27355	1	0	0	31015	31015	True
water	1	108867	113989	TOAD_GIANT_CAVE	13,28,-1,2,-1,11	cavern	1	24592	24592	0	1	0			True
water	1	119207	119207	OLM_GIANT	13,28,-1,2,-1,10	cavern	1	21152	21152	0	1	0			True
water	1	134800	134800	OLM_GIANT	12,28,-1,2,-1,10	cavern	1	26149	26149	1	0	0	36342	36342	True
water	1	139882	139882	BIRD_SWALLOW_CAVE_GIANT	13,28,-1,2,-1,18	cavern	1	24942	24942	1	0	0	26012	26012	True
water	1	150398	150398	REACHER	12,28,-1,14,-1,14	cavern	1	25077	25077	0	1	0			True
water	1	150398	150398	JABBERER	12,28,-1,14,-1,0	cavern	1	23539	23539	1	0	0	25905	25905	True
water	1	155533	155533	GIANT	13,28,-1,-1,-1,146	surface	5	22325	27384	5	0	0	25925	31139	True
