run	arm	rep	tick	abs_tick	unit	species	report	year	time	text
20260917-225807	v57	1	50854	857254	163	GROUNDHOG	13	2	49829	The cougar scratches the groundhog in the right rear paw, tearing apart the skin!
20260917-225807	v57	1	50854	857254	163	GROUNDHOG	21	2	49845	The cougar scratches the groundhog in the left front paw, tearing apart the skin!
20260917-225807	v57	1	50854	857254	163	GROUNDHOG	25	2	49853	The cougar misses the groundhog!
20260917-225807	v57	1	50854	857254	163	GROUNDHOG	26	2	49859	The groundhog stands up.
20260917-225807	v57	1	50854	857254	163	GROUNDHOG	35	2	49910	The groundhog jumps away!
20260917-225807	v57	1	50854	857254	163	GROUNDHOG	36	2	49935	The cougar attacks the groundhog but He scrambles away!
20260917-225807	v57	1	50854	857254	163	GROUNDHOG	37	2	49950	The cougar bites the groundhog in the upper body, tearing the muscle and shattering the middle spine's bone and bruising the nervous tissue!
20260917-225807	v57	1	50854	857254	163	GROUNDHOG	38	2	49955	The cougar shakes the groundhog around by the upper body and the upper body collapses!
20260917-225807	v57	1	50854	857254	164	GROUNDHOG	6	2	49811	The cougar scratches the groundhog in the right rear leg, tearing the fat!
20260917-225807	v57	1	50854	857254	164	GROUNDHOG	7	2	49813	The cougar attacks the groundhog but He jumps away!
20260917-225807	v57	1	50854	857254	164	GROUNDHOG	8	2	49820	The cougar scratches the groundhog in the left front paw, denting the skin!
20260917-225807	v57	1	50854	857254	164	GROUNDHOG	9	2	49825	The cougar charges at the groundhog!
20260917-225807	v57	1	50854	857254	164	GROUNDHOG	10	2	49825	The cougar collides with the groundhog!
20260917-225807	v57	1	50854	857254	164	GROUNDHOG	11	2	49825	The groundhog is knocked over and tumbles backward!
20260917-225807	v57	1	50854	857254	164	GROUNDHOG	12	2	49827	The cougar scratches the groundhog in the left rear paw, denting the skin and bruising the muscle!
20260917-225807	v57	1	50854	857254	164	GROUNDHOG	14	2	49834	The cougar bites the groundhog in the head, tearing the muscle!
20260917-225807	v57	1	50854	857254	164	GROUNDHOG	15	2	49834	The cougar latches on firmly!
20260917-225807	v57	1	50854	857254	164	GROUNDHOG	16	2	49839	The groundhog misses the cougar!
20260917-225807	v57	1	50854	857254	164	GROUNDHOG	17	2	49839	The cougar shakes the groundhog around by the head, tearing apart the head's muscle and bruising the skull!
20260917-225807	v57	1	50854	857254	164	GROUNDHOG	18	2	49839	An artery in the head has been opened by the attack!
20260917-225807	v57	1	50854	857254	164	GROUNDHOG	19	2	49839	A tendon in the skull has been torn!
20260917-225807	v57	1	50854	857254	164	GROUNDHOG	20	2	49841	The cougar scratches the groundhog in the upper body, tearing the fat and bruising the muscle and shattering the left false ribs!
20260917-225807	v57	1	50854	857254	164	GROUNDHOG	22	2	49848	The cougar scratches the groundhog in the third left rear toe, shattering the nail!
20260917-225807	v57	1	50854	857254	164	GROUNDHOG	23	2	49848	The force bends the left rear paw!
20260917-225807	v57	1	50854	857254	164	GROUNDHOG	24	2	49850	The groundhog is no longer stunned.
