arm	rep	listed_rel	first_present_rel	species	ref6	layer	n	countdown_min	countdown_max	departed	died	present	departed_rel_min	departed_rel_max	valid
v57	1	1114	1114	BIRD_RAVEN	28,19,-1,-1,-1,53	surface	5	22483	28673	5	0	0	31811	35249	True
v57	1	1114	1114	CROCODILE_CAVE	29,20,-1,8,-1,10	cavern	1	23936	23936	1	0	0	31811	31811	True
v57	1	1114	1114	TROGLODYTE	29,20,-1,13,-1,19	cavern	7	19095	27004	7	0	0	25199	28415	True
v57	1	1114	1114	DEMON_18	29,20,-1,43,-1,1	cavern	3	19008	25023	3	0	0	20877	30730	True
v57	1	1114	1114	OLM_GIANT	29,20,-1,8,-1,9	cavern	1	29004	29004	1	0	0	32940	32940	True
v57	1	1114	1114	KANGAROO	29,20,-1,-1,-1,88	surface	4	22537	25909	4	0	0	24078	25199	True
v57	1	1114	1114	GROUNDHOG	29,20,-1,-1,-1,80	surface	2	28377	29036	2	0	0	30730	32940	True
v57	1	26313	26313	GROUNDHOG	29,20,-1,-1,-1,80	surface	3	20300	24939	0	3	0			True
v57	1	26313	26313	COUGAR	29,20,-1,-1,-1,79	surface	7	19978	29308	0	0	7			True
v57	1	27372	27372	DEMON_13	29,20,-1,43,-1,4	cavern	2	23272	23499	0	0	2			True
v57	1	29529	29529	ELK_BIRD	29,20,-1,13,-1,25	cavern	7	19720	29014	0	0	7			True
v57	1	29529	29529	CAVE_BLOB	29,20,-1,25,-1,15	cavern	5	19990	28751	0	0	5			True
v57	1	34054	34054	OLM_GIANT	29,20,-1,8,-1,9	cavern	2	24369	27223	0	0	2			True
v57	1	38556	38556	BADGER	29,20,-1,-1,-1,82	surface	9	19869	28589	0	6	3			True
v57	2	1078	1078	SKUNK	29,20,-1,-1,-1,92	surface	1	28405	28405	0	1	0			True
v57	2	1078	1078	ELK_BIRD	29,20,-1,8,-1,21	cavern	9	23256	29226	9	0	0	26560	35322	True
v57	2	1078	1078	TOAD_GIANT_CAVE	29,21,-1,13,-1,10	cavern	1	21445	21445	1	0	0	24369	24369	True
v57	2	1078	1078	DEMON_12	28,20,-1,44,-1,4	cavern	3	23323	25859	3	0	0	25464	27626	True
v57	2	1078	1078	BIRD_OWL_GREAT_HORNED	29,20,-1,-1,-1,61	surface	1	25612	25612	0	1	0			True
v57	2	1078	1078	CROCODILE_CAVE	29,20,-1,13,-1,14	cavern	1	20407	20407	1	0	0	23230	23230	True
v57	2	1078	1078	DINGO	29,20,-1,-1,-1,100	surface	7	22162	27506	0	0	7			True
v57	2	19942	19942	BIRD_RAVEN	29,20,-1,-1,-1,53	surface	8	20318	29616	0	0	8			True
v57	2	24308	24308	TROGLODYTE	29,20,-1,13,-1,19	cavern	8	20371	26091	0	0	8			True
v57	2	26542	26542	DEMON_13	29,20,-1,43,-1,4	cavern	1	25480	25480	0	0	1			True
v57	2	29755	29755	DEMON_12	28,20,-1,44,-1,4	cavern	4	20428	27537	0	0	4			True
v57	2	29755	29755	GORLAK	29,20,-1,25,-1,32	cavern	2	25374	25714	0	0	2			True
v57	2	33065	34195	TROLL	29,21,-1,8,-1,27	cavern	1	25659	25659	0	0	1			True
v57	2	36400	36400	TROGLODYTE	29,20,-1,8,-1,19	cavern	8	19829	29588	0	0	8			True
v57	2	36400	36400	BIRD_RAVEN	28,19,-1,-1,-1,53	surface	2	22515	26082	0	0	2			True
