arm	rep	listed_rel	first_present_rel	species	ref6	layer	n	countdown_min	countdown_max	departed	died	present	departed_rel_min	departed_rel_max	valid
aquatic	1	0	499	WEASEL	4,31,-1,-1,-1,51	surface	1	27539	27539	0	0	1			True
aquatic	1	0	499	OLM_GIANT	4,30,-1,11,-1,12	cavern	1	27196	27196	0	0	1			True
aquatic	1	499	499	DRALTHA	4,30,-1,11,-1,25	cavern	2	26804	29500	0	0	2			True
aquatic	1	13389	13680	CREEPING_EYE	4,30,-1,20,-1,29	cavern	14	19764	28216	0	0	14			True
aquatic	1	15688	15688	CRAB	3,29,-1,-1,-1,23	surface	1	28053	28053	0	0	1			True
aquatic	2	0	319	WEASEL	4,31,-1,-1,-1,51	surface	1	27719	27719	0	0	1			True
aquatic	2	0	319	OLM_GIANT	4,30,-1,11,-1,12	cavern	1	27376	27376	0	0	1			True
aquatic	2	1474	1474	CROCODILE_CAVE	4,30,-1,11,-1,14	cavern	1	24740	24740	0	0	1			True
aquatic	2	4814	4814	BUGBAT	4,30,-1,20,-1,19	cavern	10	20498	29868	0	1	9			True
natural	1	0	327	WEASEL	4,31,-1,-1,-1,51	surface	1	27711	27711	0	0	1			True
natural	1	0	327	OLM_GIANT	4,30,-1,11,-1,12	cavern	1	27368	27368	0	0	1			True
natural	1	327	327	BIRD_FALCON_PEREGRINE	4,31,-1,-1,-1,53	surface	2	24436	27927	0	0	2			True
natural	1	603	877	CRUNDLE	4,30,-1,11,-1,15	cavern	19	20632	29542	0	0	19			True
natural	1	2062	2062	BIRD_STORK_WHITE	4,31,-1,-1,-1,55	surface	6	21080	28531	0	0	6			True
natural	1	3612	3612	BIRD_ALBATROSS	3,29,-1,-1,-1,67	surface	5	19810	29477	0	0	5			True
natural	1	5366	5366	BIRD_EAGLE	4,31,-1,-1,-1,50	surface	2	19888	27062	0	0	2			True
natural	1	6901	6901	WILD_BOAR	4,31,-1,-1,-1,39	surface	6	21562	29219	0	0	6			True
natural	1	8542	8542	BIRD_EAGLE	4,31,-1,-1,-1,50	surface	1	21786	21786	0	0	1			True
natural	1	8542	8542	BIRD_FALCON_PEREGRINE	4,31,-1,-1,-1,53	surface	1	28016	28016	0	0	1			True
natural	1	10207	10207	CAPYBARA	4,31,-1,-1,-1,56	surface	6	22375	27828	0	0	6			True
natural	1	11853	11853	BIRD_ALBATROSS	3,29,-1,-1,-1,67	surface	6	20047	27481	0	0	6			True
natural	1	13451	13451	BIRD_ALBATROSS	3,29,-1,-1,-1,67	surface	10	19996	29359	0	0	10			True
natural	1	15026	15026	BIRD_ALBATROSS	3,30,-1,-1,-1,67	surface	3	24222	26182	0	0	3			True
natural	1	16506	16506	BIRD_STORK_WHITE	4,31,-1,-1,-1,55	surface	5	21337	28439	0	0	5			True
natural	1	18067	18067	BIRD_EAGLE	4,31,-1,-1,-1,50	surface	1	28634	28634	0	0	1			True
natural	1	18067	18067	BIRD_ALBATROSS	3,30,-1,-1,-1,67	surface	7	20486	28157	0	0	7			True
natural	1	19702	19702	BIRD_FALCON_PEREGRINE	4,31,-1,-1,-1,53	surface	1	24231	24231	0	0	1			True
natural	1	19702	19702	WEASEL	4,31,-1,-1,-1,51	surface	1	22838	22838	0	0	1			True
