run	arm	rep	tick	abs_tick	idx	species	type	layer	ref6	quantity	quantity_max	discovered	extinct	already_removed	need_offload
20260917-080634	aquatic	1	16948	2032948	2981	SHARK_SPINY_DOGFISH	Animal	surface	4,30,-1,-1,-1,2	16	16	0	0	0	0
20260917-080634	aquatic	1	16948	2032948	2982	SHARK_WOBBEGONG_SPOTTED	Animal	surface	4,30,-1,-1,-1,3	24	24	0	0	0	0
20260917-080634	aquatic	1	16948	2032948	2983	SHARK_MAKO_SHORTFIN	Animal	surface	4,30,-1,-1,-1,6	13	13	0	0	0	0
20260917-080634	aquatic	1	16948	2032948	2984	SHARK_BULL	Animal	surface	4,30,-1,-1,-1,7	6	6	0	0	0	0
20260917-080634	aquatic	1	16948	2032948	2985	SHARK_REEF_BLACKTIP	Animal	surface	4,30,-1,-1,-1,8	7	7	0	0	0	0
20260917-080634	aquatic	1	16948	2032948	2986	SHARK_REEF_WHITETIP	Animal	surface	4,30,-1,-1,-1,9	8	8	0	0	0	0
20260917-080634	aquatic	1	16948	2032948	2987	SHARK_BLUE	Animal	surface	4,30,-1,-1,-1,10	22	22	0	0	0	0
20260917-080634	aquatic	1	16948	2032948	2988	SHARK_HAMMERHEAD	Animal	surface	4,30,-1,-1,-1,11	19	19	0	0	0	0
20260917-080634	aquatic	1	16948	2032948	2989	SHARK_ANGEL	Animal	surface	4,30,-1,-1,-1,12	14	14	0	0	0	0
20260917-080634	aquatic	1	16948	2032948	2990	FISH_SKATE_COMMON	Animal	surface	4,30,-1,-1,-1,13	20	20	0	0	0	0
20260917-080634	aquatic	1	16948	2032948	2991	FISH_RAY_MANTA	Animal	surface	4,30,-1,-1,-1,14	6	6	0	0	0	0
20260917-080634	aquatic	1	16948	2032948	2992	FISH_STINGRAY	Animal	surface	4,30,-1,-1,-1,15	8	8	0	0	0	0
20260917-080634	aquatic	1	16948	2032948	2993	FISH_MILKFISH	Animal	surface	4,30,-1,-1,-1,17	6	6	0	0	0	0
20260917-080634	aquatic	1	16948	2032948	2994	FISH_OPAH	Animal	surface	4,30,-1,-1,-1,19	13	13	0	0	0	0
20260917-080634	aquatic	1	16948	2032948	2995	FISH_BLUEFISH	Animal	surface	4,30,-1,-1,-1,20	16	16	0	0	0	0
20260917-080634	aquatic	1	16948	2032948	2996	FISH_SWORDFISH	Animal	surface	4,30,-1,-1,-1,21	15	15	0	0	0	0
20260917-080634	aquatic	1	16948	2032948	2997	FISH_BARRACUDA_GREAT	Animal	surface	4,30,-1,-1,-1,22	11	11	0	0	0	0
20260917-080634	aquatic	1	16948	2032948	2998	CRAB	Animal	surface	4,30,-1,-1,-1,23	444	444	0	0	0	0
20260917-080634	aquatic	1	16948	2032948	2999	SHARK_FRILL	Animal	surface	4,30,-1,-1,-1,51	18	18	0	0	0	0
20260917-080634	aquatic	1	16948	2032948	3000	SHARK_MAKO_LONGFIN	Animal	surface	4,30,-1,-1,-1,57	23	23	0	0	0	0
20260917-080634	aquatic	1	16948	2032948	3001	SHARK_GREAT_WHITE	Animal	surface	4,30,-1,-1,-1,59	21	21	0	0	0	0
20260917-080634	aquatic	1	16948	2032948	3002	BIRD_ALBATROSS	Animal	surface	4,30,-1,-1,-1,67	26	26	0	0	0	0
20260917-080634	aquatic	1	16948	2032948	3003	SHARK_WHALE	Animal	surface	4,30,-1,-1,-1,68	10	10	0	0	0	0
20260917-080634	aquatic	1	16948	2032948	3004	SHARK_TIGER	Animal	surface	4,30,-1,-1,-1,69	8	8	0	0	0	0
20260917-080634	aquatic	1	16948	2032948	3005	FISH_COELACANTH	Animal	surface	4,30,-1,-1,-1,70	5	5	0	0	0	0
20260917-080634	aquatic	1	16948	2032948	3006	FISH_GROUPER_GIANT	Animal	surface	4,30,-1,-1,-1,72	9	9	0	0	0	0
20260917-080634	aquatic	1	16948	2032948	3007	FISH_MARLIN	Animal	surface	4,30,-1,-1,-1,73	25	25	0	0	0	0
20260917-080634	aquatic	1	16948	2032948	3008	FISH_TUNA_BLUEFIN	Animal	surface	4,30,-1,-1,-1,74	39	39	0	0	0	0
20260917-080634	aquatic	1	16948	2032948	3009	ORCA	Animal	surface	4,30,-1,-1,-1,80	19	19	0	0	0	0
20260917-080634	aquatic	1	16948	2032948	3010	SPERM_WHALE	Animal	surface	4,30,-1,-1,-1,82	15	15	0	0	0	0
20260917-080634	aquatic	1	16948	2032948	3019	POND_GRABBER	Animal	cavern	4,30,-1,2,-1,8	19	19	0	0	0	0
20260917-080634	aquatic	1	16948	2032948	3020	CROCODILE_CAVE	Animal	cavern	4,30,-1,2,-1,9	9	10	1	0	0	0
20260917-080634	aquatic	1	16948	2032948	3021	OLM_GIANT	Animal	cavern	4,30,-1,2,-1,10	9	9	0	0	0	0
20260917-080634	aquatic	1	16948	2032948	3022	TOAD_GIANT_CAVE	Animal	cavern	4,30,-1,2,-1,11	13	13	0	0	0	0
20260917-080634	aquatic	1	16948	2032948	3028	RAT_GIANT	Animal	cavern	4,30,-1,2,-1,17	14	14	0	0	0	0
20260917-080634	aquatic	1	16948	2032948	3029	BIRD_SWALLOW_CAVE_GIANT	Animal	cavern	4,30,-1,2,-1,18	20	20	0	0	0	0
20260917-080634	aquatic	1	16948	2032948	3030	GREMLIN	Animal	cavern	4,30,-1,2,-1,19	1	1	0	0	0	0
20260917-080634	aquatic	1	16948	2032948	3031	MOLE_DOG_NAKED	Animal	cavern	4,30,-1,2,-1,20	24	24	0	0	0	0
20260917-080634	aquatic	1	16948	2032948	3032	BLIND_CAVE_BEAR	Animal	cavern	4,30,-1,2,-1,21	17	17	0	0	0	0
20260917-080634	aquatic	1	16948	2032948	3033	GIANT_EARTHWORM	Animal	cavern	4,30,-1,2,-1,22	15	15	0	0	0	0
20260917-080634	aquatic	1	16948	2032948	3034	RAT_LARGE	Animal	cavern	4,30,-1,2,-1,23	10	10	0	0	0	0
20260917-080634	aquatic	1	16948	2032948	3037	TROLL	Animal	cavern	4,30,-1,2,-1,26	8	8	0	0	0	0
20260917-080634	aquatic	1	16948	2032948	3038	GORLAK	Animal	cavern	4,30,-1,2,-1,27	14	14	0	0	0	0
20260917-080634	aquatic	1	16948	2032948	3050	TOAD_GIANT_CAVE	Animal	cavern	4,30,-1,11,-1,11	9	9	0	0	0	0
20260917-080634	aquatic	1	16948	2032948	3051	OLM_GIANT	Animal	cavern	4,30,-1,11,-1,12	8	9	1	0	0	0
20260917-080634	aquatic	1	16948	2032948	3052	POND_GRABBER	Animal	cavern	4,30,-1,11,-1,13	9	9	0	0	0	0
20260917-080634	aquatic	1	16948	2032948	3053	CROCODILE_CAVE	Animal	cavern	4,30,-1,11,-1,14	6	6	0	0	0	0
20260917-080634	aquatic	1	16948	2032948	3054	CRUNDLE	Animal	cavern	4,30,-1,11,-1,15	116	116	0	0	0	0
20260917-080634	aquatic	1	16948	2032948	3055	PLUMP_HELMET_MAN	Animal	cavern	4,30,-1,11,-1,16	13	13	0	0	0	0
20260917-080634	aquatic	1	16948	2032948	3060	HELMET_SNAKE	Animal	cavern	4,30,-1,11,-1,21	7	7	0	0	0	0
20260917-080634	aquatic	1	16948	2032948	3061	MOLE_GIANT	Animal	cavern	4,30,-1,11,-1,22	10	10	0	0	0	0
20260917-080634	aquatic	1	16948	2032948	3062	RAT_GIANT	Animal	cavern	4,30,-1,11,-1,23	10	10	0	0	0	0
20260917-080634	aquatic	1	16948	2032948	3063	VORACIOUS_CAVE_CRAWLER	Animal	cavern	4,30,-1,11,-1,24	8	8	0	0	0	0
20260917-080634	aquatic	1	16948	2032948	3064	DRALTHA	Animal	cavern	4,30,-1,11,-1,25	15	15	0	0	0	0
20260917-080634	aquatic	1	16948	2032948	3065	TROGLODYTE	Animal	cavern	4,30,-1,11,-1,26	10	10	0	0	0	0
20260917-080634	aquatic	1	16948	2032948	3069	SPIDER_CAVE_GIANT	Animal	cavern	4,30,-1,11,-1,30	2	2	0	0	0	0
20260917-080634	aquatic	1	16948	2032948	3070	TROLL	Animal	cavern	4,30,-1,11,-1,31	6	6	0	0	0	0
20260917-080634	aquatic	1	16948	2032948	3071	MANERA	Animal	cavern	4,30,-1,11,-1,32	15	15	0	0	0	0
20260917-080634	aquatic	1	16948	2032948	3072	BLIND_CAVE_OGRE	Animal	cavern	4,30,-1,11,-1,33	3	3	0	0	0	0
20260917-080634	aquatic	1	16948	2032948	3073	REACHER	Animal	cavern	4,30,-1,11,-1,34	6	6	0	0	0	0
