arm	rep	listed_rel	first_present_rel	species	ref6	layer	n	countdown_min	countdown_max	departed	died	present	departed_rel_min	departed_rel_max	valid
agitated_control	1	3051	3051	DEER	11,15,-1,-1,-1,261	surface	3	17960	23351	0	3	0			True
agitated_control	1	3051	3051	GREEN_DEVOURER	11,15,-1,10,-1,1	cavern	1	21874	21874	1	0	0	27639	27639	True
agitated_control	1	3051	3051	FLESH_BALL	11,15,-1,22,-1,14	cavern	2	17465	21398	2	0	0	21473	24563	True
agitated_control	1	3051	3051	DEMON_17	11,15,-1,40,-1,4	deep	2	24056	26962	2	0	0	27639	30758	True
agitated_control	1	3051	3051	CROCODILE_CAVE	10,15,-1,4,-1,11	cavern	1	19108	19108	1	0	0	24563	24563	True
agitated_control	1	3051	3051	TROGLODYTE	11,15,-1,10,-1,2	cavern	8	18055	27129	8	0	0	21473	33888	True
agitated_control	1	3051	3051	MAGMA_CRAB	11,15,-1,31,-1,0	deep	5	18375	26672	0	0	5			True
agitated_control	1	9220	9220	BIRD_OWL_BARN	11,15,-1,-1,-1,174	surface	1	26475	26475	0	1	0			True
agitated_control	1	12268	12268	TRIASSIC_DREPANOSAURUS	11,15,-1,-1,-1,468	surface	1	24060	24060	0	1	0			True
agitated_control	1	15343	15343	CARBONIFEROUS_ARTHROPLEURA	10,15,-1,-1,-1,408	surface	1	24748	24748	0	1	0			True
agitated_control	1	21458	21458	KINGSNAKE	10,15,-1,-1,-1,347	surface	1	20695	20695	0	1	0			True
agitated_control	1	27614	27614	REACHER	11,15,-1,22,-1,23	cavern	1	18648	18648	1	0	0	21757	21757	True
agitated_control	1	27614	27614	TROLL	11,15,-1,22,-1,25	cavern	1	19230	19230	1	0	0	21757	21757	True
agitated_control	1	27614	27614	TROLL	11,15,-1,4,-1,26	cavern	2	19932	23717	2	0	0	27814	52451	True
agitated_control	1	27614	27614	JURASSIC_ALLOSAURUS	11,15,-1,-1,-1,462	surface	1	20281	20281	0	1	0			True
agitated_control	1	30690	30690	BIRD_OWL_BARN	11,15,-1,-1,-1,174	surface	1	21265	21265	0	1	0			True
agitated_control	1	30690	30690	DEMON_15	11,15,-1,40,-1,5	deep	2	18301	26164	2	0	0	21717	27801	True
agitated_control	1	33809	33809	CRETACEOUS_PACHYCEPHALOSAURUS	11,15,-1,-1,-1,435	surface	4	21560	27405	0	4	0			True
agitated_control	1	36939	36939	TROLL	11,15,-1,10,-1,11	cavern	1	22853	22853	1	0	0	24601	24601	True
agitated_control	1	36939	36939	BLIND_CAVE_OGRE	11,16,-1,10,-1,12	cavern	1	24747	24747	1	0	0	30782	30782	True
agitated_control	1	40088	40088	GIANT_SKUNK	11,15,-1,-1,-1,354	surface	1	26193	26193	0	1	0			True
agitated_control	1	40088	40088	CHIPMUNK_MAN	11,15,-1,-1,-1,328	surface	3	21207	21855	0	3	0			True
agitated_control	1	43188	43188	BIRD_RAVEN	10,15,-1,-1,-1,166	surface	2	20078	26295	0	2	0			True
agitated_control	1	46297	46297	GIANT_FLY	11,15,-1,-1,-1,244	surface	10	19442	25956	0	1	9			True
agitated_control	1	49371	49371	CRUNDLE	11,15,-1,22,-1,12	cavern	18	17628	27151	1	0	17	27617	27617	True
agitated_control	1	52407	52407	DEMON_2	11,15,-1,40,-1,1	deep	2	19056	26995	1	0	1	21493	21493	True
agitated_control	1	55428	55428	TOAD_GIANT_CAVE	11,15,-1,4,-1,9	cavern	1	27424	27424	0	0	1			True
agitated_control	1	61540	61540	TROGLODYTE	11,15,-1,10,-1,2	cavern	10	20034	28810	1	0	9	21672	21672	True
agitated_control	1	73900	73900	DEMON_3	11,15,-1,40,-1,2	deep	4	18382	24167	1	0	3	18521	18521	True
agitated_control	1	80065	80065	TROGLODYTE	11,15,-1,4,-1,22	cavern	5	19862	23759	1	0	4	21532	21532	True
agitated_control	2	3022	3022	BIRD_TURKEY	10,15,-1,-1,-1,241	surface	1	18720	18720	0	1	0			False
agitated_control	2	3022	3022	GORLAK	11,15,-1,10,-1,15	cavern	1	17821	17821	1	0	0	24658	24658	False
agitated_control	2	3022	3022	HUNGRY_HEAD	11,15,-1,22,-1,20	cavern	6	17635	25701	6	0	0	21540	27732	False
agitated_control	2	3022	3022	DEMON_15	11,15,-1,40,-1,5	deep	1	17860	17860	1	0	0	21540	21540	False
agitated_control	2	3022	3022	WREN_MAN	10,14,-1,-1,-1,188	surface	8	19096	25428	0	8	0			False
agitated_control	2	3022	3022	TROGLODYTE	11,15,-1,10,-1,2	cavern	6	19558	26604	6	0	0	30828	33921	False
agitated_control	2	3022	3022	DEMON_2	11,15,-1,40,-1,1	deep	4	17558	24041	4	0	0	27732	30828	False
agitated_control	2	3022	3022	TROGLODYTE	11,15,-1,4,-1,22	cavern	10	17838	26732	10	0	0	33921	40176	False
agitated_control	2	3022	3022	MAGMA_CRAB	11,15,-1,31,-1,0	deep	4	17547	27132	1	0	3	58867	58867	False
agitated_control	2	6056	6056	GIANT_MANTIS	10,15,-1,-1,-1,218	surface	1	21778	21778	0	1	0			False
agitated_control	2	6056	6056	GIANT_GRASSHOPPER	11,15,-1,-1,-1,212	surface	1	23331	23331	0	1	0			False
agitated_control	2	9179	9179	GIANT_LIZARD	11,15,-1,-1,-1,310	surface	1	23001	23001	0	1	0			False
agitated_control	2	15329	15329	TRIASSIC_DREPANOSAURUS	11,15,-1,-1,-1,468	surface	1	18923	18923	0	0	1			False
agitated_control	2	15329	15329	PORCUPINE	10,15,-1,-1,-1,345	surface	1	20140	20140	0	1	0			False
agitated_control	2	18393	18393	GIANT_LOUSE	11,15,-1,-1,-1,224	surface	1	24718	24718	0	1	0			False
agitated_control	2	21511	21511	GIANT_WEASEL	10,15,-1,-1,-1,358	surface	1	18053	18053	0	1	0			False
agitated_control	2	24562	24562	WOMBAT	11,15,-1,-1,-1,360	surface	1	26304	26304	0	1	0			False
agitated_control	2	30754	30754	PLUMP_HELMET_MAN	11,15,-1,22,-1,13	cavern	4	19044	20794	4	0	0	24890	49640	False
agitated_control	2	33850	33850	DEMON_3	11,15,-1,40,-1,2	deep	2	18981	26391	2	0	0	21794	43458	False
agitated_control	2	33850	33850	DEMON_18	11,15,-1,40,-1,0	deep	3	19055	26446	3	0	0	21794	46544	False
agitated_control	2	36943	36943	TROGLODYTE	11,15,-1,10,-1,2	cavern	9	19900	28353	9	0	0	24946	43451	False
agitated_control	2	43198	43198	TROGLODYTE	11,15,-1,4,-1,22	cavern	8	18643	27955	4	0	4	37196	40324	False
agitated_control	2	77308	77308	GIANT_MOTH	10,14,-1,-1,-1,209	surface	1	23194	23194	0	1	0			False
agitated_control	2	77308	77308	DEMON_18	11,15,-1,40,-1,0	deep	1	27132	27132	0	0	1			False
agitated_control	2	77308	77308	GORLAK	11,15,-1,22,-1,30	cavern	1	28736	28736	0	0	1			False
agitated_control	2	80394	80394	BUGBAT	11,15,-1,22,-1,17	cavern	10	18164	26410	0	0	10			False
agitated_control	2	80394	80394	REACHER	11,16,-1,10,-1,13	cavern	1	21144	21144	0	0	1			False
agitated_control	2	80394	80394	DEMON_15	11,15,-1,40,-1,5	deep	2	24157	26118	0	0	2			False
agitated_control	2	80394	80394	TROLL	11,15,-1,10,-1,11	cavern	1	27206	27206	0	0	1			False
agitated_control	2	80394	80394	BLUEJAY_MAN	10,15,-1,-1,-1,152	surface	9	20585	26804	0	0	9			False
agitated_roster_closed	1	3019	3019	GIANT_MANTIS	10,15,-1,-1,-1,218	surface	2	20573	20734	0	2	0			True
agitated_roster_closed	1	3019	3019	CROCODILE_CAVE	11,15,-1,4,-1,11	cavern	1	26812	26812	1	0	0	30970	30970	True
agitated_roster_closed	1	3019	3019	TROGLODYTE	11,16,-1,10,-1,2	cavern	10	19944	27785	10	0	0	27848	40181	True
agitated_roster_closed	1	3019	3019	BLIND_CAVE_OGRE	11,15,-1,22,-1,27	cavern	2	20749	23740	2	0	0	27848	27848	True
agitated_roster_closed	1	3019	3019	DEMON_18	11,15,-1,40,-1,0	deep	5	18703	24645	5	0	0	21649	27848	True
agitated_roster_closed	1	3019	3019	MAGMA_CRAB	11,14,-1,31,-1,0	deep	1	21302	21302	1	0	0	67923	67923	True
agitated_roster_closed	1	3019	3019	DEMON_3	11,15,-1,40,-1,2	deep	3	19160	22719	3	0	0	24737	30970	True
agitated_roster_closed	1	3019	3019	BIRD_RAVEN	10,15,-1,-1,-1,166	surface	1	23847	23847	0	0	1			True
agitated_roster_closed	1	3019	3019	MAGMA_CRAB	11,15,-1,31,-1,0	deep	4	21016	27101	0	0	4			True
agitated_roster_closed	1	3019	3019	GIANT_MANTIS	11,15,-1,-1,-1,218	surface	1	26201	26201	0	1	0			True
agitated_roster_closed	1	9230	9230	BIRD_RAVEN	10,15,-1,-1,-1,166	surface	9	18557	26874	0	6	3			True
agitated_roster_closed	1	24668	24668	TROLL	11,15,-1,4,-1,26	cavern	1	21979	21979	1	0	0	24749	24749	True
agitated_roster_closed	1	30867	30867	SPIDER_CAVE_GIANT	11,15,-1,22,-1,22	cavern	2	21807	22491	2	0	0	24636	24636	True
agitated_roster_closed	1	30867	30867	DEMON_13	11,15,-1,40,-1,6	deep	5	17570	29020	5	0	0	30832	33914	True
agitated_roster_closed	1	33989	33989	TROGLODYTE	11,15,-1,4,-1,22	cavern	5	18428	26522	5	0	0	30792	39970	True
agitated_roster_closed	1	43200	43200	TROGLODYTE	11,15,-1,10,-1,2	cavern	10	19104	27336	10	0	0	21581	30759	True
agitated_roster_closed	1	55503	55503	TROLL	11,15,-1,22,-1,25	cavern	1	27127	27127	1	0	0	27699	27699	True
