run	arm	rep	tick	abs_tick	unit	species	report	year	time	text
20260917-232932	v57	1	47180	853580	178	SKUNK	4	2	46814	The cougar misses the skunk!
20260917-232932	v57	1	47180	853580	178	SKUNK	5	2	46831	The cougar scratches the skunk in the left front paw, denting the skin!
20260917-232932	v57	1	47180	853580	178	SKUNK	6	2	46835	The cougar charges at the skunk!
20260917-232932	v57	1	47180	853580	178	SKUNK	7	2	46835	The cougar collides with the skunk!
20260917-232932	v57	1	47180	853580	178	SKUNK	8	2	46835	The skunk is knocked over and tumbles backward!
20260917-232932	v57	1	47180	853580	178	SKUNK	9	2	46837	The skunk stands up.
20260917-232932	v57	1	47180	853580	178	SKUNK	10	2	46845	The cougar attacks the skunk but She jumps away!
20260917-232932	v57	1	47180	853580	178	SKUNK	11	2	46850	The cougar bites the skunk in the neck and the injured part is ripped into loose shreds!
20260917-232932	v57	1	47180	853580	178	SKUNK	12	2	46850	An artery has been opened by the attack!
20260917-232932	v57	1	47180	853580	178	SKUNK	13	2	46850	A tendon in the upper spine has been torn!
20260917-232932	v57	1	47180	853580	178	SKUNK	14	2	46851	The skunk falls over.
20260917-232932	v57	1	47180	853580	178	SKUNK	15	2	46855	The cougar scratches the skunk in the upper body, tearing the fat and bruising the muscle and bruising the left lung!
20260917-232932	v57	1	47180	853580	178	SKUNK	16	2	46862	The cougar scratches the skunk in the left front leg, denting the skin and bruising the fat!
20260917-232932	v57	1	47180	853580	178	SKUNK	17	2	46866	The cougar scratches the skunk in the left rear paw, denting the skin!
20260917-232932	v57	1	47180	853580	178	SKUNK	18	2	46872	The cougar bites the skunk in the lower body, tearing apart the fat!
20260917-232932	v57	1	47180	853580	178	SKUNK	19	2	46878	The cougar scratches the skunk in the lower body, tearing the muscle and bruising the left kidney!
20260917-232932	v57	1	47180	853580	178	SKUNK	20	2	46888	The cougar bites the skunk in the upper body, tearing the muscle and shattering the left floating ribs!
20260917-232932	v57	1	47180	853580	178	SKUNK	21	2	46888	The cougar latches on firmly!
20260917-232932	v57	1	47180	853580	178	SKUNK	22	2	46893	The skunk bites the cougar in the upper body, denting the skin and bruising the muscle and bruising the liver!
