arm	rep	listed_rel	first_present_rel	species	ref6	layer	n	countdown_min	countdown_max	departed	died	present	departed_rel_min	departed_rel_max	valid
far20	1	1108	1108	BADGER	29,20,-1,-1,-1,82	surface	6	19385	26902	4	2	0	20270	28040	True
far20	1	1108	1108	TOAD_GIANT_CAVE	29,20,-1,8,-1,12	cavern	1	23925	23925	1	0	0	30280	30280	True
far20	1	1108	1108	DEMON_4	29,20,-1,43,-1,6	cavern	1	22744	22744	1	0	0	23585	23585	True
far20	1	1108	1108	BIRD_SWALLOW_CAVE_GIANT	29,20,-1,8,-1,18	cavern	1	19970	19970	1	0	0	21392	21392	True
far20	1	1108	1108	CROCODILE_CAVE	29,20,-1,13,-1,14	cavern	1	27744	27744	1	0	0	30280	30280	True
far20	1	1108	1108	DEMON_13	29,20,-1,43,-1,4	cavern	1	28889	28889	1	0	0	30280	30280	True
far20	1	1108	1108	REACHER	29,20,-1,13,-1,30	cavern	1	25952	25952	1	0	0	26933	26933	True
far20	1	1108	1108	PORCUPINE	29,20,-1,-1,-1,90	surface	2	27517	27775	2	0	0	29138	30280	True
far20	1	1108	1108	COUGAR	29,20,-1,-1,-1,79	surface	5	21862	27488	1	4	0	31302	31302	True
far20	1	22500	22500	TROGLODYTE	29,20,-1,8,-1,19	cavern	8	20528	28932	0	0	8			True
far20	1	24693	24693	DEMON_10	29,20,-1,43,-1,5	cavern	1	22633	22633	0	0	1			True
far20	1	28041	28041	BIRD_KESTREL	29,20,-1,-1,-1,60	surface	1	19818	19818	0	0	1			True
far20	1	28041	28041	TROGLODYTE	29,21,-1,13,-1,19	cavern	8	20542	28060	0	0	8			True
far20	1	30246	30246	BLIND_CAVE_OGRE	29,20,-1,25,-1,26	cavern	2	19081	27248	0	0	2			True
far20	1	30246	30246	MOLEMARIAN	29,20,-1,25,-1,20	cavern	1	23920	23920	0	0	1			True
far20	1	31388	31388	BIRD_OWL_GREAT_HORNED	28,19,-1,-1,-1,61	surface	1	26588	26588	0	0	1			True
far20	1	31388	31388	DEMON_10	29,20,-1,43,-1,5	cavern	5	20001	29286	0	0	5			True
far20	1	36962	38052	PORCUPINE	29,20,-1,-1,-1,90	surface	1	28339	28339	0	1	0			True
far20	1	38052	38052	WOLF	29,20,-1,-1,-1,101	surface	5	19353	25313	0	0	5			True
far20	2	1065	1065	GROUNDHOG	29,20,-1,-1,-1,80	surface	1	28375	28375	0	1	0			True
far20	2	1065	1065	TOAD_GIANT_CAVE	30,20,-1,8,-1,12	cavern	1	27896	27896	1	0	0	30527	30527	True
far20	2	1065	1065	REACHER	29,20,-1,13,-1,30	cavern	2	24097	28932	2	0	0	24936	29467	True
far20	2	1065	1065	DEMON_4	29,20,-1,43,-1,6	cavern	5	19146	26365	5	0	0	24936	30527	True
far20	2	1065	1065	BIRD_SWALLOW_CAVE_GIANT	29,20,-1,8,-1,18	cavern	1	20421	20421	1	0	0	23756	23756	True
far20	2	1065	1065	WOLF	29,20,-1,-1,-1,101	surface	5	19494	24374	3	2	0	28282	33852	True
far20	2	1065	1065	BIRD_KESTREL	29,20,-1,-1,-1,60	surface	1	28134	28134	1	0	0	30527	30527	True
far20	2	1065	2195	BIRD_KESTREL	28,19,-1,-1,-1,60	surface	1	24216	24216	1	0	0	25991	25991	True
far20	2	24821	24821	TROLL	29,20,-1,8,-1,27	cavern	1	23747	23747	0	0	1			True
far20	2	26001	26001	BLIND_CAVE_OGRE	29,20,-1,13,-1,29	cavern	1	22973	22973	0	0	1			True
far20	2	28200	28200	PORCUPINE	29,20,-1,-1,-1,90	surface	1	24949	24949	0	1	0			True
far20	2	28200	28200	DINGO	29,20,-1,-1,-1,100	surface	5	24996	28385	0	0	5			True
far20	2	30532	30532	CAVE_DRAGON	29,20,-1,25,-1,29	cavern	1	27010	27010	0	0	1			True
far20	2	30532	30532	BLIND_CAVE_OGRE	29,20,-1,25,-1,26	cavern	1	26780	26780	0	0	1			True
far20	2	30532	31592	TROGLODYTE	29,20,-1,13,-1,19	cavern	7	19243	28404	0	0	7			True
far20	2	31592	31592	BIRD_SWALLOW_CAVE_GIANT	29,20,-1,8,-1,18	cavern	1	27271	27271	0	0	1			True
far20	2	31592	31592	DEMON_18	29,20,-1,43,-1,1	cavern	3	25046	27868	0	0	3			True
far20	2	34917	34917	BIRD_RAVEN	28,19,-1,-1,-1,53	surface	2	20057	20982	0	0	2			True
far20	2	45910	45910	KANGAROO	29,20,-1,-1,-1,88	surface	3	22172	28378	0	0	3			True
far20	2	45910	45910	DINGO	29,20,-1,-1,-1,100	surface	5	20561	29392	0	0	5			True
far40	1	1088	1088	BIRD_KESTREL	28,19,-1,-1,-1,60	surface	1	24253	24253	1	0	0	26645	26645	True
far40	1	1088	1088	TOAD_GIANT_CAVE	30,20,-1,8,-1,12	cavern	1	24089	24089	1	0	0	26645	26645	True
far40	1	1088	1088	DEMON_3	29,20,-1,43,-1,0	cavern	1	19284	19284	1	0	0	19847	19847	True
far40	1	1088	1088	BIRD_OWL_GREAT_HORNED	28,19,-1,-1,-1,61	surface	1	28101	28101	1	0	0	28909	28909	True
far40	1	1088	1088	ELK_BIRD	29,20,-1,8,-1,21	cavern	10	20987	29028	10	0	0	26645	36727	True
far40	1	1088	1088	TROLL	29,20,-1,13,-1,32	cavern	1	23761	23761	1	0	0	24456	24456	True
far40	1	1088	1088	DEMON_13	29,20,-1,43,-1,4	cavern	1	22362	22362	1	0	0	25566	25566	True
far40	1	1088	1088	REACHER	29,21,-1,13,-1,30	cavern	1	19211	19211	1	0	0	21064	21064	True
far40	1	1088	1088	BADGER	29,20,-1,-1,-1,82	surface	9	21398	29126	9	0	0	22224	29999	True
