run	arm	rep	tick	abs_tick	unit	species	report	year	time	text
20260917-222827	far20	1	21380	827780	139	BADGER	7	2	21330	The cougar misses the badger boar!
20260917-222827	far20	1	21380	827780	155	COUGAR	4	2	21328	The cougar charges at the cougar!
20260917-222827	far20	1	21380	827780	155	COUGAR	5	2	21328	The cougar collides with the cougar!
20260917-222827	far20	1	21380	827780	155	COUGAR	6	2	21328	The cougar bounces backward!
20260917-222827	far20	1	21380	827780	155	COUGAR	7	2	21330	The cougar misses the badger boar!
20260917-222827	far20	1	21380	827780	155	COUGAR	10	2	21360	The cougar misses the fisherdwarf!
20260917-222827	far20	1	21380	827780	155	COUGAR	15	2	21368	The cougar scratches the fisherdwarf in the left lower arm, tearing the fat through the x(wild boar leather dress)x!
20260917-222827	far20	1	21380	827780	155	COUGAR	21	2	21373	The cougar scratches the fisherdwarf in the left lower arm, bruising the fat through the x(wild boar leather dress)x!
20260917-222827	far20	1	21380	827780	155	COUGAR	38	2	21380	The cougar scratches the fisherdwarf in the left foot, bruising the muscle through the (giant cave spider silk shoe)!
20260917-222827	far20	1	21380	827780	157	COUGAR	4	2	21328	The cougar charges at the cougar!
20260917-222827	far20	1	21380	827780	157	COUGAR	5	2	21328	The cougar collides with the cougar!
20260917-222827	far20	1	21380	827780	157	COUGAR	6	2	21328	The cougar bounces backward!
20260917-222827	far20	1	21380	827780	157	COUGAR	8	2	21353	The cougar is no longer stunned.
20260917-222827	far20	1	21380	827780	157	COUGAR	9	2	21359	The cougar attacks the fisherdwarf but She jumps away!
20260917-222827	far20	1	21380	827780	157	COUGAR	11	2	21361	The fisherdwarf misses the cougar!
20260917-222827	far20	1	21380	827780	157	COUGAR	12	2	21365	The fisherdwarf grabs the cougar by the head with her left hand!
20260917-222827	far20	1	21380	827780	157	COUGAR	13	2	21367	The fisherdwarf punches the cougar in the right front leg with her left hand, bruising the muscle!
20260917-222827	far20	1	21380	827780	157	COUGAR	14	2	21367	The expedition leader grabs the cougar by the tail with his right lower arm!
20260917-222827	far20	1	21380	827780	157	COUGAR	16	2	21369	The expedition leader throws the cougar by the tail with The expedition leader's right lower arm!
20260917-222827	far20	1	21380	827780	157	COUGAR	17	2	21369	The cougar scratches the fisherdwarf in the right hand, bruising the fat through the (llama wool right glove)!
20260917-222827	far20	1	21380	827780	157	COUGAR	18	2	21372	The planter punches the cougar in the right front leg with her left hand, bruising the fat!
20260917-222827	far20	1	21380	827780	157	COUGAR	19	2	21372	The fisherdwarf punches the cougar in the left rear leg with her right hand, bruising the fat!
20260917-222827	far20	1	21380	827780	157	COUGAR	20	2	21372	The expedition leader punches the cougar in the right rear paw with his left hand, bruising the muscle!
20260917-222827	far20	1	21380	827780	157	COUGAR	24	2	21376	The cougar slams into an obstacle!
