run	arm	rep	tick	abs_tick	unit	species	report	year	time	text
20260918-192710	agitated	1	23009	829409	160	COUGAR	6	2	22032	The agitated cougar attacks the cat but She jumps away!
20260918-192710	agitated	1	23009	829409	160	COUGAR	7	2	22042	The cat misses the agitated cougar!
20260918-192710	agitated	1	23009	829409	160	COUGAR	8	2	22043	The agitated cougar scratches the cat in the right rear leg, denting the skin and bruising the fat!
20260918-192710	agitated	1	23009	829409	160	COUGAR	9	2	22048	The cat scratches the agitated cougar in the tail, tearing the fat and bruising the muscle!
20260918-192710	agitated	1	23009	829409	160	COUGAR	10	2	22048	The agitated cougar bites the cat in the tail, tearing apart the skin!
20260918-192710	agitated	1	23009	829409	160	COUGAR	11	2	22056	The cat attacks the agitated cougar but He jumps away!
20260918-192710	agitated	1	23009	829409	160	COUGAR	12	2	22086	The agitated cougar misses the cat!
20260918-192710	agitated	1	23009	829409	160	COUGAR	13	2	22094	The miner strikes the agitated cougar in the right rear paw with her (iron pick) and the severed part sails off in an arc!
20260918-192710	agitated	1	23009	829409	160	COUGAR	14	2	22100	The miner strikes the agitated cougar in the left front leg with her (iron pick) and the severed part sails off in an arc!
20260918-192710	agitated	1	23009	829409	160	COUGAR	15	2	22100	The agitated cougar scratches the miner in the right lower arm, bruising the fat through the (pig tail dress)!
20260918-192710	agitated	1	23009	829409	160	COUGAR	16	2	22101	The agitated cougar falls over.
20260918-192710	agitated	1	23009	829409	160	COUGAR	17	2	22103	The cat scratches the agitated cougar in the left rear paw, tearing the fat and bruising the muscle!
20260918-192710	agitated	1	23009	829409	160	COUGAR	18	2	22103	The force pulls the left rear leg!
20260918-192710	agitated	1	23009	829409	160	COUGAR	19	2	22108	The miner strikes the agitated cougar in the lower body with her (iron pick) and the severed part sails off in an arc!
20260918-192710	agitated	1	23009	829409	161	COUGAR	23	2	22460	The agitated cougar misses the expedition leader!
20260918-192710	agitated	1	23009	829409	161	COUGAR	24	2	22462	The expedition leader punches the agitated cougar in the right front paw with his left hand, bruising the bone!
20260918-192710	agitated	1	23009	829409	161	COUGAR	25	2	22462	The force pulls the right front leg!
20260918-192710	agitated	1	23009	829409	161	COUGAR	26	2	22468	The expedition leader grabs the agitated cougar by the right ear with his right lower arm!
20260918-192710	agitated	1	23009	829409	161	COUGAR	27	2	22470	The agitated cougar struggles in vain against the grip of the expedition leader's right lower arm on The agitated cougar's right ear.
20260918-192710	agitated	1	23009	829409	161	COUGAR	28	2	22473	The expedition leader punches the agitated cougar in the lower body with his right hand, bruising the muscle and bruising the guts!
20260918-192710	agitated	1	23009	829409	161	COUGAR	29	2	22473	The agitated cougar looks sick!
20260918-192710	agitated	1	23009	829409	161	COUGAR	30	2	22475	The agitated cougar vomits.
20260918-192710	agitated	1	23009	829409	161	COUGAR	31	2	22479	The expedition leader punches the agitated cougar in the right rear paw with his right hand, bruising the muscle!
20260918-192710	agitated	1	23009	829409	161	COUGAR	32	2	22479	The force twists the right rear leg, bruising the skin!
20260918-192710	agitated	1	23009	829409	161	COUGAR	33	2	22485	The expedition leader punches the agitated cougar in the right rear paw with his left hand, bruising the muscle!
20260918-192710	agitated	1	23009	829409	161	COUGAR	34	2	22485	The force pulls the right rear leg, bruising the skin!
20260918-192710	agitated	1	23009	829409	161	COUGAR	35	2	22488	The agitated cougar scratches the expedition leader in the head, tearing the fat!
20260918-192710	agitated	1	23009	829409	161	COUGAR	36	2	22490	The expedition leader punches the agitated cougar in the left rear leg with his right hand, bruising the muscle!
20260918-192710	agitated	1	23009	829409	161	COUGAR	37	2	22496	The agitated cougar scratches the expedition leader in the right upper leg, bruising the fat through the (pig tail dress)!
20260918-192710	agitated	1	23009	829409	161	COUGAR	38	2	22497	The expedition leader punches the agitated cougar in the left front paw with his right hand, bruising the muscle!
20260918-192710	agitated	1	23009	829409	161	COUGAR	39	2	22498	The miner strikes the agitated cougar in the fourth left rear toe with her (iron pick), tearing apart the skin!
20260918-192710	agitated	1	23009	829409	161	COUGAR	40	2	22498	The force pulls the left rear paw, tearing apart the muscle and bruising the bone!
20260918-192710	agitated	1	23009	829409	161	COUGAR	41	2	22498	An artery has been opened by the attack, many nerves have been severed, a ligament has been torn and a tendon has been torn!
20260918-192710	agitated	1	23009	829409	161	COUGAR	43	2	22504	The expedition leader punches the agitated cougar in the head with his left hand, bruising the muscle!
20260918-192710	agitated	1	23009	829409	161	COUGAR	44	2	22504	The force twists the neck, tearing apart the skin!
20260918-192710	agitated	1	23009	829409	161	COUGAR	45	2	22505	The miner strikes the agitated cougar in the upper body with her (iron pick), tearing apart the muscle, shattering the right false ribs and tearing apart the liver!
20260918-192710	agitated	1	23009	829409	161	COUGAR	46	2	22505	A tendon in the right false ribs has been torn!
20260918-192710	agitated	1	23009	829409	161	COUGAR	47	2	22505	The (iron pick) has lodged firmly in the wound!
20260918-192710	agitated	1	23009	829409	161	COUGAR	48	2	22510	The miner pulls on the embedded (iron pick).
20260918-192710	agitated	1	23009	829409	161	COUGAR	49	2	22510	The miner gains possession of the (iron pick).
20260918-192710	agitated	1	23009	829409	161	COUGAR	50	2	22514	The expedition leader punches the agitated cougar in the right rear leg with his right hand, bruising the muscle!
20260918-192710	agitated	1	23009	829409	161	COUGAR	51	2	22515	The miner strikes the agitated cougar in the lower body with her (iron pick), tearing apart the muscle and spilling his guts!
20260918-192710	agitated	1	23009	829409	161	COUGAR	52	2	22516	The agitated cougar gives in to pain.
20260918-192710	agitated	1	23009	829409	161	COUGAR	53	2	22519	The expedition leader punches the agitated cougar in the head with his right hand, bruising the muscle!
20260918-192710	agitated	1	23009	829409	161	COUGAR	54	2	22519	The force bends the neck, tearing apart the skin and bruising the fat and bruising the upper spine's nervous tissue!
20260918-192710	agitated	1	23009	829409	161	COUGAR	55	2	22519	A tendon in the upper spine has been bruised!
20260918-192710	agitated	1	23009	829409	161	COUGAR	56	2	22520	The miner strikes the agitated cougar in the head with her (iron pick) and the severed part sails off in an arc!
20260918-192710	agitated	1	23009	829409	163	COUGAR	57	2	22539	The expedition leader punches the agitated cougar in the right rear leg with his left hand, bruising the fat!
20260918-192710	agitated	1	23009	829409	163	COUGAR	58	2	22547	The expedition leader misses the agitated cougar!
20260918-192710	agitated	1	23009	829409	163	COUGAR	59	2	22552	The expedition leader attacks the agitated cougar but She jumps away!
20260918-192710	agitated	1	23009	829409	163	COUGAR	60	2	22554	The agitated cougar scratches the expedition leader in the right lower arm, tearing the fat and bruising the muscle through the x(pig tail dress)x!
20260918-192710	agitated	1	23009	829409	163	COUGAR	61	2	22560	The miner strikes the agitated cougar in the lower body with her (iron pick), tearing apart the muscle and spilling her guts!
20260918-192710	agitated	1	23009	829409	163	COUGAR	62	2	22560	An artery has been opened by the attack!
20260918-192710	agitated	1	23009	829409	163	COUGAR	63	2	22560	The agitated cougar attacks the miner but She jumps away!
20260918-192710	agitated	1	23009	829409	163	COUGAR	64	2	22564	The agitated cougar scratches the expedition leader in the right foot, tearing the skin and bruising the fat through the x(sheep wool shoe)x!
20260918-192710	agitated	1	23009	829409	163	COUGAR	65	2	22568	The expedition leader punches the agitated cougar in the left rear leg with his left hand, bruising the muscle!
20260918-192710	agitated	1	23009	829409	163	COUGAR	66	2	22573	The agitated cougar bites the expedition leader in the left foot, tearing the muscle through the x(sheep wool shoe)x!
20260918-192710	agitated	1	23009	829409	163	COUGAR	67	2	22573	The force pulls the left ankle!
20260918-192710	agitated	1	23009	829409	163	COUGAR	68	2	22575	The miner strikes the agitated cougar in the right front paw with her (iron pick) and the severed part sails off in an arc!
20260918-192710	agitated	1	23009	829409	163	COUGAR	69	2	22577	The agitated cougar scratches the miner in the left hand, tearing the fat and bruising the muscle through the x(pig tail left glove)x!
20260918-192710	agitated	1	23009	829409	163	COUGAR	70	2	22577	The force pulls the left wrist!
