arm	rep	listed_rel	first_present_rel	species	ref6	layer	n	countdown_min	countdown_max	departed	died	present	departed_rel_min	departed_rel_max	valid
all_layers	1	5050	5050	FISH_STINGRAY	11,27,0,-1,-1,3	feature	2	19950	24950	2	0	0	30679	30679	True
all_layers	1	5050	5050	FISH_TIGERFISH	11,27,0,-1,-1,5	feature	1	19950	19950	1	0	0	20497	20497	True
all_layers	1	5050	5050	CROCODILE_SALTWATER	11,27,0,-1,-1,6	feature	1	19950	19950	1	0	0	30679	30679	True
all_layers	1	5050	5050	HIPPO	12,27,0,-1,-1,1	feature	1	19950	19950	1	0	0	45998	45998	True
all_layers	1	5050	5050	FISH_MILKFISH	12,27,0,-1,-1,2	feature	1	19950	19950	1	0	0	40933	40933	True
all_layers	1	5050	5050	GORLAK	13,28,-1,2,-1,27	cavern	1	16552	16552	1	0	0	20497	20497	True
all_layers	1	5050	5050	GORLAK	13,27,-1,22,-1,30	cavern	2	17073	22578	2	0	0	20497	25585	True
all_layers	1	5050	5050	DEMON_14	12,27,-1,41,-1,1	cavern	4	19563	25067	4	0	0	25585	30679	True
all_layers	1	5050	5050	TROGLODYTE	13,28,-1,14,-1,3	cavern	9	15853	25000	9	0	0	25585	30679	True
all_layers	1	5050	5050	CRETACEOUS_CARNOTAURUS	13,28,-1,-1,-1,198	surface	5	16283	25183	3	2	0	25585	30679	True
all_layers	1	5050	5050	MONITOR_LIZARD	13,28,-1,-1,-1,177	surface	2	23534	26158	0	2	0			True
all_layers	1	10183	10183	AARDVARK	13,28,-1,-1,-1,181	surface	1	20672	20672	0	1	0			True
all_layers	1	10183	10183	CRETACEOUS_CARNOTAURUS	13,28,-1,-1,-1,198	surface	3	19670	23145	3	0	0	25546	25546	True
all_layers	1	15299	15299	GIRAFFE	13,28,-1,-1,-1,244	surface	5	22408	25883	2	3	0	25556	25556	True
all_layers	1	15299	15299	CRETACEOUS_CARNOTAURUS	13,28,-1,-1,-1,198	surface	5	20940	27327	1	3	1	45915	45915	True
all_layers	1	15299	15299	MAGMA_CRAB	13,27,-1,32,-1,0	cavern	3	19241	25143	3	0	0	51003	137938	True
all_layers	1	15299	15299	FISH_STINGRAY	11,27,0,-1,-1,3	feature	1	24701	24701	1	0	0	30684	30684	True
all_layers	1	25547	25547	OLM_GIANT	12,28,-1,2,-1,10	cavern	1	26299	26299	1	0	0	45853	45853	True
all_layers	1	25547	25547	ELK_BIRD	12,28,-1,23,-1,16	cavern	6	19255	27691	6	0	0	25501	35667	True
all_layers	1	30635	30635	TROLL	12,28,-1,2,-1,26	cavern	1	22415	22415	1	0	0	25468	25468	True
all_layers	1	30635	30635	FISH_STINGRAY	11,27,0,-1,-1,3	feature	1	24365	24365	1	0	0	25468	25468	True
all_layers	1	30635	30635	FISH_TIGERFISH	11,27,0,-1,-1,5	feature	1	24365	24365	1	0	0	30579	30579	True
all_layers	1	30635	30635	CROCODILE_SALTWATER	11,27,0,-1,-1,6	feature	1	24365	24365	1	0	0	30579	30579	True
all_layers	1	35729	35729	BLIND_CAVE_OGRE	12,27,-1,14,-1,11	cavern	2	16948	17527	2	0	0	25485	25485	True
all_layers	1	35729	35729	GIANT	13,28,-1,-1,-1,146	surface	10	18207	27196	4	0	6	25485	46010	True
all_layers	1	35729	35729	FISH_STINGRAY	11,27,0,-1,-1,3	feature	1	24271	24271	1	0	0	30573	30573	True
all_layers	1	35729	35729	FISH_TIGERFISH	11,27,0,-1,-1,5	feature	1	24271	24271	1	0	0	30573	30573	True
all_layers	1	35729	35729	CROCODILE_SALTWATER	11,27,0,-1,-1,6	feature	1	24271	24271	1	0	0	40844	40844	True
all_layers	1	35729	35729	HIPPO	12,27,0,-1,-1,1	feature	1	24271	24271	1	0	0	25485	25485	True
all_layers	1	35729	35729	DEMON_14	12,28,-1,41,-1,1	cavern	5	20983	26302	5	0	0	25485	30573	True
all_layers	1	45983	45983	FISH_STINGRAY	11,27,0,-1,-1,3	feature	1	24017	24017	1	0	0	40952	40952	True
all_layers	1	45983	45983	FISH_TIGERFISH	11,27,0,-1,-1,5	feature	1	24017	24017	1	0	0	35756	35756	True
all_layers	1	45983	45983	CROCODILE_SALTWATER	11,27,0,-1,-1,6	feature	1	24017	24017	1	0	0	30590	30590	True
all_layers	1	56103	56103	TROLL	12,28,-1,2,-1,26	cavern	1	20051	20051	0	1	0			True
all_layers	1	56103	56103	FISH_STINGRAY	11,27,0,-1,-1,3	feature	1	23897	23897	1	0	0	46133	46133	True
all_layers	1	56103	56103	FISH_TIGERFISH	11,27,0,-1,-1,5	feature	1	23897	23897	1	0	0	25636	25636	True
all_layers	1	56103	56103	CROCODILE_SALTWATER	11,27,0,-1,-1,6	feature	1	23897	23897	1	0	0	46133	46133	True
all_layers	1	56103	56103	ELK_BIRD	13,27,-1,22,-1,18	cavern	5	24459	28277	3	2	0	30832	61408	True
all_layers	1	61214	61214	CRUNDLE	12,27,-1,14,-1,1	cavern	17	16605	25548	17	0	0	20525	76717	True
all_layers	1	61214	61214	FISH_STINGRAY	11,27,0,-1,-1,3	feature	1	23786	23786	1	0	0	30799	30799	True
all_layers	1	61214	61214	FISH_TIGERFISH	11,27,0,-1,-1,5	feature	1	23786	23786	1	0	0	30799	30799	True
all_layers	1	66302	66302	GORLAK	13,28,-1,2,-1,27	cavern	1	23665	23665	1	0	0	30877	30877	True
all_layers	1	66302	66302	DEMON_16	12,28,-1,41,-1,0	cavern	6	21896	28070	6	0	0	25711	30877	True
all_layers	1	66302	66302	FISH_STINGRAY	11,27,0,-1,-1,3	feature	1	23698	23698	1	0	0	56308	56308	True
all_layers	1	66302	66302	FISH_TIGERFISH	11,27,0,-1,-1,5	feature	1	23698	23698	1	0	0	30877	30877	True
all_layers	1	71400	71400	BIRD_SWALLOW_CAVE_GIANT	12,28,-1,2,-1,18	cavern	1	18530	18530	1	0	0	20613	20613	True
all_layers	1	71400	71400	FISH_STINGRAY	11,27,0,-1,-1,3	feature	1	23600	23600	1	0	0	46111	46111	True
all_layers	1	76573	76573	MAGMA_CRAB	13,28,-1,32,-1,0	cavern	3	16483	24310	3	0	0	40938	112537	True
all_layers	1	76573	76573	FISH_STINGRAY	11,27,0,-1,-1,3	feature	1	23427	23427	1	0	0	81765	81765	True
all_layers	1	76573	76573	FISH_TIGERFISH	11,27,0,-1,-1,5	feature	1	23427	23427	1	0	0	25663	25663	True
all_layers	1	81739	81739	FISH_STINGRAY	11,27,0,-1,-1,3	feature	1	23261	23261	1	0	0	30655	30655	True
all_layers	1	86935	86935	FISH_STINGRAY	11,27,0,-1,-1,3	feature	1	23065	23065	1	0	0	76544	76544	True
all_layers	1	92013	92013	FISH_STINGRAY	11,27,0,-1,-1,3	feature	1	22987	22987	1	0	0	30597	30597	True
all_layers	1	92013	92013	FISH_TIGERFISH	11,27,0,-1,-1,5	feature	1	22987	22987	1	0	0	25498	25498	True
all_layers	1	92013	92013	CROCODILE_SALTWATER	11,27,0,-1,-1,6	feature	1	22987	22987	1	0	0	45918	45918	True
all_layers	1	97179	97179	TOAD_GIANT_CAVE	13,28,-1,2,-1,11	cavern	1	17476	17476	0	1	0			True
all_layers	1	97179	97179	TROLL	12,28,-1,2,-1,26	cavern	1	19737	19737	0	1	0			True
all_layers	1	97179	97179	DEMON_15	12,28,-1,41,-1,4	cavern	2	17091	24815	2	0	0	20332	40752	True
all_layers	1	97179	97179	FISH_STINGRAY	11,27,0,-1,-1,3	feature	1	22821	22821	1	0	0	61159	61159	True
all_layers	1	102236	102236	OLM_GIANT	13,28,-1,2,-1,10	cavern	1	19820	19820	1	0	0	20374	20374	True
all_layers	1	102236	102236	FISH_STINGRAY	11,27,0,-1,-1,3	feature	1	22764	22764	1	0	0	61243	61243	True
all_layers	1	102236	102236	TOAD_GIANT_CAVE	12,28,-1,2,-1,11	cavern	1	21640	21640	1	0	0	30602	30602	True
all_layers	1	107300	107300	FISH_STINGRAY	11,27,0,-1,-1,3	feature	1	22700	22700	1	0	0	51038	51038	True
all_layers	1	107300	107300	FISH_TIGERFISH	11,27,0,-1,-1,5	feature	1	22700	22700	1	0	0	40789	40789	True
all_layers	1	112394	112394	ELK_BIRD	12,28,-1,23,-1,16	cavern	10	19885	28825	10	0	0	30604	40843	True
all_layers	1	117511	117511	FISH_STINGRAY	11,27,0,-1,-1,3	feature	1	22489	22489	1	0	0	30578	30578	True
all_layers	1	117511	117511	FISH_TIGERFISH	11,27,0,-1,-1,5	feature	1	22489	22489	1	0	0	30578	30578	True
all_layers	1	117511	117511	DEMON_4	12,28,-1,41,-1,2	cavern	3	17843	26419	3	0	0	20420	35726	True
all_layers	1	122610	122610	FISH_STINGRAY	11,27,0,-1,-1,3	feature	1	22390	22390	1	0	0	46025	46025	True
all_layers	1	122610	122610	FISH_TIGERFISH	11,27,0,-1,-1,5	feature	1	22390	22390	1	0	0	25479	25479	True
all_layers	1	122610	122610	CROCODILE_SALTWATER	11,27,0,-1,-1,6	feature	1	22390	22390	1	0	0	46025	46025	True
all_layers	1	122610	122610	TOAD_GIANT_CAVE	12,28,-1,2,-1,11	cavern	1	22158	22158	1	0	0	25479	25479	True
all_layers	1	132838	132838	BUGBAT	12,28,-1,14,-1,4	cavern	12	19121	29426	12	0	0	30641	51217	True
all_layers	1	132838	132838	TOAD_GIANT_CAVE	12,28,-1,2,-1,11	cavern	1	21209	21209	1	0	0	30641	30641	True
all_layers	1	137931	137931	FISH_STINGRAY	11,27,0,-1,-1,3	feature	1	22069	22069	1	0	0	30704	30704	True
