run	arm	rep	tick	abs_tick	unit	species	report	year	time	text
20260918-085832	all_layers	1	21933	2037933	163	ALLIGATOR	91	5	20881	The saltwater crocodile attacks the alligator but She jumps away!
20260918-085832	all_layers	1	21933	2037933	163	ALLIGATOR	92	5	20900	The alligator attacks the saltwater crocodile but She jumps away!
20260918-085832	all_layers	1	21933	2037933	163	ALLIGATOR	93	5	20916	The saltwater crocodile misses the alligator!
20260918-085832	all_layers	1	21933	2037933	163	ALLIGATOR	94	5	20934	The alligator bites the saltwater crocodile in the upper body, tearing the muscle!
20260918-085832	all_layers	1	21933	2037933	163	ALLIGATOR	95	5	20934	The saltwater crocodile is having trouble breathing!
20260918-085832	all_layers	1	21933	2037933	163	ALLIGATOR	96	5	20939	The alligator bites the saltwater crocodile in the left rear foot, tearing the muscle!
20260918-085832	all_layers	1	21933	2037933	163	ALLIGATOR	97	5	20960	The alligator bites the saltwater crocodile in the upper body, tearing the scale and bruising the muscle!
20260918-085832	all_layers	1	21933	2037933	163	ALLIGATOR	98	5	20985	The alligator misses the saltwater crocodile!
20260918-085832	all_layers	1	21933	2037933	163	ALLIGATOR	102	5	21073	The alligator bites the saltwater crocodile in the right front foot, tearing the fat!
20260918-085832	all_layers	1	21933	2037933	163	ALLIGATOR	103	5	21106	The alligator bites the saltwater crocodile in the left rear foot, tearing the fat!
20260918-085832	all_layers	1	21933	2037933	163	ALLIGATOR	104	5	21107	The saltwater crocodile bites the alligator in the left front foot, tearing the scale and bruising the muscle!
20260918-085832	all_layers	1	21933	2037933	163	ALLIGATOR	105	5	21107	The saltwater crocodile latches on firmly!
20260918-085832	all_layers	1	21933	2037933	163	ALLIGATOR	106	5	21112	The alligator struggles in vain against the grip of the saltwater crocodile's teeth on The alligator's left front foot.
20260918-085832	all_layers	1	21933	2037933	163	ALLIGATOR	107	5	21115	The saltwater crocodile shakes the alligator around by the left front foot, tearing apart the left front foot's muscle and bruising the bone!
