run	arm	rep	tick	abs_tick	id	species	caste	x	y	z	ref6	layer	countdown	vanish	flag_src	flag_nf	dead	inactive	civ	tame	wild
20260917-152433	natural_lake	1	16883	2032883	162	FISH_STINGRAY	MALE	140	116	94	13,28,0,-1,-1,6	feature	29034	0	1	0	0	0	-1	0	1
20260917-152433	natural_lake	1	16883	2032883	163	ALLIGATOR	FEMALE	152	89	94	13,28,0,-1,-1,4	feature	22536	0	1	0	0	0	-1	0	1
20260917-152433	natural_lake	1	16883	2032883	164	ALLIGATOR	MALE	154	88	94	13,28,0,-1,-1,4	feature	25426	0	1	0	0	0	-1	0	1
20260917-152433	natural_lake	1	16883	2032883	165	HIPPO	FEMALE	147	114	94	13,28,0,-1,-1,5	feature	26786	0	1	0	0	0	-1	0	1
20260917-152433	natural_lake	1	16883	2032883	166	HIPPO	FEMALE	149	116	94	13,28,0,-1,-1,5	feature	21196	0	1	0	0	0	-1	0	1
20260917-152433	natural_lake	1	16883	2032883	167	HIPPO	MALE	145	115	94	13,28,0,-1,-1,5	feature	26547	0	1	0	0	0	-1	0	1
20260917-152433	natural_lake	1	16883	2032883	168	HIPPO	FEMALE	148	114	94	13,28,0,-1,-1,5	feature	27011	0	1	0	0	0	-1	0	1
20260917-152433	natural_lake	1	16883	2032883	178	WEASEL	FEMALE	190	119	95	13,28,-1,-1,-1,170	surface	26718	0	1	1	0	0	-1	0	1
20260917-152433	natural_lake	1	16883	2032883	179	BIRD_SWALLOW_CAVE_GIANT	FEMALE	78	191	82	12,28,-1,2,-1,18	cavern	24060	0	1	0	0	0	-1	0	1
20260917-152433	natural_lake	1	18147	2034147	162	FISH_STINGRAY	MALE	153	109	94	13,28,0,-1,-1,6	feature	27770	0	1	0	0	0	-1	0	1
20260917-152433	natural_lake	1	18147	2034147	163	ALLIGATOR	FEMALE	141	89	94	13,28,0,-1,-1,4	feature	21272	0	1	0	0	0	-1	0	1
20260917-152433	natural_lake	1	18147	2034147	164	ALLIGATOR	MALE	164	78	95	13,28,0,-1,-1,4	feature	24162	0	1	0	0	0	-1	0	1
20260917-152433	natural_lake	1	18147	2034147	165	HIPPO	FEMALE	144	105	95	13,28,0,-1,-1,5	feature	25522	0	1	0	0	0	-1	0	1
20260917-152433	natural_lake	1	18147	2034147	166	HIPPO	FEMALE	168	110	95	13,28,0,-1,-1,5	feature	19932	0	1	0	0	0	-1	0	1
20260917-152433	natural_lake	1	18147	2034147	167	HIPPO	MALE	150	116	95	13,28,0,-1,-1,5	feature	25283	0	1	0	0	0	-1	0	1
20260917-152433	natural_lake	1	18147	2034147	168	HIPPO	FEMALE	152	115	95	13,28,0,-1,-1,5	feature	25747	0	1	0	0	0	-1	0	1
20260917-152433	natural_lake	1	18147	2034147	178	WEASEL	FEMALE	178	99	95	13,28,-1,-1,-1,170	surface	25454	0	1	1	0	0	-1	0	1
20260917-152433	natural_lake	1	18147	2034147	179	BIRD_SWALLOW_CAVE_GIANT	FEMALE	17	142	83	12,28,-1,2,-1,18	cavern	22796	0	1	0	0	0	-1	0	1
20260917-152433	natural_lake	1	18147	2034147	180	WEASEL	MALE	188	177	95	13,28,-1,-1,-1,170	surface	26382	0	1	1	0	0	-1	0	1
20260917-152433	natural_lake	1	18147	2034147	181	CRUNDLE	FEMALE	175	154	77	13,28,-1,14,-1,1	cavern	24980	0	1	0	0	0	-1	0	1
20260917-152433	natural_lake	1	18147	2034147	182	CRUNDLE	FEMALE	183	157	77	13,28,-1,14,-1,1	cavern	27904	0	1	0	0	0	-1	0	1
20260917-152433	natural_lake	1	18147	2034147	183	CRUNDLE	FEMALE	189	159	77	13,28,-1,14,-1,1	cavern	25471	0	1	0	0	0	-1	0	1
20260917-152433	natural_lake	1	18147	2034147	184	CRUNDLE	FEMALE	191	163	77	13,28,-1,14,-1,1	cavern	27190	0	1	0	0	0	-1	0	1
20260917-152433	natural_lake	1	18147	2034147	185	CRUNDLE	MALE	191	161	77	13,28,-1,14,-1,1	cavern	20151	0	1	0	0	0	-1	0	1
20260917-152433	natural_lake	1	18147	2034147	186	CRUNDLE	FEMALE	191	160	77	13,28,-1,14,-1,1	cavern	28571	0	1	0	0	1	-1	0	1
20260917-152433	natural_lake	1	18147	2034147	187	CRUNDLE	FEMALE	191	161	77	13,28,-1,14,-1,1	cavern	20698	0	1	0	0	1	-1	0	1
20260917-152433	natural_lake	1	18147	2034147	188	CRUNDLE	MALE	191	162	77	13,28,-1,14,-1,1	cavern	28786	0	1	0	0	1	-1	0	1
20260917-152433	natural_lake	1	18147	2034147	189	CRUNDLE	MALE	191	161	77	13,28,-1,14,-1,1	cavern	28851	0	1	0	0	1	-1	0	1
20260917-152433	natural_lake	1	18147	2034147	190	CRUNDLE	FEMALE	191	164	77	13,28,-1,14,-1,1	cavern	29617	0	1	0	0	1	-1	0	1
20260917-152433	natural_lake	1	18147	2034147	191	CRUNDLE	MALE	191	163	77	13,28,-1,14,-1,1	cavern	27248	0	1	0	0	1	-1	0	1
20260917-152433	natural_lake	1	18147	2034147	192	CRUNDLE	FEMALE	191	159	77	13,28,-1,14,-1,1	cavern	21858	0	1	0	0	1	-1	0	1
20260917-152433	natural_lake	1	18147	2034147	193	CRUNDLE	MALE	191	161	77	13,28,-1,14,-1,1	cavern	24659	0	1	0	0	1	-1	0	1
20260917-152433	natural_lake	1	18147	2034147	194	CRUNDLE	MALE	191	161	77	13,28,-1,14,-1,1	cavern	21208	0	1	0	0	1	-1	0	1
20260917-152433	natural_lake	1	18147	2034147	195	CRUNDLE	MALE	191	160	77	13,28,-1,14,-1,1	cavern	27170	0	1	0	0	1	-1	0	1
20260917-152433	natural_lake	1	18147	2034147	196	MAGMA_CRAB	FEMALE	182	8	38	13,27,-1,32,-1,0	cavern	24165	0	1	0	0	0	-1	0	1
