run	arm	rep	tick	abs_tick	id	species	caste	x	y	z	ref6	layer	countdown	vanish	flag_src	flag_nf	dead	inactive	civ	tame	wild
20260917-084438	size	1	16800	823200	126	ELK_BIRD	MALE	30	52	24	29,20,-1,25,-1,21	cavern	26907	0	1	0	0	0	-1	0	1
20260917-084438	size	1	16800	823200	127	ELK_BIRD	FEMALE	29	50	24	29,20,-1,25,-1,21	cavern	24656	0	1	0	0	0	-1	0	1
20260917-084438	size	1	16800	823200	128	ELK_BIRD	MALE	29	49	24	29,20,-1,25,-1,21	cavern	22797	0	1	0	0	0	-1	0	1
20260917-084438	size	1	16800	823200	129	ELK_BIRD	MALE	31	51	24	29,20,-1,25,-1,21	cavern	23452	0	1	0	0	0	-1	0	1
20260917-084438	size	1	16800	823200	130	ELK_BIRD	MALE	29	51	24	29,20,-1,25,-1,21	cavern	28306	0	1	0	0	0	-1	0	1
20260917-084438	size	1	16800	823200	131	ELK_BIRD	FEMALE	31	53	24	29,20,-1,25,-1,21	cavern	24331	0	1	0	0	0	-1	0	1
20260917-084438	size	1	16800	823200	132	ELK_BIRD	FEMALE	27	50	24	29,20,-1,25,-1,21	cavern	26152	0	1	0	0	0	-1	0	1
20260917-084438	size	1	16800	823200	133	ELK_BIRD	FEMALE	31	51	24	29,20,-1,25,-1,21	cavern	26535	0	1	0	0	0	-1	0	1
20260917-084438	size	1	16800	823200	134	MAGMA_CRAB	FEMALE	12	165	22	29,20,-1,34,-1,0	cavern	27544	0	1	0	0	0	-1	0	1
20260917-084438	size	1	16800	823200	135	MAGMA_CRAB	MALE	12	165	22	29,20,-1,34,-1,0	cavern	26285	0	1	0	0	0	-1	0	1
20260917-084438	size	1	16800	823200	136	MAGMA_CRAB	FEMALE	8	161	22	29,20,-1,34,-1,0	cavern	25307	0	1	0	0	0	-1	0	1
20260917-084438	size	1	16800	823200	137	MAGMA_CRAB	MALE	12	165	22	29,20,-1,34,-1,0	cavern	24994	0	1	0	0	0	-1	0	1
20260917-084438	size	1	16800	823200	138	MAGMA_CRAB	MALE	12	164	22	29,20,-1,34,-1,0	cavern	21557	0	1	0	0	0	-1	0	1
20260917-084438	size	1	17296	823696	126	ELK_BIRD	MALE	29	52	24	29,20,-1,25,-1,21	cavern	26411	0	1	0	0	0	-1	0	1
20260917-084438	size	1	17296	823696	127	ELK_BIRD	FEMALE	29	51	24	29,20,-1,25,-1,21	cavern	24160	0	1	0	0	0	-1	0	1
20260917-084438	size	1	17296	823696	128	ELK_BIRD	MALE	36	43	25	29,20,-1,25,-1,21	cavern	22301	0	1	0	0	0	-1	0	1
20260917-084438	size	1	17296	823696	129	ELK_BIRD	MALE	34	46	24	29,20,-1,25,-1,21	cavern	22956	0	1	0	0	0	-1	0	1
20260917-084438	size	1	17296	823696	130	ELK_BIRD	MALE	33	48	24	29,20,-1,25,-1,21	cavern	27810	0	1	0	0	0	-1	0	1
20260917-084438	size	1	17296	823696	131	ELK_BIRD	FEMALE	32	53	24	29,20,-1,25,-1,21	cavern	23835	0	1	0	0	0	-1	0	1
20260917-084438	size	1	17296	823696	132	ELK_BIRD	FEMALE	30	53	24	29,20,-1,25,-1,21	cavern	25656	0	1	0	0	0	-1	0	1
20260917-084438	size	1	17296	823696	133	ELK_BIRD	FEMALE	30	50	24	29,20,-1,25,-1,21	cavern	26039	0	1	0	0	0	-1	0	1
20260917-084438	size	1	17296	823696	134	MAGMA_CRAB	FEMALE	14	161	22	29,20,-1,34,-1,0	cavern	27048	0	1	0	0	0	-1	0	1
20260917-084438	size	1	17296	823696	135	MAGMA_CRAB	MALE	12	165	22	29,20,-1,34,-1,0	cavern	25789	0	1	0	0	0	-1	0	1
20260917-084438	size	1	17296	823696	136	MAGMA_CRAB	FEMALE	11	164	22	29,20,-1,34,-1,0	cavern	24811	0	1	0	0	0	-1	0	1
