arm	rep	listed_rel	first_present_rel	species	ref6	layer	n	countdown_min	countdown_max	departed	died	present	departed_rel_min	departed_rel_max	valid
crazed	1	335	335	PORCUPINE	29,20,-1,-1,-1,90	surface	1	23727	23727	0	0	1			True
crazed	1	335	335	TOAD_GIANT_CAVE	29,20,-1,8,-1,12	cavern	1	26967	26967	0	0	1			True
crazed	1	335	335	JABBERER	29,20,-1,13,-1,21	cavern	1	29369	29369	0	0	1			True
crazed	1	335	335	DEMON_4	29,20,-1,43,-1,6	cavern	4	21183	24221	0	0	4			True
crazed	1	335	335	BIRD_EMU	29,20,-1,-1,-1,56	surface	10	20252	29517	0	0	10			True
crazed	1	335	335	OLM_GIANT	29,20,-1,8,-1,9	cavern	1	21493	21493	0	0	1			True
crazed	1	335	335	CRUNDLE	29,21,-1,13,-1,9	cavern	19	20051	29348	0	0	19			True
crazed	2	292	292	BIRD_EMU	29,20,-1,-1,-1,56	surface	6	20135	28961	0	0	6			True
crazed	2	292	292	CAVE_FLOATER	29,20,-1,13,-1,22	cavern	3	25974	29897	0	3	0			True
crazed	2	292	292	DEMON_9	29,20,-1,43,-1,2	cavern	2	25321	28509	0	0	2			True
crazed	2	292	292	TROLL	29,20,-1,8,-1,27	cavern	1	20762	20762	0	0	1			True
crazed	2	292	292	JABBERER	29,20,-1,13,-1,21	cavern	1	19952	19952	0	0	1			True
crazed	2	292	292	DEMON_4	28,20,-1,44,-1,2	cavern	5	22725	29099	0	0	5			True
crazed	2	292	292	TOAD_GIANT_CAVE	29,21,-1,8,-1,12	cavern	1	22547	22547	0	0	1			True
crazed	2	971	971	DINGO	29,20,-1,-1,-1,100	surface	10	20892	29885	0	0	10			True
crazed	2	1941	1941	VORACIOUS_CAVE_CRAWLER	29,21,-1,13,-1,20	cavern	1	25142	25142	0	0	1			True
opposed	1	378	378	PORCUPINE	29,20,-1,-1,-1,90	surface	2	20752	27680	0	1	1			True
opposed	1	378	378	BIRD_SWALLOW_CAVE_GIANT	29,20,-1,8,-1,18	cavern	1	22362	22362	0	0	1			True
opposed	1	378	378	TROLL	29,20,-1,13,-1,32	cavern	1	26777	26777	0	0	1			True
opposed	1	378	378	DEMON_9	29,20,-1,43,-1,2	cavern	3	20854	25469	0	0	3			True
opposed	1	378	378	BIRD_SWALLOW_CAVE_GIANT	30,20,-1,8,-1,18	cavern	1	25041	25041	0	0	1			True
opposed	1	378	378	TOAD_GIANT_CAVE	29,20,-1,13,-1,10	cavern	1	28305	28305	0	0	1			True
opposed	1	737	737	WOLF	29,20,-1,-1,-1,101	surface	5	21816	25986	0	0	5			True
opposed	2	300	300	BADGER	29,20,-1,-1,-1,82	surface	10	20160	27289	0	0	10			True
opposed	2	300	300	TOAD_GIANT_CAVE	29,20,-1,8,-1,12	cavern	1	27655	27655	0	0	1			True
opposed	2	300	300	ELK_BIRD	29,21,-1,13,-1,25	cavern	5	20686	27533	0	0	5			True
opposed	2	300	300	DEMON_13	29,20,-1,43,-1,4	cavern	1	28709	28709	0	0	1			True
opposed	2	300	300	BIRD_EMU	29,20,-1,-1,-1,56	surface	9	20321	29022	0	0	9			True
opposed	2	300	300	GORLAK	29,20,-1,8,-1,28	cavern	1	23149	23149	0	0	1			True
opposed	2	300	300	DEMON_4	28,20,-1,44,-1,2	cavern	4	23138	28745	0	0	4			True
relmap	1	321	321	PORCUPINE	29,20,-1,-1,-1,90	surface	1	26656	26656	0	0	1			True
relmap	1	321	321	VORACIOUS_CAVE_CRAWLER	29,20,-1,13,-1,20	cavern	1	25380	25380	0	1	0			True
relmap	1	321	321	DEMON_9	29,20,-1,43,-1,2	cavern	3	21057	27768	0	0	3			True
relmap	1	321	321	BIRD_EMU	29,20,-1,-1,-1,56	surface	6	23271	29821	0	0	6			True
relmap	1	321	321	TROGLODYTE	29,20,-1,8,-1,19	cavern	6	23649	27767	0	0	6			True
relmap	1	321	321	TROGLODYTE	29,20,-1,13,-1,19	cavern	5	22318	27479	0	3	2			True
relmap	1	991	991	DINGO	29,20,-1,-1,-1,100	surface	6	20159	29721	0	1	5			True
relmap	2	302	302	TROGLODYTE	29,20,-1,8,-1,19	cavern	6	20123	26582	0	0	6			True
relmap	2	302	302	TROGLODYTE	29,20,-1,13,-1,19	cavern	10	20026	28850	0	0	10			True
relmap	2	302	302	DEMON_3	28,20,-1,44,-1,5	cavern	3	20595	26250	0	0	3			True
relmap	2	302	302	BADGER	29,20,-1,-1,-1,82	surface	11	19791	28028	0	0	11			True
relmap	2	302	302	DEMON_19	28,20,-1,44,-1,0	cavern	1	25061	25061	0	0	1			True
size	1	496	496	WOMBAT	29,20,-1,-1,-1,96	surface	2	19777	25019	0	1	1			True
size	1	496	496	OLM_GIANT	30,20,-1,8,-1,9	cavern	1	23219	23219	0	0	1			True
size	1	496	496	DEMON_3	29,20,-1,43,-1,0	cavern	2	21183	24364	0	0	2			True
size	1	496	496	ELK_BIRD	29,20,-1,8,-1,21	cavern	9	19806	25874	0	0	9			True
size	1	496	496	CRUNDLE	29,20,-1,13,-1,9	cavern	15	20116	28673	0	0	15			True
size	1	900	900	DINGO	29,20,-1,-1,-1,100	surface	7	23212	27610	0	0	7			True
size	2	367	367	PORCUPINE	29,20,-1,-1,-1,90	surface	1	22233	22233	0	0	1			True
size	2	367	367	TOAD_GIANT_CAVE	29,21,-1,8,-1,12	cavern	1	21887	21887	0	0	1			True
size	2	367	367	MANERA	29,20,-1,13,-1,31	cavern	1	22774	22774	0	0	1			True
size	2	367	367	DEMON_2	28,20,-1,44,-1,1	cavern	5	20640	29335	0	0	5			True
size	2	367	367	WOMBAT	29,20,-1,-1,-1,96	surface	1	28688	28688	0	0	1			True
size	2	367	367	GORLAK	29,20,-1,8,-1,28	cavern	1	25444	25444	0	0	1			True
size	2	367	367	CRUNDLE	29,20,-1,13,-1,9	cavern	19	19748	27635	0	0	19			True
size	2	1119	1119	COUGAR	29,20,-1,-1,-1,79	surface	1	29307	29307	0	0	1			True
