run	arm	rep	tick	abs_tick	id	species	caste	x	y	z	ref6	layer	countdown	vanish	flag_src	flag_nf	dead	inactive	civ	tame	wild
20260917-160100	natural	1	16801	2032801	162	PLATYPUS	FEMALE	1	135	73	19,24,0,-1,-1,6	feature	29926	0	1	0	0	0	-1	0	1
20260917-160100	natural	1	16801	2032801	163	PLATYPUS	FEMALE	13	165	73	19,24,0,-1,-1,6	feature	28399	0	1	0	0	0	-1	0	1
20260917-160100	natural	1	16801	2032801	164	BIRD_EAGLE	MALE	129	158	75	19,24,-1,-1,-1,103	surface	21835	0	1	1	0	0	-1	0	1
20260917-160100	natural	1	17956	2033956	162	PLATYPUS	FEMALE	9	127	74	19,24,0,-1,-1,6	feature	28771	0	1	0	0	0	-1	0	1
20260917-160100	natural	1	17956	2033956	163	PLATYPUS	FEMALE	23	138	74	19,24,0,-1,-1,6	feature	27244	0	1	0	0	0	-1	0	1
20260917-160100	natural	1	17956	2033956	164	BIRD_EAGLE	MALE	122	180	89	19,24,-1,-1,-1,103	surface	20680	0	1	1	0	0	-1	0	1
20260917-160100	natural	1	17956	2033956	165	BIRD_EAGLE	FEMALE	169	182	78	18,23,-1,-1,-1,103	surface	26496	0	1	1	0	0	-1	0	1
20260917-160100	natural	1	17956	2033956	166	CROCODILE_CAVE	MALE	169	128	58	18,25,-1,2,-1,9	cavern	28619	0	1	0	0	0	-1	0	1
20260917-160100	natural	1	17956	2033956	167	BIRD_SWALLOW_CAVE_GIANT	FEMALE	181	181	45	20,24,-1,14,-1,5	cavern	20580	0	1	0	0	0	-1	0	1
20260917-160100	natural	1	17956	2033956	168	CRUNDLE	FEMALE	168	29	29	18,25,-1,22,-1,12	cavern	26598	0	1	0	0	0	-1	0	1
20260917-160100	natural	1	17956	2033956	169	CRUNDLE	MALE	177	24	29	18,25,-1,22,-1,12	cavern	28609	0	1	0	0	0	-1	0	1
20260917-160100	natural	1	17956	2033956	170	CRUNDLE	MALE	178	24	29	18,25,-1,22,-1,12	cavern	27863	0	1	0	0	0	-1	0	1
20260917-160100	natural	1	17956	2033956	171	CRUNDLE	MALE	184	13	29	18,25,-1,22,-1,12	cavern	27918	0	1	0	0	0	-1	0	1
20260917-160100	natural	1	17956	2033956	172	CRUNDLE	FEMALE	182	3	31	18,25,-1,22,-1,12	cavern	20881	0	1	0	0	0	-1	0	1
20260917-160100	natural	1	17956	2033956	173	CRUNDLE	MALE	179	0	31	18,25,-1,22,-1,12	cavern	21684	0	1	0	0	0	-1	0	1
20260917-160100	natural	1	17956	2033956	174	CRUNDLE	MALE	178	0	31	18,25,-1,22,-1,12	cavern	23203	0	1	0	0	0	-1	0	1
20260917-160100	natural	1	17956	2033956	175	CRUNDLE	MALE	167	1	31	18,25,-1,22,-1,12	cavern	23918	0	1	0	0	0	-1	0	1
20260917-160100	natural	1	17956	2033956	176	CRUNDLE	FEMALE	168	0	31	18,25,-1,22,-1,12	cavern	26636	0	1	0	0	0	-1	0	1
20260917-160100	natural	1	17956	2033956	177	CRUNDLE	FEMALE	166	1	31	18,25,-1,22,-1,12	cavern	23467	0	1	0	0	0	-1	0	1
20260917-160100	natural	1	17956	2033956	178	CRUNDLE	MALE	168	0	31	18,25,-1,22,-1,12	cavern	21660	0	1	0	0	1	-1	0	1
20260917-160100	natural	1	17956	2033956	179	CRUNDLE	MALE	167	0	31	18,25,-1,22,-1,12	cavern	23341	0	1	0	0	1	-1	0	1
20260917-160100	natural	1	17956	2033956	180	CRUNDLE	FEMALE	172	0	31	18,25,-1,22,-1,12	cavern	28778	0	1	0	0	1	-1	0	1
20260917-160100	natural	1	17956	2033956	181	CRUNDLE	FEMALE	167	0	31	18,25,-1,22,-1,12	cavern	26462	0	1	0	0	1	-1	0	1
20260917-160100	natural	1	17956	2033956	182	CRUNDLE	FEMALE	170	0	31	18,25,-1,22,-1,12	cavern	28406	0	1	0	0	1	-1	0	1
20260917-160100	natural	1	17956	2033956	183	CRUNDLE	FEMALE	170	0	31	18,25,-1,22,-1,12	cavern	26028	0	1	0	0	1	-1	0	1
20260917-160100	natural	1	17956	2033956	184	CRUNDLE	FEMALE	172	0	31	18,25,-1,22,-1,12	cavern	25695	0	1	0	0	1	-1	0	1
20260917-160100	natural	1	17956	2033956	185	DEMON_2	DEFAULT	169	30	17	19,24,-1,40,-1,1	cavern	23622	0	1	0	0	0	-1	0	1
20260917-160100	natural	1	17956	2033956	186	DEMON_2	DEFAULT	180	23	8	19,24,-1,40,-1,1	cavern	24306	0	1	0	0	0	-1	0	1
20260917-160100	natural	1	17956	2033956	187	DEMON_2	DEFAULT	180	18	10	19,24,-1,40,-1,1	cavern	20720	0	1	0	0	0	-1	0	1
20260917-160100	natural	1	17956	2033956	188	DEMON_2	DEFAULT	181	10	11	19,24,-1,40,-1,1	cavern	20073	0	1	0	0	0	-1	0	1
20260917-160100	natural	1	17956	2033956	189	BIRD_SWALLOW_CAVE_GIANT	MALE	149	9	60	18,25,-1,2,-1,18	cavern	21296	0	1	0	0	0	-1	0	1
20260917-160100	natural	1	17956	2033956	190	MANERA	FEMALE	184	59	42	19,25,-1,14,-1,12	cavern	22507	0	1	0	0	0	-1	0	1
20260917-160100	natural	1	17956	2033956	191	IMP_FIRE	DEFAULT	185	62	25	19,25,-1,32,-1,1	cavern	20990	0	1	0	0	0	-1	0	1
20260917-160100	natural	1	17956	2033956	192	IMP_FIRE	DEFAULT	186	69	24	19,25,-1,32,-1,1	cavern	28767	0	1	0	0	0	-1	0	1
20260917-160100	natural	1	17956	2033956	193	IMP_FIRE	DEFAULT	188	67	24	19,25,-1,32,-1,1	cavern	22278	0	1	0	0	0	-1	0	1
