arm	rep	listed_rel	first_present_rel	species	ref6	layer	n	countdown_min	countdown_max	departed	died	present	departed_rel_min	departed_rel_max	valid
ceiling_12	1	3144	3144	BIRD_OWL_GREAT_HORNED	28,19,-1,-1,-1,61	surface	1	18422	18422	1	0	0	24682	24682	True
ceiling_12	1	3144	3144	OLM_GIANT	29,20,-1,8,-1,9	cavern	1	24531	24531	1	0	0	31047	31047	True
ceiling_12	1	3144	3144	DEMON_4	29,20,-1,43,-1,6	cavern	1	25746	25746	1	0	0	31047	31047	True
ceiling_12	1	3144	3144	BIRD_KESTREL	28,19,-1,-1,-1,60	surface	1	21996	21996	1	0	0	27880	27880	True
ceiling_12	1	3144	3144	BIRD_SWALLOW_CAVE_GIANT	29,20,-1,8,-1,18	cavern	1	24337	24337	1	0	0	27880	27880	True
ceiling_12	1	3144	3144	CROCODILE_CAVE	29,20,-1,13,-1,14	cavern	1	25297	25297	1	0	0	27880	27880	True
ceiling_12	1	3144	3144	DEMON_3	29,20,-1,43,-1,0	cavern	4	17251	23995	4	0	0	24682	31047	True
ceiling_12	1	3144	3144	JABBERER	29,20,-1,13,-1,21	cavern	1	24464	24464	1	0	0	24682	24682	True
ceiling_12	1	3144	3144	BIRD_RAVEN	29,20,-1,-1,-1,53	surface	10	20488	23189	10	0	0	24682	27880	True
ceiling_12	1	27826	27826	BIRD_RAVEN	29,20,-1,-1,-1,53	surface	4	20941	29038	4	0	0	31294	34483	True
ceiling_12	1	31024	31024	GORLAK	29,20,-1,13,-1,33	cavern	1	21010	21010	1	0	0	24842	24842	True
ceiling_12	1	31024	31024	ELK_BIRD	29,20,-1,8,-1,21	cavern	8	18645	25558	8	0	0	21772	28096	True
ceiling_12	1	31024	31024	CROCODILE_CAVE	29,20,-1,13,-1,14	cavern	1	24973	24973	1	0	0	28096	28096	True
ceiling_12	1	31024	31024	TROLL	29,20,-1,25,-1,27	cavern	1	25532	25532	1	0	0	28096	28096	True
ceiling_12	1	31024	31024	FLESH_BALL	29,20,-1,25,-1,14	cavern	2	20868	22265	0	0	2			True
ceiling_12	1	34191	34191	DEMON_9	30,20,-1,43,-1,2	cavern	3	23815	27051	3	0	0	24929	28118	True
ceiling_12	1	49640	49640	PORCUPINE	29,20,-1,-1,-1,90	surface	1	27522	27522	1	0	0	28360	28360	True
ceiling_12	1	49640	49640	GROUNDHOG	29,20,-1,-1,-1,80	surface	3	21624	28185	2	1	0	25285	28360	True
ceiling_12	1	55866	55866	PLUMP_HELMET_MAN	29,21,-1,13,-1,11	cavern	4	18061	27086	4	0	0	19059	31618	True
ceiling_12	1	59120	59120	GIANT_EARTHWORM	29,20,-1,8,-1,24	cavern	1	25599	25599	1	0	0	28364	28364	True
ceiling_12	1	59120	59120	TROLL	29,20,-1,8,-1,27	cavern	1	27170	27170	0	1	0			True
ceiling_12	1	62309	62309	DEMON_10	29,20,-1,43,-1,5	cavern	1	22894	22894	1	0	0	25175	25175	True
ceiling_12	1	62309	62309	GROUNDHOG	29,20,-1,-1,-1,80	surface	1	22505	22505	1	0	0	28321	28321	True
ceiling_12	1	62309	62309	DEMON_9	30,20,-1,43,-1,2	cavern	1	28222	28222	1	0	0	31583	31583	True
ceiling_12	1	81123	81123	GROUNDHOG	29,20,-1,-1,-1,80	surface	4	18091	21696	2	0	2	22220	22220	True
ceiling_12	1	81123	81123	GORLAK	29,20,-1,13,-1,33	cavern	1	24218	24218	0	0	1			True
ceiling_12	1	87484	87484	GREEN_DEVOURER	29,20,-1,13,-1,23	cavern	1	17978	17978	0	0	1			True
ceiling_12	1	87484	87484	DEMON_16	30,20,-1,43,-1,3	cavern	4	20450	26351	0	0	4			True
ceiling_12	1	87484	87484	ELK_BIRD	30,20,-1,8,-1,21	cavern	9	21140	27861	0	0	9			True
ceiling_12	1	90630	90630	BIRD_RAVEN	29,20,-1,-1,-1,53	surface	3	19711	23914	0	0	3			True
ceiling_12	2	3091	3091	BIRD_RAVEN	28,19,-1,-1,-1,53	surface	10	18213	26429	10	0	0	21806	31151	True
