run	arm	rep	tick	abs_tick	id	species	caste	x	y	z	ref6	layer	countdown	vanish	flag_src	flag_nf	dead	inactive	civ	tame	wild
20260917-173204	river_only	1	16801	2032801	162	PLATYPUS	FEMALE	1	135	73	19,24,0,-1,-1,6	feature	29926	0	1	0	0	0	-1	0	1
20260917-173204	river_only	1	16801	2032801	163	PLATYPUS	FEMALE	13	165	73	19,24,0,-1,-1,6	feature	28399	0	1	0	0	0	-1	0	1
20260917-173204	river_only	1	16801	2032801	164	BIRD_EAGLE	MALE	129	158	75	19,24,-1,-1,-1,103	surface	21835	0	1	1	0	0	-1	0	1
20260917-173204	river_only	1	18118	2034118	162	PLATYPUS	FEMALE	21	104	74	19,24,0,-1,-1,6	feature	28609	0	0	0	0	0	-1	0	1
20260917-173204	river_only	1	18118	2034118	163	PLATYPUS	FEMALE	8	154	73	19,24,0,-1,-1,6	feature	27082	0	0	0	0	0	-1	0	1
20260917-173204	river_only	1	18118	2034118	164	BIRD_EAGLE	MALE	156	105	83	19,24,-1,-1,-1,103	surface	20518	0	0	0	0	0	-1	0	1
20260917-173204	river_only	1	18118	2034118	165	DEMON_17	FEMALE	30	147	14	19,24,-1,40,-1,4	cavern	19051	0	1	0	0	0	-1	0	1
20260917-173204	river_only	1	18118	2034118	166	DEMON_17	FEMALE	27	145	13	19,24,-1,40,-1,4	cavern	19985	0	1	0	0	0	-1	0	1
20260917-173204	river_only	1	18118	2034118	167	DEMON_17	MALE	27	145	13	19,24,-1,40,-1,4	cavern	20323	0	1	0	0	0	-1	0	1
20260917-173204	river_only	1	18118	2034118	168	DEMON_17	FEMALE	20	137	15	19,24,-1,40,-1,4	cavern	26606	0	1	0	0	0	-1	0	1
20260917-173204	river_only	1	18118	2034118	169	DEMON_17	FEMALE	15	131	15	19,24,-1,40,-1,4	cavern	26769	0	1	0	0	0	-1	0	1
20260917-173204	river_only	1	19464	2035464	162	PLATYPUS	FEMALE	22	88	73	19,24,0,-1,-1,6	feature	27263	0	0	0	0	0	-1	0	1
20260917-173204	river_only	1	19464	2035464	163	PLATYPUS	FEMALE	20	127	74	19,24,0,-1,-1,6	feature	25736	0	0	0	0	0	-1	0	1
20260917-173204	river_only	1	19464	2035464	164	BIRD_EAGLE	MALE	179	38	86	19,24,-1,-1,-1,103	surface	19172	0	0	0	0	0	-1	0	1
20260917-173204	river_only	1	19464	2035464	165	DEMON_17	FEMALE	19	171	15	19,24,-1,40,-1,4	cavern	17705	0	1	0	0	0	-1	0	1
20260917-173204	river_only	1	19464	2035464	166	DEMON_17	FEMALE	25	172	10	19,24,-1,40,-1,4	cavern	18639	0	1	0	0	0	-1	0	1
20260917-173204	river_only	1	19464	2035464	167	DEMON_17	MALE	34	152	13	19,24,-1,40,-1,4	cavern	18977	0	1	0	0	0	-1	0	1
20260917-173204	river_only	1	19464	2035464	168	DEMON_17	FEMALE	34	152	13	19,24,-1,40,-1,4	cavern	25260	0	1	0	0	0	-1	0	1
20260917-173204	river_only	1	19464	2035464	169	DEMON_17	FEMALE	34	152	13	19,24,-1,40,-1,4	cavern	25423	0	1	0	0	0	-1	0	1
20260917-173204	river_only	1	20676	2036676	162	PLATYPUS	FEMALE	50	78	74	19,24,0,-1,-1,6	feature	26051	0	0	0	0	0	-1	0	1
20260917-173204	river_only	1	20676	2036676	163	PLATYPUS	FEMALE	10	101	74	19,24,0,-1,-1,6	feature	24524	0	0	0	0	0	-1	0	1
20260917-173204	river_only	1	20676	2036676	164	BIRD_EAGLE	MALE	179	110	86	19,24,-1,-1,-1,103	surface	17960	0	0	0	0	0	-1	0	1
20260917-173204	river_only	1	20676	2036676	165	DEMON_17	FEMALE	4	125	12	19,24,-1,40,-1,4	cavern	16493	0	0	0	0	0	-1	0	1
20260917-173204	river_only	1	20676	2036676	166	DEMON_17	FEMALE	7	137	12	19,24,-1,40,-1,4	cavern	17427	0	0	0	0	0	-1	0	1
20260917-173204	river_only	1	20676	2036676	167	DEMON_17	MALE	34	152	13	19,24,-1,40,-1,4	cavern	17765	0	0	0	0	0	-1	0	1
20260917-173204	river_only	1	20676	2036676	168	DEMON_17	FEMALE	34	152	13	19,24,-1,40,-1,4	cavern	24048	0	0	0	0	0	-1	0	1
20260917-173204	river_only	1	20676	2036676	169	DEMON_17	FEMALE	34	152	13	19,24,-1,40,-1,4	cavern	24211	0	0	0	0	0	-1	0	1
20260917-173204	river_only	1	20676	2036676	170	DEMON_13	DEFAULT	151	153	9	19,24,-1,40,-1,6	cavern	21435	0	1	0	0	0	-1	0	1
20260917-173204	river_only	1	20676	2036676	171	DEMON_13	DEFAULT	154	167	15	19,24,-1,40,-1,6	cavern	28781	0	1	0	0	0	-1	0	1
20260917-173204	river_only	1	20676	2036676	172	DEMON_18	DEFAULT	44	115	9	19,24,-1,40,-1,0	cavern	19283	0	1	0	0	0	-1	0	1
20260917-173204	river_only	1	20676	2036676	173	DEMON_18	DEFAULT	41	120	9	19,24,-1,40,-1,0	cavern	22299	0	1	0	0	0	-1	0	1
20260917-173204	river_only	1	20676	2036676	174	DEMON_18	DEFAULT	19	130	7	19,24,-1,40,-1,0	cavern	27179	0	1	0	0	0	-1	0	1
20260917-173204	river_only	1	20676	2036676	175	DEMON_18	DEFAULT	17	132	7	19,24,-1,40,-1,0	cavern	19804	0	1	0	0	0	-1	0	1
20260917-173204	river_only	1	20676	2036676	176	DEMON_18	DEFAULT	5	123	6	19,24,-1,40,-1,0	cavern	25057	0	1	0	0	0	-1	0	1
