arm	rep	listed_rel	first_present_rel	species	ref6	layer	n	countdown_min	countdown_max	departed	died	present	departed_rel_min	departed_rel_max	valid
control	1	3093	3093	GROUNDHOG	29,20,-1,-1,-1,80	surface	1	19009	19009	1	0	0	21443	21443	True
control	1	3093	3093	TROLL	30,20,-1,8,-1,27	cavern	1	21053	21053	1	0	0	24507	24507	True
control	1	3093	3093	TOAD_GIANT_CAVE	29,20,-1,13,-1,10	cavern	1	20455	20455	1	0	0	24507	24507	True
control	1	3093	3093	ELEMENTMAN_MUD	29,20,-1,25,-1,16	cavern	1	26715	26715	1	0	0	30563	30563	True
control	1	3093	3093	DEMON_9	29,20,-1,43,-1,2	deep	1	26317	26317	1	0	0	30563	30563	True
control	1	3093	3093	KANGAROO	29,20,-1,-1,-1,88	surface	2	24940	26789	2	0	0	27531	30563	True
control	1	3093	3093	ELK_BIRD	30,20,-1,8,-1,21	cavern	6	19063	25763	6	0	0	24507	27531	True
control	1	3093	3093	GORLAK	29,20,-1,13,-1,33	cavern	1	27061	27061	1	0	0	30563	30563	True
control	1	3093	3093	CRUNDLE	29,20,-1,25,-1,12	cavern	16	18017	28675	14	2	0	21443	36644	True
control	1	3093	3093	DEMON_16	29,20,-1,43,-1,3	deep	3	21087	24032	3	0	0	24507	24507	True
control	1	3093	3093	BIRD_RAVEN	29,20,-1,-1,-1,53	surface	2	21631	22769	2	0	0	24507	30563	True
control	1	24536	24536	BIRD_RAVEN	28,19,-1,-1,-1,53	surface	6	19856	27961	6	0	0	30483	39758	True
control	1	27600	27600	CRUNDLE	29,20,-1,13,-1,9	cavern	17	18859	28993	17	0	0	27419	33600	True
control	1	27600	27600	DEMON_4	29,20,-1,43,-1,6	deep	2	23162	28426	2	0	0	33600	33600	True
control	1	30624	30624	GORLAK	29,20,-1,8,-1,28	cavern	1	23451	23451	1	0	0	24395	24395	True
control	1	30624	30624	TROLL	29,20,-1,8,-1,27	cavern	1	28145	28145	1	0	0	33670	33670	True
control	1	39737	39737	CRUNDLE	29,20,-1,25,-1,12	cavern	20	18913	28895	20	0	0	21463	30627	True
control	1	55019	55019	ELK_BIRD	29,20,-1,8,-1,21	cavern	5	22284	27827	5	0	0	27775	30809	True
control	1	58170	58170	DINGO	29,20,-1,-1,-1,100	surface	9	19538	27456	9	0	0	27658	30736	True
control	1	61200	61200	DEMON_4	29,20,-1,43,-1,6	deep	5	18137	27213	5	0	0	18463	27706	True
control	1	61200	61200	CRUNDLE	29,20,-1,13,-1,9	cavern	15	18991	28672	15	0	0	21594	30795	True
