run	arm	rep	tick	abs_tick	id	species	caste	x	y	z	ref6	layer	countdown	vanish	flag_src	flag_nf	dead	inactive	civ	tame	wild	mother
20260918-010903	edge	1	16800	823200	126	ELK_BIRD	MALE	30	52	24	29,20,-1,25,-1,21	cavern	26907	0	1	0	0	0	-1	0	1	-1
20260918-010903	edge	1	16800	823200	127	ELK_BIRD	FEMALE	29	50	24	29,20,-1,25,-1,21	cavern	24656	0	1	0	0	0	-1	0	1	-1
20260918-010903	edge	1	16800	823200	128	ELK_BIRD	MALE	29	49	24	29,20,-1,25,-1,21	cavern	22797	0	1	0	0	0	-1	0	1	-1
20260918-010903	edge	1	16800	823200	129	ELK_BIRD	MALE	31	51	24	29,20,-1,25,-1,21	cavern	23452	0	1	0	0	0	-1	0	1	-1
20260918-010903	edge	1	16800	823200	130	ELK_BIRD	MALE	29	51	24	29,20,-1,25,-1,21	cavern	28306	0	1	0	0	0	-1	0	1	-1
20260918-010903	edge	1	16800	823200	131	ELK_BIRD	FEMALE	31	53	24	29,20,-1,25,-1,21	cavern	24331	0	1	0	0	0	-1	0	1	-1
20260918-010903	edge	1	16800	823200	132	ELK_BIRD	FEMALE	27	50	24	29,20,-1,25,-1,21	cavern	26152	0	1	0	0	0	-1	0	1	-1
20260918-010903	edge	1	16800	823200	133	ELK_BIRD	FEMALE	31	51	24	29,20,-1,25,-1,21	cavern	26535	0	1	0	0	0	-1	0	1	-1
20260918-010903	edge	1	16800	823200	134	MAGMA_CRAB	FEMALE	12	165	22	29,20,-1,34,-1,0	cavern	27544	0	1	0	0	0	-1	0	1	-1
20260918-010903	edge	1	16800	823200	135	MAGMA_CRAB	MALE	12	165	22	29,20,-1,34,-1,0	cavern	26285	0	1	0	0	0	-1	0	1	-1
20260918-010903	edge	1	16800	823200	136	MAGMA_CRAB	FEMALE	8	161	22	29,20,-1,34,-1,0	cavern	25307	0	1	0	0	0	-1	0	1	-1
20260918-010903	edge	1	16800	823200	137	MAGMA_CRAB	MALE	12	165	22	29,20,-1,34,-1,0	cavern	24994	0	1	0	0	0	-1	0	1	-1
20260918-010903	edge	1	16800	823200	138	MAGMA_CRAB	MALE	12	164	22	29,20,-1,34,-1,0	cavern	21557	0	1	0	0	0	-1	0	1	-1
20260918-010903	edge	1	18099	824499	126	ELK_BIRD	MALE	0	77	26	29,20,-1,25,-1,21	cavern	25607	0	1	0	0	0	-1	0	1	-1
20260918-010903	edge	1	18099	824499	127	ELK_BIRD	FEMALE	6	69	26	29,20,-1,25,-1,21	cavern	23357	0	1	0	0	0	-1	0	1	-1
20260918-010903	edge	1	18099	824499	128	ELK_BIRD	MALE	11	59	25	29,20,-1,25,-1,21	cavern	21498	0	1	0	0	0	-1	0	1	-1
20260918-010903	edge	1	18099	824499	129	ELK_BIRD	MALE	15	53	25	29,20,-1,25,-1,21	cavern	22153	0	1	0	0	0	-1	0	1	-1
20260918-010903	edge	1	18099	824499	130	ELK_BIRD	MALE	13	55	25	29,20,-1,25,-1,21	cavern	27007	0	1	0	0	0	-1	0	1	-1
20260918-010903	edge	1	18099	824499	131	ELK_BIRD	FEMALE	26	48	24	29,20,-1,25,-1,21	cavern	23032	0	1	0	0	0	-1	0	1	-1
20260918-010903	edge	1	18099	824499	132	ELK_BIRD	FEMALE	29	51	24	29,20,-1,25,-1,21	cavern	24853	0	1	0	0	0	-1	0	1	-1
20260918-010903	edge	1	18099	824499	133	ELK_BIRD	FEMALE	33	54	24	29,20,-1,25,-1,21	cavern	25236	0	1	0	0	0	-1	0	1	-1
20260918-010903	edge	1	18099	824499	134	MAGMA_CRAB	FEMALE	15	168	19	29,20,-1,34,-1,0	cavern	26245	0	1	0	0	0	-1	0	1	-1
20260918-010903	edge	1	18099	824499	135	MAGMA_CRAB	MALE	16	169	22	29,20,-1,34,-1,0	cavern	24986	0	1	0	0	0	-1	0	1	-1
20260918-010903	edge	1	18099	824499	136	MAGMA_CRAB	FEMALE	15	168	23	29,20,-1,34,-1,0	cavern	24008	0	1	0	0	0	-1	0	1	-1
20260918-010903	edge	1	18099	824499	137	MAGMA_CRAB	MALE	14	167	22	29,20,-1,34,-1,0	cavern	23695	0	1	0	0	0	-1	0	1	-1
20260918-010903	edge	1	18099	824499	138	MAGMA_CRAB	MALE	12	164	22	29,20,-1,34,-1,0	cavern	20258	0	1	0	0	0	-1	0	1	-1
20260918-010903	edge	1	18099	824499	139	PORCUPINE	MALE	26	59	104	29,20,-1,-1,-1,90	surface	21676	0	1	1	0	0	-1	0	1	-1
20260918-010903	edge	1	18099	824499	140	BLIND_CAVE_OGRE	MALE	175	41	29	29,20,-1,13,-1,29	cavern	21556	0	1	0	0	0	-1	0	1	-1
20260918-010903	edge	1	18099	824499	141	DEMON_13	DEFAULT	102	178	8	29,20,-1,43,-1,4	cavern	18796	0	1	0	0	0	-1	0	1	-1
20260918-010903	edge	1	18099	824499	142	DEMON_13	DEFAULT	69	177	8	29,20,-1,43,-1,4	cavern	25370	0	1	0	0	0	-1	0	1	-1
20260918-010903	edge	1	18099	824499	143	DEMON_13	DEFAULT	69	177	8	29,20,-1,43,-1,4	cavern	19191	0	1	0	0	0	-1	0	1	-1
20260918-010903	edge	1	18099	824499	144	DEMON_13	DEFAULT	69	177	8	29,20,-1,43,-1,4	cavern	20335	0	1	0	0	0	-1	0	1	-1
20260918-010903	edge	1	18099	824499	145	BIRD_OWL_GREAT_HORNED	FEMALE	187	0	115	28,19,-1,-1,-1,61	surface	18917	0	1	1	0	0	-1	0	1	-1
20260918-010903	edge	1	18099	824499	146	CROCODILE_CAVE	MALE	101	183	52	29,20,-1,8,-1,10	cavern	24121	0	1	0	0	0	-1	0	1	-1
20260918-010903	edge	1	18099	824499	147	GORLAK	MALE	4	169	31	29,21,-1,13,-1,33	cavern	23993	0	1	0	0	0	-1	0	1	-1
20260918-010903	edge	1	18099	824499	148	TROGLODYTE	FEMALE	0	173	52	29,20,-1,8,-1,19	cavern	20628	0	1	0	0	0	-1	0	1	-1
20260918-010903	edge	1	18099	824499	149	TROGLODYTE	FEMALE	5	168	52	29,20,-1,8,-1,19	cavern	21518	0	1	0	0	0	-1	0	1	-1
20260918-010903	edge	1	18099	824499	150	TROGLODYTE	MALE	5	184	54	29,20,-1,8,-1,19	cavern	29168	0	1	0	0	0	-1	0	1	-1
20260918-010903	edge	1	18099	824499	151	TROGLODYTE	MALE	24	189	58	29,20,-1,8,-1,19	cavern	29099	0	1	0	0	0	-1	0	1	-1
20260918-010903	edge	1	18099	824499	152	TROGLODYTE	FEMALE	26	191	58	29,20,-1,8,-1,19	cavern	24442	0	1	0	0	0	-1	0	1	-1
