run	arm	rep	tick	abs_tick	id	species	caste	x	y	z	ref6	layer	countdown	vanish	flag_src	flag_nf	dead	inactive	civ	tame	wild	mother
20260917-183513	river_edge_registered	1	16801	2032801	168	FISH_STINGRAY	FEMALE	31	103	93	16,23,0,-1,-1,6	feature	25310	0	1	0	0	0	-1	0	1	-1
20260917-183513	river_edge_registered	1	16801	2032801	169	RIVER OTTER	MALE	11	143	93	16,23,0,-1,-1,3	feature	26595	0	1	0	0	0	-1	0	1	-1
20260917-183513	river_edge_registered	1	16801	2032801	170	RIVER OTTER	MALE	11	146	93	16,23,0,-1,-1,3	feature	21284	0	1	0	0	0	-1	0	1	-1
20260917-183513	river_edge_registered	1	16801	2032801	171	RIVER OTTER	MALE	11	144	93	16,23,0,-1,-1,3	feature	26866	0	1	0	0	0	-1	0	1	-1
20260917-183513	river_edge_registered	1	16801	2032801	172	HIPPO	MALE	84	110	93	16,23,0,-1,-1,2	feature	24717	0	1	0	0	0	-1	0	1	-1
20260917-183513	river_edge_registered	1	16801	2032801	173	HIPPO	MALE	86	110	93	16,23,0,-1,-1,2	feature	21710	0	1	0	0	0	-1	0	1	-1
20260917-183513	river_edge_registered	1	16801	2032801	174	HIPPO	MALE	88	111	93	16,23,0,-1,-1,2	feature	26623	0	1	0	0	0	-1	0	1	-1
20260917-183513	river_edge_registered	1	16801	2032801	175	HIPPO	FEMALE	85	110	93	16,23,0,-1,-1,2	feature	21636	0	1	0	0	0	-1	0	1	-1
20260917-183513	river_edge_registered	1	16801	2032801	176	HIPPO	MALE	84	110	93	16,23,0,-1,-1,2	feature	29744	0	1	0	0	0	-1	0	1	-1
20260917-183513	river_edge_registered	1	16801	2032801	177	HIPPO	FEMALE	87	109	93	16,23,0,-1,-1,2	feature	24862	0	1	0	0	0	-1	0	1	-1
20260917-183513	river_edge_registered	1	16801	2032801	178	FISH_CARP	FEMALE	136	93	93	16,23,0,-1,-1,5	feature	23257	0	1	0	0	0	-1	0	1	-1
20260917-183513	river_edge_registered	1	16801	2032801	179	FISH_CARP	FEMALE	137	93	93	16,23,0,-1,-1,5	feature	25602	0	1	0	0	0	-1	0	1	-1
20260917-183513	river_edge_registered	1	16801	2032801	180	FISH_CARP	FEMALE	134	92	93	16,23,0,-1,-1,5	feature	25820	0	1	0	0	0	-1	0	1	-1
20260917-183513	river_edge_registered	1	16801	2032801	181	FISH_CARP	MALE	134	93	93	16,23,0,-1,-1,5	feature	21126	0	1	0	0	0	-1	0	1	-1
20260917-183513	river_edge_registered	1	16801	2032801	182	FISH_CARP	FEMALE	137	94	93	16,23,0,-1,-1,5	feature	26033	0	1	0	0	0	-1	0	1	-1
20260917-183513	river_edge_registered	1	16801	2032801	183	FISH_CARP	MALE	133	91	93	16,23,0,-1,-1,5	feature	21680	0	1	0	0	0	-1	0	1	-1
20260917-183513	river_edge_registered	1	16801	2032801	184	FISH_CARP	MALE	133	91	93	16,23,0,-1,-1,5	feature	26048	0	1	0	0	0	-1	0	1	-1
20260917-183513	river_edge_registered	1	16801	2032801	185	FISH_CARP	MALE	137	91	93	16,23,0,-1,-1,5	feature	24325	0	1	0	0	0	-1	0	1	-1
20260917-183513	river_edge_registered	1	16801	2032801	186	FISH_CARP	MALE	136	92	93	16,23,0,-1,-1,5	feature	21883	0	1	0	0	0	-1	0	1	-1
20260917-183513	river_edge_registered	1	16801	2032801	187	FISH_STINGRAY	FEMALE	109	106	93	16,23,0,-1,-1,6	feature	21665	0	1	0	0	0	-1	0	1	-1
20260917-183513	river_edge_registered	1	16801	2032801	188	ALLIGATOR	MALE	150	87	93	16,23,0,-1,-1,0	feature	21684	0	1	0	0	0	-1	0	1	-1
20260917-183513	river_edge_registered	1	16801	2032801	189	ALLIGATOR	MALE	149	88	93	16,23,0,-1,-1,0	feature	27390	0	1	0	0	0	-1	0	1	-1
20260917-183513	river_edge_registered	1	18001	2034001	168	FISH_STINGRAY	FEMALE	31	104	93	16,23,0,-1,-1,6	feature	24110	0	0	0	0	0	-1	0	1	-1
20260917-183513	river_edge_registered	1	18001	2034001	169	RIVER OTTER	MALE	36	127	94	16,23,0,-1,-1,3	feature	25395	0	0	0	0	0	-1	0	1	-1
20260917-183513	river_edge_registered	1	18001	2034001	170	RIVER OTTER	MALE	28	137	94	16,23,0,-1,-1,3	feature	20084	0	0	0	0	0	-1	0	1	-1
20260917-183513	river_edge_registered	1	18001	2034001	171	RIVER OTTER	MALE	14	138	93	16,23,0,-1,-1,3	feature	25665	0	0	0	0	0	-1	0	1	-1
20260917-183513	river_edge_registered	1	18001	2034001	172	HIPPO	MALE	94	96	94	16,23,0,-1,-1,2	feature	23517	0	0	0	0	0	-1	0	1	-1
20260917-183513	river_edge_registered	1	18001	2034001	173	HIPPO	MALE	85	99	94	16,23,0,-1,-1,2	feature	20510	0	0	0	0	0	-1	0	1	-1
20260917-183513	river_edge_registered	1	18001	2034001	174	HIPPO	MALE	84	105	94	16,23,0,-1,-1,2	feature	25423	0	0	0	0	0	-1	0	1	-1
20260917-183513	river_edge_registered	1	18001	2034001	175	HIPPO	FEMALE	86	110	93	16,23,0,-1,-1,2	feature	20436	0	0	0	0	0	-1	0	1	-1
20260917-183513	river_edge_registered	1	18001	2034001	176	HIPPO	MALE	88	111	93	16,23,0,-1,-1,2	feature	28544	0	0	0	0	0	-1	0	1	-1
20260917-183513	river_edge_registered	1	18001	2034001	177	HIPPO	FEMALE	87	109	93	16,23,0,-1,-1,2	feature	23662	0	0	0	0	0	-1	0	1	-1
20260917-183513	river_edge_registered	1	18001	2034001	178	FISH_CARP	FEMALE	117	100	93	16,23,0,-1,-1,5	feature	22057	0	0	0	0	0	-1	0	1	-1
20260917-183513	river_edge_registered	1	18001	2034001	179	FISH_CARP	FEMALE	123	94	93	16,23,0,-1,-1,5	feature	24402	0	0	0	0	0	-1	0	1	-1
20260917-183513	river_edge_registered	1	18001	2034001	180	FISH_CARP	FEMALE	126	94	93	16,23,0,-1,-1,5	feature	24620	0	0	0	0	0	-1	0	1	-1
20260917-183513	river_edge_registered	1	18001	2034001	181	FISH_CARP	MALE	128	94	93	16,23,0,-1,-1,5	feature	19926	0	0	0	0	0	-1	0	1	-1
20260917-183513	river_edge_registered	1	18001	2034001	182	FISH_CARP	FEMALE	133	94	93	16,23,0,-1,-1,5	feature	24833	0	0	0	0	0	-1	0	1	-1
20260917-183513	river_edge_registered	1	18001	2034001	183	FISH_CARP	MALE	137	94	93	16,23,0,-1,-1,5	feature	20480	0	0	0	0	0	-1	0	1	-1
20260917-183513	river_edge_registered	1	18001	2034001	184	FISH_CARP	MALE	137	94	93	16,23,0,-1,-1,5	feature	24848	0	0	0	0	0	-1	0	1	-1
20260917-183513	river_edge_registered	1	18001	2034001	185	FISH_CARP	MALE	136	94	93	16,23,0,-1,-1,5	feature	23125	0	0	0	0	0	-1	0	1	-1
20260917-183513	river_edge_registered	1	18001	2034001	186	FISH_CARP	MALE	136	92	93	16,23,0,-1,-1,5	feature	20683	0	0	0	0	0	-1	0	1	-1
20260917-183513	river_edge_registered	1	18001	2034001	187	FISH_STINGRAY	FEMALE	111	107	93	16,23,0,-1,-1,6	feature	20465	0	0	0	0	0	-1	0	1	-1
20260917-183513	river_edge_registered	1	18001	2034001	188	ALLIGATOR	MALE	163	86	94	16,23,0,-1,-1,0	feature	20484	0	0	0	0	0	-1	0	1	-1
20260917-183513	river_edge_registered	1	18001	2034001	189	ALLIGATOR	MALE	158	82	93	16,23,0,-1,-1,0	feature	26190	0	0	0	0	0	-1	0	1	-1
20260917-183513	river_edge_registered	1	19184	2035184	168	FISH_STINGRAY	FEMALE	58	103	93	16,23,0,-1,-1,6	feature	22927	0	0	0	0	0	-1	0	1	-1
20260917-183513	river_edge_registered	1	19184	2035184	169	RIVER OTTER	MALE	8	92	94	16,23,0,-1,-1,3	feature	24212	0	0	0	0	0	-1	0	1	-1
20260917-183513	river_edge_registered	1	19184	2035184	170	RIVER OTTER	MALE	4	97	94	16,23,0,-1,-1,3	feature	18901	0	0	0	0	0	-1	0	1	-1
20260917-183513	river_edge_registered	1	19184	2035184	171	RIVER OTTER	MALE	14	106	93	16,23,0,-1,-1,3	feature	24482	0	0	0	0	0	-1	0	1	-1
20260917-183513	river_edge_registered	1	19184	2035184	172	HIPPO	MALE	109	111	94	16,23,0,-1,-1,2	feature	22334	0	0	0	0	0	-1	0	1	-1
20260917-183513	river_edge_registered	1	19184	2035184	173	HIPPO	MALE	105	108	93	16,23,0,-1,-1,2	feature	19327	0	0	0	0	0	-1	0	1	-1
20260917-183513	river_edge_registered	1	19184	2035184	174	HIPPO	MALE	103	104	94	16,23,0,-1,-1,2	feature	24240	0	0	0	0	0	-1	0	1	-1
20260917-183513	river_edge_registered	1	19184	2035184	175	HIPPO	FEMALE	100	100	94	16,23,0,-1,-1,2	feature	19253	0	0	0	0	0	-1	0	1	-1
20260917-183513	river_edge_registered	1	19184	2035184	176	HIPPO	MALE	86	100	94	16,23,0,-1,-1,2	feature	27361	0	0	0	0	0	-1	0	1	-1
20260917-183513	river_edge_registered	1	19184	2035184	177	HIPPO	FEMALE	87	109	93	16,23,0,-1,-1,2	feature	22479	0	0	0	0	0	-1	0	1	-1
20260917-183513	river_edge_registered	1	19184	2035184	178	FISH_CARP	FEMALE	99	110	93	16,23,0,-1,-1,5	feature	20874	0	0	0	0	0	-1	0	1	-1
20260917-183513	river_edge_registered	1	19184	2035184	179	FISH_CARP	FEMALE	106	111	93	16,23,0,-1,-1,5	feature	23219	0	0	0	0	0	-1	0	1	-1
20260917-183513	river_edge_registered	1	19184	2035184	180	FISH_CARP	FEMALE	114	103	93	16,23,0,-1,-1,5	feature	23437	0	0	0	0	0	-1	0	1	-1
20260917-183513	river_edge_registered	1	19184	2035184	181	FISH_CARP	MALE	113	104	93	16,23,0,-1,-1,5	feature	18743	0	0	0	0	0	-1	0	1	-1
20260917-183513	river_edge_registered	1	19184	2035184	182	FISH_CARP	FEMALE	117	100	93	16,23,0,-1,-1,5	feature	23650	0	0	0	0	0	-1	0	1	-1
20260917-183513	river_edge_registered	1	19184	2035184	183	FISH_CARP	MALE	125	94	93	16,23,0,-1,-1,5	feature	19297	0	0	0	0	0	-1	0	1	-1
20260917-183513	river_edge_registered	1	19184	2035184	184	FISH_CARP	MALE	129	94	93	16,23,0,-1,-1,5	feature	23665	0	0	0	0	0	-1	0	1	-1
20260917-183513	river_edge_registered	1	19184	2035184	185	FISH_CARP	MALE	129	93	93	16,23,0,-1,-1,5	feature	21942	0	0	0	0	0	-1	0	1	-1
20260917-183513	river_edge_registered	1	19184	2035184	186	FISH_CARP	MALE	132	93	93	16,23,0,-1,-1,5	feature	19500	0	0	0	0	0	-1	0	1	-1
20260917-183513	river_edge_registered	1	19184	2035184	187	FISH_STINGRAY	FEMALE	90	109	93	16,23,0,-1,-1,6	feature	19282	0	0	0	0	0	-1	0	1	-1
20260917-183513	river_edge_registered	1	19184	2035184	188	ALLIGATOR	MALE	148	102	94	16,23,0,-1,-1,0	feature	19301	0	0	0	0	0	-1	0	1	-1
