arm	rep	listed_rel	first_present_rel	species	ref6	layer	n	countdown_min	countdown_max	departed	died	present	departed_rel_min	departed_rel_max	valid
water	1	5079	5079	BIRD_ALBATROSS	3,28,-1,-1,-1,67	surface	8	16261	24472	8	0	0	25535	45868	False
water	1	5079	5079	TROLL	4,28,-1,2,-1,26	cavern	2	19004	23286	0	2	0			False
water	1	5079	5079	REACHER	4,28,-1,10,-1,13	cavern	1	21342	21342	1	0	0	25535	25535	False
water	1	5079	5079	CREEPING_EYE	4,28,-1,22,-1,26	cavern	19	16775	27600	19	0	0	20493	40788	False
water	1	5079	5079	DEMON_1	4,28,-1,38,-1,1	cavern	4	17330	24612	4	0	0	25535	30666	False
water	1	5079	5079	TROGLODYTE	3,28,-1,10,-1,2	cavern	10	16202	24977	10	0	0	25535	30666	False
water	1	5079	5079	IMP_FIRE	3,28,-1,29,-1,1	cavern	3	18440	22062	3	0	0	25535	81697	False
water	1	5079	5079	MAGMA_CRAB	3,28,-1,29,-1,0	cavern	3	21646	23205	3	0	0	81697	138058	False
water	1	15289	15289	CROCODILE_CAVE	4,28,-1,2,-1,9	cavern	1	23933	23933	0	1	0			False
water	1	20345	20345	GORLAK	4,28,-1,2,-1,27	cavern	1	19114	19114	1	0	0	20482	20482	False
water	1	25572	25572	TOAD_GIANT_CAVE	4,28,-1,2,-1,11	cavern	1	27590	27590	1	0	0	30406	30406	False
water	1	35745	35745	DEMON_13	4,28,-1,38,-1,3	cavern	2	16041	24541	2	0	0	20233	25289	False
water	1	35745	35745	TROGLODYTE	3,28,-1,10,-1,2	cavern	7	17240	29345	3	4	0	25289	45928	False
water	1	40827	40827	CROCODILE_CAVE	4,28,-1,2,-1,9	cavern	1	22147	22147	0	1	0			False
water	1	40827	40827	HUNGRY_HEAD	4,28,-1,22,-1,20	cavern	5	21816	27811	5	0	0	25284	30558	False
water	1	45867	45867	BIRD_ALBATROSS	3,28,-1,-1,-1,67	surface	4	24749	27008	4	0	0	25518	35806	False
water	1	50947	50947	CROCODILE_CAVE	4,28,-1,2,-1,9	cavern	1	22678	22678	0	1	0			False
water	1	55978	55978	DEMON_19	4,28,-1,38,-1,4	cavern	1	22396	22396	1	0	0	25695	25695	False
water	1	55978	55978	TOAD_GIANT_CAVE	4,28,-1,2,-1,11	cavern	1	17701	17701	1	0	0	20515	20515	False
water	1	55978	55978	OLM_GIANT	4,28,-1,2,-1,10	cavern	1	23967	23967	0	1	0			False
water	1	61034	61034	DEMON_19	4,28,-1,38,-1,4	cavern	4	19924	24976	4	0	0	20639	25742	False
water	1	66111	66111	GREEN_DEVOURER	4,28,-1,10,-1,1	cavern	1	26986	26986	1	0	0	30864	30864	False
water	1	71385	71385	RUTHERER	4,28,-1,22,-1,16	cavern	3	21112	21637	3	0	0	25590	40999	False
water	1	76493	76493	TOAD_GIANT_CAVE	4,28,-1,2,-1,11	cavern	1	25611	25611	1	0	0	30780	30780	False
water	1	81673	81673	BIRD_ALBATROSS	3,27,-1,-1,-1,67	surface	6	18580	26189	6	0	0	20485	30711	False
water	1	81673	81673	GORLAK	4,28,-1,2,-1,27	cavern	1	20978	20978	1	0	0	35832	35832	False
water	1	81673	81673	SPIDER_CAVE_GIANT	3,28,-1,10,-1,10	cavern	1	24235	24235	1	0	0	25600	25600	False
water	1	86776	86776	DEMON_15	4,28,-1,38,-1,0	cavern	5	17558	27052	5	0	0	20497	30729	False
water	1	96975	96975	JABBERER	3,28,-1,10,-1,6	cavern	1	23194	23194	1	0	0	30777	30777	False
water	1	102158	102158	MAGMA_CRAB	3,28,-1,29,-1,0	cavern	5	18858	26242	5	0	0	35838	71411	False
water	1	107273	107273	BIRD_SWALLOW_CAVE_GIANT	4,28,-1,2,-1,18	cavern	1	19666	19666	1	0	0	20479	20479	False
water	1	107273	107273	HONEY	4,29,-1,-1,-1,52	surface	1	27643	27643	1	0	0	30723	30723	False
water	1	107273	107273	TROLL	4,28,-1,10,-1,11	cavern	1	26930	26930	0	1	0			False
water	1	112384	112384	ELK_BIRD	4,28,-1,22,-1,18	cavern	5	18997	25163	5	0	0	25612	25612	False
water	1	112384	112384	BIRD_ALBATROSS	3,28,-1,-1,-1,67	surface	6	19822	28598	6	0	0	25612	30753	False
water	1	117505	117505	DEMON_14	4,28,-1,38,-1,5	cavern	5	15220	24927	5	0	0	20491	25632	False
water	1	117505	117505	CROCODILE_CAVE	4,28,-1,2,-1,9	cavern	1	18304	18304	0	1	0			False
water	1	122632	122632	REACHER	3,28,-1,10,-1,13	cavern	1	28267	28267	1	0	0	35764	35764	False
water	1	127752	127752	TROLL	4,28,-1,10,-1,11	cavern	1	27655	27655	1	0	0	35670	35670	False
water	1	127752	127752	TOAD_GIANT_CAVE	4,28,-1,2,-1,11	cavern	1	22486	22486	1	0	0	25568	25568	False
water	1	137996	137996	TROLL	4,28,-1,2,-1,26	cavern	1	24562	24562	0	1	0			False
water	1	137996	137996	HUNGRY_HEAD	4,28,-1,22,-1,20	cavern	5	21798	29354	4	0	1	25426	30525	False
water	1	143137	143137	WATER_BUFFALO	4,29,-1,-1,-1,56	surface	3	22803	28079	3	0	0	25384	30432	False
water	1	143137	143137	DEMON_2	4,28,-1,38,-1,6	cavern	2	21195	26877	2	0	0	25384	30432	False
water	1	153320	153320	CROCODILE_CAVE	4,28,-1,2,-1,9	cavern	1	26961	26961	0	1	0			False
water	1	158396	158396	TROGLODYTE	4,28,-1,10,-1,2	cavern	8	17393	25445	8	0	0	20243	30500	False
water	1	158396	158396	OLM_GIANT	4,28,-1,2,-1,10	cavern	1	19581	19581	1	0	0	20243	20243	False
water	1	168521	168521	MAGMA_CRAB	4,27,-1,29,-1,0	cavern	3	16478	19054	3	0	0	20375	61218	False
