run	arm	rep	tick	abs_tick	id	species	caste	x	y	z	ref6	layer	countdown	vanish	flag_src	flag_nf	dead	inactive	civ	tame	wild	mother
20260918-210056	cavern_irritated	1	16800	823200	126	ELK_BIRD	MALE	30	52	24	29,20,-1,25,-1,21	cavern	26907	0	1	0	0	0	-1	0	1	-1
20260918-210056	cavern_irritated	1	16800	823200	127	ELK_BIRD	FEMALE	29	50	24	29,20,-1,25,-1,21	cavern	24656	0	1	0	0	0	-1	0	1	-1
20260918-210056	cavern_irritated	1	16800	823200	128	ELK_BIRD	MALE	29	49	24	29,20,-1,25,-1,21	cavern	22797	0	1	0	0	0	-1	0	1	-1
20260918-210056	cavern_irritated	1	16800	823200	129	ELK_BIRD	MALE	31	51	24	29,20,-1,25,-1,21	cavern	23452	0	1	0	0	0	-1	0	1	-1
20260918-210056	cavern_irritated	1	16800	823200	130	ELK_BIRD	MALE	29	51	24	29,20,-1,25,-1,21	cavern	28306	0	1	0	0	0	-1	0	1	-1
20260918-210056	cavern_irritated	1	16800	823200	131	ELK_BIRD	FEMALE	31	53	24	29,20,-1,25,-1,21	cavern	24331	0	1	0	0	0	-1	0	1	-1
20260918-210056	cavern_irritated	1	16800	823200	132	ELK_BIRD	FEMALE	27	50	24	29,20,-1,25,-1,21	cavern	26152	0	1	0	0	0	-1	0	1	-1
20260918-210056	cavern_irritated	1	16800	823200	133	ELK_BIRD	FEMALE	31	51	24	29,20,-1,25,-1,21	cavern	26535	0	1	0	0	0	-1	0	1	-1
20260918-210056	cavern_irritated	1	16800	823200	134	MAGMA_CRAB	FEMALE	12	165	22	29,20,-1,34,-1,0	deep	27544	0	1	0	0	0	-1	0	1	-1
20260918-210056	cavern_irritated	1	16800	823200	135	MAGMA_CRAB	MALE	12	165	22	29,20,-1,34,-1,0	deep	26285	0	1	0	0	0	-1	0	1	-1
20260918-210056	cavern_irritated	1	16800	823200	136	MAGMA_CRAB	FEMALE	8	161	22	29,20,-1,34,-1,0	deep	25307	0	1	0	0	0	-1	0	1	-1
20260918-210056	cavern_irritated	1	16800	823200	137	MAGMA_CRAB	MALE	12	165	22	29,20,-1,34,-1,0	deep	24994	0	1	0	0	0	-1	0	1	-1
20260918-210056	cavern_irritated	1	16800	823200	138	MAGMA_CRAB	MALE	12	164	22	29,20,-1,34,-1,0	deep	21557	0	1	0	0	0	-1	0	1	-1
20260918-210056	cavern_irritated	1	19901	826301	126	ELK_BIRD	MALE	29	150	26	29,20,-1,25,-1,21	cavern	23806	0	1	0	0	0	-1	0	1	-1
20260918-210056	cavern_irritated	1	19901	826301	127	ELK_BIRD	FEMALE	35	148	26	29,20,-1,25,-1,21	cavern	21555	0	1	0	0	0	-1	0	1	-1
20260918-210056	cavern_irritated	1	19901	826301	128	ELK_BIRD	MALE	42	132	27	29,20,-1,25,-1,21	cavern	19696	0	1	0	0	0	-1	0	1	-1
20260918-210056	cavern_irritated	1	19901	826301	129	ELK_BIRD	MALE	43	130	27	29,20,-1,25,-1,21	cavern	20351	0	1	0	0	0	-1	0	1	-1
20260918-210056	cavern_irritated	1	19901	826301	130	ELK_BIRD	MALE	44	131	27	29,20,-1,25,-1,21	cavern	25205	0	1	0	0	0	-1	0	1	-1
20260918-210056	cavern_irritated	1	19901	826301	131	ELK_BIRD	FEMALE	41	109	26	29,20,-1,25,-1,21	cavern	21230	0	1	0	0	0	-1	0	1	-1
20260918-210056	cavern_irritated	1	19901	826301	132	ELK_BIRD	FEMALE	20	95	25	29,20,-1,25,-1,21	cavern	23051	0	1	0	0	0	-1	0	1	-1
20260918-210056	cavern_irritated	1	19901	826301	133	ELK_BIRD	FEMALE	8	80	26	29,20,-1,25,-1,21	cavern	23434	0	1	0	0	0	-1	0	1	-1
20260918-210056	cavern_irritated	1	19901	826301	134	MAGMA_CRAB	FEMALE	24	173	20	29,20,-1,34,-1,0	deep	24443	0	1	0	0	0	-1	0	1	-1
20260918-210056	cavern_irritated	1	19901	826301	135	MAGMA_CRAB	MALE	27	168	20	29,20,-1,34,-1,0	deep	23184	0	1	0	0	0	-1	0	1	-1
20260918-210056	cavern_irritated	1	19901	826301	136	MAGMA_CRAB	FEMALE	21	161	21	29,20,-1,34,-1,0	deep	22206	0	1	0	0	0	-1	0	1	-1
20260918-210056	cavern_irritated	1	19901	826301	137	MAGMA_CRAB	MALE	19	158	22	29,20,-1,34,-1,0	deep	21893	0	1	0	0	0	-1	0	1	-1
20260918-210056	cavern_irritated	1	19901	826301	138	MAGMA_CRAB	MALE	20	158	21	29,20,-1,34,-1,0	deep	18456	0	1	0	0	0	-1	0	1	-1
20260918-210056	cavern_irritated	1	19901	826301	139	BIRD_RAVEN	MALE	103	131	115	29,20,-1,-1,-1,53	surface	20456	0	0	0	0	0	-1	0	1	-1
20260918-210056	cavern_irritated	1	19901	826301	140	BIRD_RAVEN	MALE	107	135	111	29,20,-1,-1,-1,53	surface	24870	0	0	0	0	0	-1	0	1	-1
20260918-210056	cavern_irritated	1	19901	826301	141	BIRD_RAVEN	FEMALE	112	140	107	29,20,-1,-1,-1,53	surface	20889	0	0	0	0	0	-1	0	1	-1
20260918-210056	cavern_irritated	1	19901	826301	142	BIRD_RAVEN	MALE	107	134	112	29,20,-1,-1,-1,53	surface	25448	0	0	0	0	0	-1	0	1	-1
20260918-210056	cavern_irritated	1	19901	826301	143	BIRD_RAVEN	FEMALE	107	138	110	29,20,-1,-1,-1,53	surface	24326	0	0	0	0	0	-1	0	1	-1
20260918-210056	cavern_irritated	1	19901	826301	144	BIRD_RAVEN	FEMALE	106	134	113	29,20,-1,-1,-1,53	surface	22341	0	0	0	0	0	-1	0	1	-1
20260918-210056	cavern_irritated	1	19901	826301	145	BIRD_RAVEN	MALE	108	134	111	29,20,-1,-1,-1,53	surface	21294	0	0	0	0	0	-1	0	1	-1
20260918-210056	cavern_irritated	1	19901	826301	146	BIRD_RAVEN	FEMALE	105	134	112	29,20,-1,-1,-1,53	surface	18757	0	0	0	0	0	-1	0	1	-1
20260918-210056	cavern_irritated	1	19901	826301	147	BIRD_RAVEN	FEMALE	108	135	110	29,20,-1,-1,-1,53	surface	22238	0	0	0	0	0	-1	0	1	-1
20260918-210056	cavern_irritated	1	19901	826301	148	BIRD_RAVEN	MALE	106	136	111	29,20,-1,-1,-1,53	surface	20199	0	0	0	0	0	-1	0	1	-1
20260918-210056	cavern_irritated	1	19901	826301	149	GORLAK	MALE	181	37	44	30,20,-1,8,-1,28	cavern	26279	0	1	0	0	0	-1	0	1	-1
