run	arm	rep	tick	abs_tick	id	species	caste	x	y	z	ref6	layer	countdown	vanish	flag_src	flag_nf	dead	inactive	civ	tame	wild	mother
20260922-014731	invaded	1	16800	823200	126	ELK_BIRD	MALE	30	52	24	29,20,-1,25,-1,21	cavern	26907	0	1	0	0	0	-1	0	1	-1
20260922-014731	invaded	1	16800	823200	127	ELK_BIRD	FEMALE	29	50	24	29,20,-1,25,-1,21	cavern	24656	0	1	0	0	0	-1	0	1	-1
20260922-014731	invaded	1	16800	823200	128	ELK_BIRD	MALE	29	49	24	29,20,-1,25,-1,21	cavern	22797	0	1	0	0	0	-1	0	1	-1
20260922-014731	invaded	1	16800	823200	129	ELK_BIRD	MALE	31	51	24	29,20,-1,25,-1,21	cavern	23452	0	1	0	0	0	-1	0	1	-1
20260922-014731	invaded	1	16800	823200	130	ELK_BIRD	MALE	29	51	24	29,20,-1,25,-1,21	cavern	28306	0	1	0	0	0	-1	0	1	-1
20260922-014731	invaded	1	16800	823200	131	ELK_BIRD	FEMALE	31	53	24	29,20,-1,25,-1,21	cavern	24331	0	1	0	0	0	-1	0	1	-1
20260922-014731	invaded	1	16800	823200	132	ELK_BIRD	FEMALE	27	50	24	29,20,-1,25,-1,21	cavern	26152	0	1	0	0	0	-1	0	1	-1
20260922-014731	invaded	1	16800	823200	133	ELK_BIRD	FEMALE	31	51	24	29,20,-1,25,-1,21	cavern	26535	0	1	0	0	0	-1	0	1	-1
20260922-014731	invaded	1	16800	823200	134	MAGMA_CRAB	FEMALE	12	165	22	29,20,-1,34,-1,0	deep	27544	0	1	0	0	0	-1	0	1	-1
20260922-014731	invaded	1	16800	823200	135	MAGMA_CRAB	MALE	12	165	22	29,20,-1,34,-1,0	deep	26285	0	1	0	0	0	-1	0	1	-1
20260922-014731	invaded	1	16800	823200	136	MAGMA_CRAB	FEMALE	8	161	22	29,20,-1,34,-1,0	deep	25307	0	1	0	0	0	-1	0	1	-1
20260922-014731	invaded	1	16800	823200	137	MAGMA_CRAB	MALE	12	165	22	29,20,-1,34,-1,0	deep	24994	0	1	0	0	0	-1	0	1	-1
20260922-014731	invaded	1	16800	823200	138	MAGMA_CRAB	MALE	12	164	22	29,20,-1,34,-1,0	deep	21557	0	1	0	0	0	-1	0	1	-1
20260922-014731	invaded	1	16802	823202	126	ELK_BIRD	MALE	30	52	24	29,20,-1,25,-1,21	cavern	26864	0	0	0	0	0	-1	0	1	-1
20260922-014731	invaded	1	16802	823202	127	ELK_BIRD	FEMALE	29	50	24	29,20,-1,25,-1,21	cavern	24613	0	0	0	0	0	-1	0	1	-1
20260922-014731	invaded	1	16802	823202	128	ELK_BIRD	MALE	29	49	24	29,20,-1,25,-1,21	cavern	22754	0	0	0	0	0	-1	0	1	-1
20260922-014731	invaded	1	16802	823202	129	ELK_BIRD	MALE	31	51	24	29,20,-1,25,-1,21	cavern	23409	0	0	0	0	0	-1	0	1	-1
20260922-014731	invaded	1	16802	823202	130	ELK_BIRD	MALE	29	51	24	29,20,-1,25,-1,21	cavern	28263	0	0	0	0	0	-1	0	1	-1
20260922-014731	invaded	1	16802	823202	131	ELK_BIRD	FEMALE	31	53	24	29,20,-1,25,-1,21	cavern	24288	0	0	0	0	0	-1	0	1	-1
20260922-014731	invaded	1	16802	823202	132	ELK_BIRD	FEMALE	27	50	24	29,20,-1,25,-1,21	cavern	26109	0	0	0	0	0	-1	0	1	-1
20260922-014731	invaded	1	16802	823202	133	ELK_BIRD	FEMALE	31	51	24	29,20,-1,25,-1,21	cavern	26492	0	0	0	0	0	-1	0	1	-1
20260922-014731	invaded	1	16802	823202	134	MAGMA_CRAB	FEMALE	12	165	22	29,20,-1,34,-1,0	deep	27501	0	1	0	0	0	-1	0	1	-1
20260922-014731	invaded	1	16802	823202	135	MAGMA_CRAB	MALE	12	165	22	29,20,-1,34,-1,0	deep	26242	0	1	0	0	0	-1	0	1	-1
20260922-014731	invaded	1	16802	823202	136	MAGMA_CRAB	FEMALE	8	161	22	29,20,-1,34,-1,0	deep	25264	0	1	0	0	0	-1	0	1	-1
20260922-014731	invaded	1	16802	823202	137	MAGMA_CRAB	MALE	12	165	22	29,20,-1,34,-1,0	deep	24951	0	1	0	0	0	-1	0	1	-1
20260922-014731	invaded	1	16802	823202	138	MAGMA_CRAB	MALE	12	164	22	29,20,-1,34,-1,0	deep	21514	0	1	0	0	0	-1	0	1	-1
20260922-014731	invaded	1	16802	823202	139	PORCUPINE	FEMALE	0	188	104	29,20,-1,-1,-1,90	surface	20804	0	1	1	0	1	-1	0	1	-1
20260922-014731	invaded	1	16802	823202	140	TOAD_GIANT_CAVE	FEMALE	191	111	39	29,20,-1,8,-1,12	cavern	26526	0	1	0	0	1	-1	0	1	-1
20260922-014731	invaded	1	16802	823202	141	TROGLODYTE	MALE	191	111	31	29,20,-1,13,-1,19	cavern	24440	0	1	0	0	1	-1	0	1	-1
20260922-014731	invaded	1	16802	823202	142	TROGLODYTE	MALE	191	109	31	29,20,-1,13,-1,19	cavern	21377	0	1	0	0	1	-1	0	1	-1
20260922-014731	invaded	1	16802	823202	143	TROGLODYTE	FEMALE	191	110	31	29,20,-1,13,-1,19	cavern	22993	0	1	0	0	1	-1	0	1	-1
20260922-014731	invaded	1	16802	823202	144	TROGLODYTE	FEMALE	191	108	31	29,20,-1,13,-1,19	cavern	26524	0	1	0	0	1	-1	0	1	-1
20260922-014731	invaded	1	16802	823202	145	TROGLODYTE	FEMALE	191	108	31	29,20,-1,13,-1,19	cavern	29611	0	1	0	0	1	-1	0	1	-1
