arm	rep	listed_rel	first_present_rel	species	ref6	layer	n	countdown_min	countdown_max	departed	died	present	departed_rel_min	departed_rel_max	valid
sham	1	2129	2129	BIRD_OWL_GREAT_HORNED	28,19,-1,-1,-1,61	surface	1	27673	27673	1	0	0	29544	29544	True
sham	1	2129	2129	TROLL	29,20,-1,8,-1,27	cavern	1	17962	17962	1	0	0	18791	18791	True
sham	1	2129	2129	TROLL	29,20,-1,13,-1,32	cavern	1	20537	20537	1	0	0	23071	23071	True
sham	1	2129	2129	DEMON_16	29,20,-1,43,-1,3	deep	1	22075	22075	1	0	0	23071	23071	True
sham	1	2129	2129	BIRD_KAKAPO	29,20,-1,-1,-1,55	surface	1	26741	26741	1	0	0	35939	35939	True
sham	1	2129	2129	OLM_GIANT	29,20,-1,8,-1,9	cavern	1	26043	26043	1	0	0	29544	29544	True
sham	1	2129	2129	GREEN_DEVOURER	29,20,-1,13,-1,23	cavern	1	27529	27529	1	0	0	29544	29544	True
sham	1	2129	2129	DEMON_4	30,20,-1,43,-1,6	deep	3	24351	26662	3	0	0	27396	27396	True
sham	1	20920	20920	OLM_GIANT	29,20,-1,8,-1,9	cavern	1	20356	20356	0	1	0			True
sham	1	25200	25200	BLIND_CAVE_OGRE	29,20,-1,13,-1,29	cavern	1	27169	27169	1	0	0	33930	33930	True
sham	1	29525	29525	DEMON_19	28,20,-1,44,-1,0	deep	5	20190	25585	5	0	0	21187	27480	True
sham	1	29525	29525	ELK_BIRD	29,20,-1,25,-1,21	cavern	9	21061	28580	9	0	0	23269	29605	True
sham	1	31673	31673	GROUNDHOG	29,20,-1,-1,-1,80	surface	2	19258	27851	2	0	0	29594	31722	True
sham	1	31673	31673	TROGLODYTE	29,20,-1,8,-1,19	cavern	10	19652	27718	10	0	0	27457	48545	True
sham	1	31673	31673	ELK_BIRD	29,20,-1,13,-1,25	cavern	10	20095	28550	10	0	0	25332	48545	True
sham	1	52794	52794	DEMON_2	28,20,-1,44,-1,1	deep	1	25520	25520	1	0	0	27424	27424	True
sham	1	57005	57005	DEMON_18	29,20,-1,43,-1,1	deep	1	25653	25653	1	0	0	27459	27459	True
sham	1	59130	59130	RUTHERER	29,20,-1,25,-1,19	cavern	7	20497	28609	7	0	0	23151	31585	True
sham	1	61267	61267	BIRD_EMU	29,20,-1,-1,-1,56	surface	6	18514	23751	6	0	0	18951	27367	True
sham	1	76050	76050	TOAD_GIANT_CAVE	29,20,-1,8,-1,12	cavern	1	22985	22985	0	1	0			True
