run	arm	rep	tick	abs_tick	id	species	caste	x	y	z	ref6	layer	countdown	vanish	flag_src	flag_nf	dead	inactive	civ	tame	wild	mother
20260921-213219	dawn	1	114651	921051	137	MAGMA_CRAB	MALE	175	44	21	29,20,-1,34,-1,0	deep	0	0	1	0	0	0	-1	0	1	-1
20260921-213219	dawn	1	114651	921051	138	MAGMA_CRAB	MALE	182	38	19	29,20,-1,34,-1,0	deep	0	0	1	0	0	0	-1	0	1	-1
20260921-213219	dawn	1	114651	921051	182	CAVE_BLOB	DEFAULT	4	189	24	28,20,-1,25,-1,15	cavern	0	0	1	0	0	0	-1	0	1	-1
20260921-213219	dawn	1	114651	921051	183	CAVE_BLOB	DEFAULT	4	190	24	28,20,-1,25,-1,15	cavern	0	0	1	0	0	0	-1	0	1	-1
20260921-213219	dawn	1	114651	921051	222	BIRD_RAVEN	MALE	57	137	112	29,20,-1,-1,-1,53	surface	1507	0	0	0	0	0	-1	0	1	-1
20260921-213219	dawn	1	114651	921051	223	BIRD_RAVEN	FEMALE	31	11	119	29,20,-1,-1,-1,53	surface	2863	0	0	0	0	0	-1	0	1	-1
20260921-213219	dawn	1	114651	921051	224	BIRD_RAVEN	MALE	66	0	116	29,20,-1,-1,-1,53	surface	6762	0	0	0	0	0	-1	0	1	-1
20260921-213219	dawn	1	114651	921051	225	BIRD_RAVEN	MALE	29	13	119	29,20,-1,-1,-1,53	surface	0	0	0	0	0	0	-1	0	1	-1
20260921-213219	dawn	1	114651	921051	226	BIRD_RAVEN	FEMALE	31	11	119	29,20,-1,-1,-1,53	surface	1817	0	0	0	0	0	-1	0	1	-1
20260921-213219	dawn	1	114651	921051	227	ELK_BIRD	FEMALE	29	182	58	29,20,-1,8,-1,21	cavern	11248	0	1	0	0	0	-1	0	1	-1
20260921-213219	dawn	1	114651	921051	228	ELK_BIRD	MALE	25	177	58	29,20,-1,8,-1,21	cavern	8277	0	1	0	0	0	-1	0	1	-1
20260921-213219	dawn	1	114651	921051	229	ELK_BIRD	FEMALE	21	177	58	29,20,-1,8,-1,21	cavern	5811	0	1	0	0	0	-1	0	1	-1
20260921-213219	dawn	1	114651	921051	230	ELK_BIRD	MALE	21	184	58	29,20,-1,8,-1,21	cavern	5245	0	1	0	0	0	-1	0	1	-1
20260921-213219	dawn	1	114651	921051	231	ELK_BIRD	FEMALE	21	174	58	29,20,-1,8,-1,21	cavern	7693	0	1	0	0	0	-1	0	1	-1
20260921-213219	dawn	1	114651	921051	232	ELK_BIRD	MALE	22	187	58	29,20,-1,8,-1,21	cavern	5734	0	1	0	0	0	-1	0	1	-1
20260921-213219	dawn	1	114651	921051	233	TROGLODYTE	MALE	133	83	29	29,20,-1,13,-1,19	cavern	14868	0	1	0	0	0	-1	0	1	-1
20260921-213219	dawn	1	114651	921051	234	TROGLODYTE	MALE	131	88	29	29,20,-1,13,-1,19	cavern	14941	0	1	0	0	0	-1	0	1	-1
20260921-213219	dawn	1	114651	921051	235	TROGLODYTE	FEMALE	131	84	29	29,20,-1,13,-1,19	cavern	11339	0	1	0	0	0	-1	0	1	-1
20260921-213219	dawn	1	114651	921051	236	TROGLODYTE	MALE	126	87	29	29,20,-1,13,-1,19	cavern	13245	0	1	0	0	0	-1	0	1	-1
20260921-213219	dawn	1	114651	921051	237	TROGLODYTE	MALE	9	20	31	29,20,-1,13,-1,19	cavern	8361	0	1	0	0	0	-1	0	1	-1
20260921-213219	dawn	1	114651	921051	238	TROGLODYTE	FEMALE	135	6	31	29,20,-1,13,-1,19	cavern	9044	0	1	0	0	0	-1	0	1	-1
20260921-213219	dawn	1	114651	921051	239	TROGLODYTE	MALE	127	94	29	29,20,-1,13,-1,19	cavern	5646	0	1	0	0	0	-1	0	1	-1
20260921-213219	dawn	1	114651	921051	240	TROGLODYTE	MALE	131	93	29	29,20,-1,13,-1,19	cavern	6775	0	1	0	0	0	-1	0	1	-1
20260921-213219	dawn	1	114651	921051	241	BIRD_RAVEN	MALE	157	149	114	29,20,-1,-1,-1,53	surface	13805	0	0	0	0	0	-1	0	1	-1
20260921-213219	dawn	1	114651	921051	242	BIRD_RAVEN	MALE	87	191	116	29,20,-1,-1,-1,53	surface	8076	0	0	0	0	0	-1	0	1	-1
20260921-213219	dawn	1	114651	921051	243	BIRD_RAVEN	MALE	182	3	104	29,20,-1,-1,-1,53	surface	9267	0	0	0	0	0	-1	0	1	-1
20260921-213219	dawn	1	114651	921051	244	BIRD_RAVEN	MALE	137	106	119	29,20,-1,-1,-1,53	surface	6411	0	0	0	0	0	-1	0	1	-1
20260921-213219	dawn	1	114651	921051	245	BIRD_RAVEN	MALE	179	2	104	29,20,-1,-1,-1,53	surface	11995	0	0	0	0	0	-1	0	1	-1
20260921-213219	dawn	1	114651	921051	246	BIRD_RAVEN	MALE	161	25	104	29,20,-1,-1,-1,53	surface	13137	0	0	0	0	0	-1	0	1	-1
20260921-213219	dawn	1	114651	921051	247	BIRD_RAVEN	MALE	104	6	119	29,20,-1,-1,-1,53	surface	6755	0	0	0	0	0	-1	0	1	-1
20260921-213219	dawn	1	114651	921051	248	BIRD_RAVEN	MALE	179	9	104	29,20,-1,-1,-1,53	surface	7594	0	0	0	0	0	-1	0	1	-1
20260921-213219	dawn	1	114651	921051	249	BADGER	FEMALE	105	12	104	29,20,-1,-1,-1,82	surface	21181	0	1	1	0	0	-1	0	1	-1
20260921-213219	dawn	1	114651	921051	250	BADGER	FEMALE	116	8	104	29,20,-1,-1,-1,82	surface	22790	0	1	1	0	0	-1	0	1	-1
20260921-213219	dawn	1	114651	921051	251	BADGER	FEMALE	114	14	104	29,20,-1,-1,-1,82	surface	25283	0	1	1	0	0	-1	0	1	-1
20260921-213219	dawn	1	114651	921051	252	BADGER	MALE	112	3	104	29,20,-1,-1,-1,82	surface	19759	0	1	1	0	0	-1	0	1	-1
20260921-213219	dawn	1	114651	921051	253	BADGER	MALE	119	5	104	29,20,-1,-1,-1,82	surface	23417	0	1	1	0	0	-1	0	1	-1
20260921-213219	dawn	1	114651	921051	254	BADGER	MALE	158	40	104	29,20,-1,-1,-1,82	surface	16997	0	1	1	0	0	-1	0	1	-1
20260921-213219	dawn	1	114651	921051	255	BADGER	FEMALE	131	12	104	29,20,-1,-1,-1,82	surface	23502	0	1	1	0	0	-1	0	1	-1
20260921-213219	dawn	1	114651	921051	256	BADGER	MALE	32	118	104	29,20,-1,-1,-1,82	surface	25272	0	1	1	0	0	-1	0	1	-1
20260921-213219	dawn	1	114651	921051	257	BADGER	MALE	78	155	104	29,20,-1,-1,-1,82	surface	25673	0	1	1	0	0	-1	0	1	-1
20260921-213219	dawn	1	114651	921051	258	BADGER	MALE	38	125	104	29,20,-1,-1,-1,82	surface	18669	0	1	1	0	0	-1	0	1	-1
20260921-213219	dawn	1	114651	921051	259	DEMON_10	MALE	164	24	5	29,20,-1,43,-1,5	deep	21253	0	1	0	0	0	-1	0	1	-1
20260921-213219	dawn	1	114651	921051	260	DEMON_10	FEMALE	188	22	4	29,20,-1,43,-1,5	deep	21186	0	1	0	0	0	-1	0	1	-1
20260921-213219	dawn	1	114651	921051	261	DEMON_10	FEMALE	189	20	4	29,20,-1,43,-1,5	deep	25155	0	1	0	0	0	-1	0	1	-1
20260921-213219	dawn	1	114651	921051	262	DEMON_10	MALE	191	21	4	29,20,-1,43,-1,5	deep	24934	0	1	0	0	0	-1	0	1	-1
20260921-213219	dawn	1	114651	921051	263	DEMON_10	MALE	191	21	4	29,20,-1,43,-1,5	deep	28410	0	1	0	0	1	-1	0	1	-1
20260921-213219	dawn	1	115737	922137	137	MAGMA_CRAB	MALE	180	56	21	29,20,-1,34,-1,0	deep	0	0	1	0	0	0	-1	0	1	-1
20260921-213219	dawn	1	115737	922137	138	MAGMA_CRAB	MALE	178	56	19	29,20,-1,34,-1,0	deep	0	0	1	0	0	0	-1	0	1	-1
20260921-213219	dawn	1	115737	922137	182	CAVE_BLOB	DEFAULT	4	189	24	28,20,-1,25,-1,15	cavern	0	0	1	0	0	0	-1	0	1	-1
20260921-213219	dawn	1	115737	922137	183	CAVE_BLOB	DEFAULT	4	190	24	28,20,-1,25,-1,15	cavern	0	0	1	0	0	0	-1	0	1	-1
20260921-213219	dawn	1	115737	922137	222	BIRD_RAVEN	MALE	57	179	114	29,20,-1,-1,-1,53	surface	421	0	0	0	0	0	-1	0	1	-1
20260921-213219	dawn	1	115737	922137	223	BIRD_RAVEN	FEMALE	31	11	119	29,20,-1,-1,-1,53	surface	1777	0	0	0	0	0	-1	0	1	-1
20260921-213219	dawn	1	115737	922137	224	BIRD_RAVEN	MALE	66	0	116	29,20,-1,-1,-1,53	surface	5676	0	0	0	0	0	-1	0	1	-1
20260921-213219	dawn	1	115737	922137	225	BIRD_RAVEN	MALE	29	13	119	29,20,-1,-1,-1,53	surface	0	0	0	0	0	0	-1	0	1	-1
20260921-213219	dawn	1	115737	922137	226	BIRD_RAVEN	FEMALE	31	11	119	29,20,-1,-1,-1,53	surface	731	0	0	0	0	0	-1	0	1	-1
20260921-213219	dawn	1	115737	922137	227	ELK_BIRD	FEMALE	50	156	55	29,20,-1,8,-1,21	cavern	10162	0	1	0	0	0	-1	0	1	-1
20260921-213219	dawn	1	115737	922137	228	ELK_BIRD	MALE	48	158	55	29,20,-1,8,-1,21	cavern	7191	0	1	0	0	0	-1	0	1	-1
20260921-213219	dawn	1	115737	922137	229	ELK_BIRD	FEMALE	41	159	55	29,20,-1,8,-1,21	cavern	4725	0	1	0	0	0	-1	0	1	-1
20260921-213219	dawn	1	115737	922137	230	ELK_BIRD	MALE	45	171	55	29,20,-1,8,-1,21	cavern	4159	0	1	0	0	0	-1	0	1	-1
20260921-213219	dawn	1	115737	922137	231	ELK_BIRD	FEMALE	52	160	55	29,20,-1,8,-1,21	cavern	6607	0	1	0	0	0	-1	0	1	-1
20260921-213219	dawn	1	115737	922137	232	ELK_BIRD	MALE	54	167	55	29,20,-1,8,-1,21	cavern	4648	0	1	0	0	0	-1	0	1	-1
20260921-213219	dawn	1	115737	922137	233	TROGLODYTE	MALE	155	70	29	29,20,-1,13,-1,19	cavern	13782	0	1	0	0	0	-1	0	1	-1
