arm	rep	listed_rel	first_present_rel	species	ref6	layer	n	countdown_min	countdown_max	departed	died	present	departed_rel_min	departed_rel_max	valid
burst	1	1071	1071	BIRD_RAVEN	28,19,-1,-1,-1,53	surface	4	21093	23340	4	0	0	24425	30098	True
burst	1	1071	1071	OLM_GIANT	29,20,-1,8,-1,9	cavern	1	28668	28668	1	0	0	30098	30098	True
burst	1	1071	1071	OLM_GIANT	29,21,-1,13,-1,13	cavern	1	28476	28476	1	0	0	33589	33589	True
burst	1	1071	1071	DEMON_18	29,20,-1,43,-1,1	deep	5	19514	25248	5	0	0	23322	30098	True
burst	1	1071	1071	BIRD_SWALLOW_CAVE_GIANT	29,20,-1,8,-1,18	cavern	1	22862	22862	1	0	0	23322	23322	True
burst	1	1071	1071	VORACIOUS_CAVE_CRAWLER	29,20,-1,13,-1,20	cavern	1	21229	21229	1	0	0	24425	24425	True
burst	1	1071	1071	GORLAK	29,20,-1,25,-1,32	cavern	1	21943	21943	1	0	0	29000	29000	True
burst	1	1071	1071	VORACIOUS_CAVE_CRAWLER	29,20,-1,25,-1,17	cavern	1	28123	28123	1	0	0	29000	29000	True
burst	1	1071	1071	BIRD_KESTREL	29,20,-1,-1,-1,60	surface	2	21410	25841	2	0	0	22211	27869	True
burst	1	3476	3476	BIRD_RAVEN	29,20,-1,-1,-1,53	surface	2	27357	28140	2	0	0	27693	34457	True
burst	1	25496	25496	TROGLODYTE	29,20,-1,8,-1,19	cavern	10	19479	27638	10	0	0	25833	32682	True
burst	1	26640	26640	PLUMP_HELMET_MAN	29,20,-1,13,-1,11	cavern	5	20431	28488	5	0	0	21293	32697	True
burst	1	28940	28940	BIRD_EMU	29,20,-1,-1,-1,56	surface	10	19842	29648	10	0	0	21298	31442	True
burst	1	30071	30071	TROLL	29,20,-1,25,-1,27	cavern	1	23853	23853	0	1	0			True
burst	1	30071	30071	VORACIOUS_CAVE_CRAWLER	29,20,-1,25,-1,17	cavern	1	29174	29174	1	0	0	30311	30311	True
burst	1	31169	31169	DEMON_3	29,20,-1,43,-1,0	deep	3	20868	27359	3	0	0	29213	33735	True
burst	1	32352	32352	GORLAK	29,20,-1,25,-1,32	cavern	1	23967	23967	1	0	0	24750	24750	True
burst	1	34660	34660	BIRD_EMU	29,20,-1,-1,-1,56	surface	6	20130	29270	6	0	0	31340	34665	True
burst	1	57102	57102	CRUNDLE	29,20,-1,25,-1,12	cavern	15	19237	28867	15	0	0	21356	44250	True
burst	1	57102	57102	TOAD_GIANT_CAVE	29,20,-1,13,-1,10	cavern	1	21241	21241	1	0	0	23576	23576	True
burst	1	58178	58178	GORLAK	29,20,-1,8,-1,28	cavern	1	24667	24667	1	0	0	29602	29602	True
burst	1	58178	58178	TROGLODYTE	29,20,-1,8,-1,19	cavern	6	20448	27561	5	1	0	24888	29602	True
burst	1	59337	59337	BLIND_CAVE_OGRE	29,20,-1,13,-1,29	cavern	1	19751	19751	1	0	0	21341	21341	True
burst	1	61500	61500	DEMON_19	28,20,-1,44,-1,0	deep	2	22501	24728	2	0	0	25155	28564	True
burst	1	67167	67167	KANGAROO	29,20,-1,-1,-1,88	surface	3	24379	28104	3	0	0	29584	31920	True
burst	1	77323	77323	KANGAROO	29,20,-1,-1,-1,88	surface	2	22163	23607	1	0	1	24029	24029	True
burst	1	77323	77323	BIRD_KESTREL	29,20,-1,-1,-1,60	surface	1	27623	27623	0	0	1			True
burst	1	79587	79587	GROUNDHOG	29,20,-1,-1,-1,80	surface	4	20172	23516	0	0	4			True
burst	1	80678	80678	TOAD_GIANT_CAVE	29,20,-1,13,-1,10	cavern	1	27943	27943	0	0	1			True
burst	1	80678	80678	TROGLODYTE	29,20,-1,13,-1,19	cavern	9	21013	28581	0	1	8			True
burst	1	86655	86655	DEMON_9	29,20,-1,43,-1,2	deep	5	21089	28740	0	0	5			True
burst	1	87780	87780	OLM_GIANT	29,20,-1,8,-1,9	cavern	1	24038	24038	0	0	1			True
burst	1	88965	88965	TROLL	29,20,-1,8,-1,27	cavern	1	21930	21930	0	0	1			True
burst	1	99087	99087	VORACIOUS_CAVE_CRAWLER	29,20,-1,25,-1,17	cavern	1	21907	21907	0	0	1			True
burst	1	101352	101352	CAVE_BLOB	28,20,-1,25,-1,15	cavern	1	23065	23065	0	0	1			True
burst	2	1135	1135	BIRD_OWL_GREAT_HORNED	29,20,-1,-1,-1,61	surface	1	20024	20024	1	0	0	21908	21908	True
burst	2	1135	1135	CROCODILE_CAVE	29,20,-1,8,-1,10	cavern	1	25198	25198	1	0	0	32535	32535	True
burst	2	1135	1135	SPIDER_CAVE_GIANT	29,20,-1,13,-1,28	cavern	1	19473	19473	1	0	0	19642	19642	True
burst	2	1135	1135	SPIDER_CAVE_GIANT	29,20,-1,25,-1,24	cavern	1	21284	21284	1	0	0	21908	21908	True
burst	2	1135	1135	DEMON_13	29,20,-1,43,-1,4	deep	4	19860	24754	4	0	0	25584	26788	True
burst	2	1135	1135	BIRD_KESTREL	29,20,-1,-1,-1,60	surface	1	25547	25547	1	0	0	28079	28079	True
burst	2	1135	1135	TOAD_GIANT_CAVE	29,20,-1,8,-1,12	cavern	1	22133	22133	1	0	0	28079	28079	True
burst	2	1135	1135	GORLAK	29,20,-1,13,-1,33	cavern	1	26841	26841	1	0	0	28079	28079	True
burst	2	1135	1135	RUTHERER	29,20,-1,25,-1,19	cavern	5	19424	24038	5	0	0	26788	28079	True
burst	2	1135	1135	SKUNK	29,20,-1,-1,-1,92	surface	1	20394	20394	1	0	0	21908	21908	True
burst	2	3412	3412	BADGER	29,20,-1,-1,-1,82	surface	4	20088	25230	4	0	0	28024	30258	True
burst	2	20777	20777	TROLL	29,20,-1,13,-1,32	cavern	1	26962	26962	1	0	0	28307	28307	True
burst	2	27923	27923	DEMON_3	29,20,-1,43,-1,0	deep	2	21957	22409	2	0	0	23295	24454	True
burst	2	29214	29214	TOAD_GIANT_CAVE	29,20,-1,8,-1,12	cavern	1	26067	26067	1	0	0	41521	41521	True
burst	2	29214	29214	BLIND_CAVE_OGRE	29,20,-1,13,-1,29	cavern	3	22130	26195	3	0	0	27749	34786	True
burst	2	29214	29214	RUTHERER	29,20,-1,25,-1,19	cavern	5	25091	28526	5	0	0	31276	35884	True
burst	2	31436	31436	BIRD_RAVEN	28,19,-1,-1,-1,53	surface	10	20278	27638	10	0	0	24349	38228	True
burst	2	33670	33670	ELK_BIRD	29,20,-1,8,-1,21	cavern	7	20333	26030	7	0	0	22115	27975	True
burst	2	51218	51218	DEMON_3	29,20,-1,43,-1,0	deep	2	21415	22711	2	0	0	22846	23967	True
burst	2	54615	54615	BIRD_RAVEN	29,20,-1,-1,-1,53	surface	3	21149	24619	3	0	0	23895	28276	True
burst	2	58170	58170	JABBERER	29,21,-1,13,-1,21	cavern	1	28321	28321	1	0	0	29423	29423	True
burst	2	61645	61645	CROCODILE_CAVE	29,20,-1,8,-1,10	cavern	1	21394	21394	1	0	0	28355	28355	True
burst	2	64000	64000	CROCODILE_CAVE	29,20,-1,13,-1,14	cavern	1	24858	24858	1	0	0	26000	26000	True
burst	2	65098	65098	BLIND_CAVE_OGRE	29,20,-1,25,-1,26	cavern	1	27446	27446	1	0	0	30709	30709	True
burst	2	65098	65098	CRUNDLE	29,20,-1,25,-1,12	cavern	20	19981	27665	16	2	2	23702	36363	True
burst	2	70735	70735	OLM_GIANT	29,20,-1,8,-1,9	cavern	1	23580	23580	1	0	0	26226	26226	True
burst	2	74064	74064	DEMON_13	29,20,-1,43,-1,4	deep	2	25030	25836	2	0	0	26230	26230	True
burst	2	79599	79599	KANGAROO	29,20,-1,-1,-1,88	surface	2	25799	27943	0	0	2			True
burst	2	87593	87593	PLUMP_HELMET_MAN	29,20,-1,13,-1,11	cavern	4	19897	27896	0	0	4			True
burst	2	91116	91116	TROLL	29,20,-1,8,-1,27	cavern	1	26827	26827	0	0	1			True
burst	2	96961	96961	ELK_BIRD	29,20,-1,8,-1,21	cavern	6	21648	28206	0	0	6			True
burst	2	99194	99194	BIRD_RAVEN	28,19,-1,-1,-1,53	surface	10	20637	29259	0	0	10			True
burst	2	100294	100294	DEMON_13	30,20,-1,43,-1,4	deep	4	25652	28626	0	0	4			True
dawn	1	1109	1109	BIRD_KESTREL	28,19,-1,-1,-1,60	surface	2	26917	27399	2	0	0	27341	30785	True
dawn	1	1109	1109	TOAD_GIANT_CAVE	29,21,-1,8,-1,12	cavern	1	22962	22962	1	0	0	24042	24042	True
dawn	1	1109	1109	BLIND_CAVE_OGRE	29,20,-1,13,-1,29	cavern	2	19859	25209	2	0	0	21783	26196	True
dawn	1	1109	1109	VORACIOUS_CAVE_CRAWLER	29,20,-1,25,-1,17	cavern	1	28705	28705	1	0	0	29609	29609	True
dawn	1	1109	1109	DEMON_3	28,20,-1,44,-1,5	deep	2	23597	26566	2	0	0	27341	28524	True
dawn	1	1109	1109	WOMBAT	29,20,-1,-1,-1,96	surface	1	21555	21555	1	0	0	22891	22891	True
dawn	1	1109	1109	OLM_GIANT	29,20,-1,8,-1,9	cavern	1	21686	21686	0	1	0			True
dawn	1	1109	1109	TROLL	29,20,-1,25,-1,27	cavern	1	22920	22920	1	0	0	24042	24042	True
dawn	1	7790	7790	BADGER	29,20,-1,-1,-1,82	surface	11	21919	28997	11	0	0	24104	29705	True
dawn	1	22892	22892	ELK_BIRD	29,20,-1,13,-1,25	cavern	5	22499	29112	5	0	0	26787	30113	True
dawn	1	25151	25151	CRUNDLE	29,20,-1,25,-1,12	cavern	18	19241	29223	16	2	0	26706	57349	True
dawn	1	25151	25151	CROCODILE_CAVE	29,20,-1,8,-1,10	cavern	1	25446	25446	1	0	0	31196	31196	True
dawn	1	28450	28450	TOAD_GIANT_CAVE	29,20,-1,8,-1,12	cavern	1	22057	22057	0	1	0			True
dawn	1	28450	29633	DEMON_16	29,20,-1,43,-1,3	deep	4	21931	26289	3	0	1	29082	62037	True
dawn	1	31894	31894	BIRD_SWALLOW_CAVE_GIANT	29,20,-1,8,-1,18	cavern	1	25325	25325	1	0	0	29064	29064	True
dawn	1	31894	31894	BIRD_EMU	29,20,-1,-1,-1,56	surface	10	20878	28086	10	0	0	26851	33718	True
dawn	1	44131	44131	BIRD_RAVEN	29,20,-1,-1,-1,53	surface	7	19981	25913	7	0	0	22598	28240	True
dawn	1	50718	50718	ELK_BIRD	29,20,-1,13,-1,25	cavern	9	19897	28685	9	0	0	22782	29522	True
dawn	1	56347	56347	TOAD_GIANT_CAVE	29,20,-1,8,-1,12	cavern	1	27595	27595	1	0	0	30746	30746	True
dawn	1	60958	60958	ELK_BIRD	29,20,-1,8,-1,21	cavern	10	20428	28173	10	0	0	21542	30589	True
dawn	1	69000	69000	WOMBAT	29,20,-1,-1,-1,96	surface	1	23053	23053	1	0	0	25874	25874	True
dawn	1	69000	69000	BIRD_OWL_GREAT_HORNED	29,20,-1,-1,-1,61	surface	1	27733	27733	1	0	0	29154	29154	True
dawn	1	73500	73500	JABBERER	29,20,-1,25,-1,18	cavern	1	22403	22403	1	0	0	23525	23525	True
dawn	1	79196	79196	VORACIOUS_CAVE_CRAWLER	29,20,-1,13,-1,20	cavern	1	28288	28288	0	0	1			True
dawn	1	80240	80240	CRUNDLE	29,20,-1,13,-1,9	cavern	16	20469	29029	1	2	13	21190	21190	True
dawn	1	82500	82500	REACHER	29,20,-1,25,-1,28	cavern	1	27259	27259	0	0	1			True
dawn	1	85997	85997	BIRD_RAVEN	29,20,-1,-1,-1,53	surface	10	21253	29569	0	0	10			True
dawn	1	90487	90487	ELK_BIRD	29,20,-1,8,-1,21	cavern	6	20436	27086	0	0	6			True
dawn	1	90487	90487	DEMON_10	29,20,-1,43,-1,5	deep	5	20405	27277	0	0	5			True
dawn	1	97025	97025	JABBERER	29,20,-1,25,-1,18	cavern	1	20022	20022	0	0	1			True
dawn	2	1168	1168	GROUNDHOG	29,20,-1,-1,-1,80	surface	2	22848	26046	2	0	0	27430	27430	True
dawn	2	1168	1168	ELK_BIRD	29,20,-1,8,-1,21	cavern	10	20196	28504	10	0	0	25066	30800	True
dawn	2	1168	1168	FLESH_BALL	29,20,-1,25,-1,14	cavern	5	25313	28328	0	0	5			True
dawn	2	1168	1168	DEMON_4	29,20,-1,43,-1,6	deep	3	21106	26458	3	0	0	27430	28577	True
dawn	2	1168	1168	PLUMP_HELMET_MAN	29,20,-1,13,-1,11	cavern	3	24053	26890	3	0	0	27430	29669	True
dawn	2	1168	1168	REACHER	29,20,-1,25,-1,28	cavern	1	25934	25934	1	0	0	29669	29669	True
dawn	2	1168	1168	BIRD_KESTREL	29,20,-1,-1,-1,60	surface	1	22757	22757	1	0	0	25066	25066	True
dawn	2	1168	1168	PORCUPINE	29,20,-1,-1,-1,90	surface	1	19526	19526	1	0	0	20582	20582	True
dawn	2	21750	21750	WOMBAT	29,20,-1,-1,-1,96	surface	1	26141	26141	1	0	0	27286	27286	True
dawn	2	26234	26234	BADGER	29,20,-1,-1,-1,82	surface	11	21193	28782	10	1	0	22802	31982	True
dawn	2	28598	28598	DEMON_15	28,20,-1,44,-1,6	deep	1	25819	25819	1	0	0	27308	27308	True
dawn	2	29745	29745	DEMON_1	28,20,-1,44,-1,3	deep	1	23442	23442	1	0	0	25096	25096	True
dawn	2	30837	30837	TROGLODYTE	29,20,-1,13,-1,19	cavern	9	19755	27911	9	0	0	20566	30834	True
dawn	2	30837	31968	CROCODILE_CAVE	29,20,-1,8,-1,10	cavern	1	20240	20240	1	0	0	22852	22852	True
dawn	2	31968	31968	OLM_GIANT	29,20,-1,8,-1,9	cavern	1	24092	24092	1	0	0	35310	35310	True
dawn	2	51403	51403	BIRD_EMU	29,20,-1,-1,-1,56	surface	6	20999	29596	3	3	0	22731	31701	True
dawn	2	53689	53689	TOAD_GIANT_CAVE	29,20,-1,8,-1,12	cavern	1	21564	21564	0	1	0			True
