run	arm	rep	tick	abs_tick	unit	species	report	year	time	text
20260921-224702	pressure_on	1	56692	863092	189	TROGLODYTE	3	2	56284	The agitated troglodyte attacks the miner but She jumps away!
20260921-224702	pressure_on	1	56692	863092	189	TROGLODYTE	4	2	56289	The agitated troglodyte misses the miner!
20260921-224702	pressure_on	1	56692	863092	189	TROGLODYTE	5	2	56319	The agitated troglodyte punches the miner in the left lower arm with his right hand, bruising the fat through the (pig tail dress)!
20260921-224702	pressure_on	1	56692	863092	189	TROGLODYTE	6	2	56344	The agitated troglodyte punches the miner in the left lower arm with his right hand, bruising the muscle through the (pig tail dress)!
20260921-224702	pressure_on	1	56692	863092	189	TROGLODYTE	7	2	56390	The agitated troglodyte punches the miner in the right upper leg with his right hand, bruising the muscle through the (pig tail dress)!
20260921-224702	pressure_on	1	56692	863092	189	TROGLODYTE	8	2	56390	The force twists the right hip, bruising the muscle and bruising the muscle!
20260921-224702	pressure_on	1	56692	863092	189	TROGLODYTE	9	2	56395	The agitated troglodyte punches the miner in the right upper arm with his left hand, bruising the muscle through the (pig tail dress)!
20260921-224702	pressure_on	1	56692	863092	189	TROGLODYTE	10	2	56466	The agitated troglodyte punches the miner in the left upper arm with his right hand, bruising the fat through the (pig tail dress)!
20260921-224702	pressure_on	1	56692	863092	189	TROGLODYTE	11	2	56519	The agitated troglodyte punches the miner in the right upper leg with his left hand, bruising the muscle through the (pig tail dress)!
20260921-224702	pressure_on	1	56692	863092	189	TROGLODYTE	12	2	56541	The agitated troglodyte punches the miner in the lower body with his left hand, bruising the muscle and bruising the right kidney through the (pig tail dress)!
20260921-224702	pressure_on	1	56692	863092	189	TROGLODYTE	13	2	56547	The agitated troglodyte punches the miner in the left upper leg with his left hand, bruising the muscle through the (pig tail dress)!
20260921-224702	pressure_on	1	56692	863092	189	TROGLODYTE	14	2	56571	The agitated troglodyte punches the miner in the right upper arm with his right hand, bruising the muscle through the (pig tail dress)!
20260921-224702	pressure_on	1	56692	863092	189	TROGLODYTE	15	2	56641	The agitated troglodyte punches the miner in the left foot with his left hand, bruising the fat through the (giant cave spider silk shoe)!
20260921-224702	pressure_on	1	56692	863092	189	TROGLODYTE	16	2	56672	The agitated troglodyte punches the miner in the lower front teeth with his right hand and the severed part sails off in an arc!
20260921-224702	pressure_on	1	56692	863092	189	TROGLODYTE	17	2	56692	The agitated troglodyte punches the miner in the lower body with his right hand, bruising the muscle and bruising the guts through the (pig tail dress)!
20260921-224702	pressure_on	1	59746	866146	189	TROGLODYTE	18	2	56846	The agitated troglodyte charges at the miner!
20260921-224702	pressure_on	1	59746	866146	189	TROGLODYTE	19	2	56846	The agitated troglodyte collides with the miner!
20260921-224702	pressure_on	1	59746	866146	189	TROGLODYTE	20	2	56846	They tangle together and fall over!
20260921-224702	pressure_on	1	59746	866146	189	TROGLODYTE	22	2	56877	The agitated troglodyte punches the miner in the right hand with his left hand, bruising the fat through the (pig tail right glove)!
20260921-224702	pressure_on	1	59746	866146	189	TROGLODYTE	23	2	56952	The miner is knocked over!
20260921-224702	pressure_on	1	59746	866146	189	TROGLODYTE	24	2	56958	The agitated troglodyte punches the miner in the upper body with his left hand, bruising the muscle and bruising the right lung through the (pig tail dress)!
20260921-224702	pressure_on	1	59746	866146	189	TROGLODYTE	25	2	56958	The miner is having trouble breathing!
20260921-224702	pressure_on	1	59746	866146	189	TROGLODYTE	26	2	56963	The agitated troglodyte punches the miner in the lower body with his left hand, bruising the muscle and bruising the stomach through the (pig tail dress)!
20260921-224702	pressure_on	1	59746	866146	189	TROGLODYTE	27	2	56972	The agitated troglodyte punches the miner in the left upper arm with his right hand, bruising the muscle through the (pig tail dress)!
20260921-224702	pressure_on	1	59746	866146	189	TROGLODYTE	28	2	56982	The agitated troglodyte punches the miner in the head with his right hand, bruising the muscle!
20260921-224702	pressure_on	1	59746	866146	189	TROGLODYTE	29	2	56986	The agitated troglodyte punches the miner in the lower body with his right hand, bruising the muscle and bruising the right kidney through the (pig tail dress)!
